,
Nene,57.14
Kiara,18.75
Nerissa,15.38
Baelz,11.11
Kanade,9.52
Luna,9.09
Hajime,8.7
Iroha,8.33
Shiori,8.33
Noel,8
IRyS,7.69
FuwaMoco,6.67
Watame,4.76
Calli,3.85
Koyori,2.78
Raora,2.56
