from,to,value
Amelia,Amelia,
Baelz,Amelia,8.58
Bijou,Amelia,7.66
Calli,Amelia,8.58
Fauna,Amelia,8.3
FuwaMoco,Amelia,4.8
Gura,Amelia,10.88
IRyS,Amelia,9.0
Ina,Amelia,8.52
Kiara,Amelia,10.06
Kronii,Amelia,10.56
Mumei,Amelia,9.86
Nerissa,Amelia,6.34
Shiori,Amelia,7.55
Amelia,Baelz,20.38
Bijou,Baelz,20.06
Calli,Baelz,23.56
Fauna,Baelz,18.82
FuwaMoco,Baelz,13.48
Gura,Baelz,14.98
IRyS,Baelz,30.14
Ina,Baelz,16.96
Kiara,Baelz,20.78
Kronii,Baelz,26.82
Mumei,Baelz,24.05
Nerissa,Baelz,18.54
Shiori,Baelz,19.38
Amelia,Bijou,20.62
Baelz,Bijou,22.75
Calli,Bijou,17.58
Fauna,Bijou,21.11
FuwaMoco,Bijou,17.14
Gura,Bijou,17.03
IRyS,Bijou,22.34
Ina,Bijou,16.76
Kiara,Bijou,16.56
Kronii,Bijou,21.95
Mumei,Bijou,21.1
Nerissa,Bijou,21.76
Shiori,Bijou,22.11
Amelia,Calli,20.38
Baelz,Calli,23.55
Bijou,Calli,15.49
Fauna,Calli,14.31
FuwaMoco,Calli,11.22
Gura,Calli,14.15
IRyS,Calli,20.86
Ina,Calli,14.09
Kiara,Calli,23.84
Kronii,Calli,25.57
Mumei,Calli,16.79
Nerissa,Calli,20.61
Shiori,Calli,19.28
Amelia,Fauna,20.01
Baelz,Fauna,19.12
Bijou,Fauna,18.9
Calli,Fauna,14.54
FuwaMoco,Fauna,11.78
Gura,Fauna,15.71
IRyS,Fauna,22.12
Ina,Fauna,17.48
Kiara,Fauna,16.22
Kronii,Fauna,21.83
Mumei,Fauna,22.5
Nerissa,Fauna,18.06
Shiori,Fauna,17.1
Amelia,FuwaMoco,19.52
Baelz,FuwaMoco,23.09
Bijou,FuwaMoco,25.87
Calli,FuwaMoco,19.23
Fauna,FuwaMoco,19.86
Gura,FuwaMoco,18.34
IRyS,FuwaMoco,23.53
Ina,FuwaMoco,15.77
Kiara,FuwaMoco,17.65
Kronii,FuwaMoco,19.63
Mumei,FuwaMoco,21.27
Nerissa,FuwaMoco,22.12
Shiori,FuwaMoco,23.25
Amelia,Gura,21.79
Baelz,Gura,12.63
Bijou,Gura,12.65
Calli,Gura,11.93
Fauna,Gura,13.04
FuwaMoco,Gura,9.03
IRyS,Gura,13.37
Ina,Gura,12.87
Kiara,Gura,11.53
Kronii,Gura,13.64
Mumei,Gura,14.39
Nerissa,Gura,9.53
Shiori,Gura,10.06
Amelia,IRyS,15.67
Baelz,IRyS,22.08
Bijou,IRyS,14.43
Calli,IRyS,15.28
Fauna,IRyS,15.96
FuwaMoco,IRyS,10.06
Gura,IRyS,11.62
Ina,IRyS,12.98
Kiara,IRyS,13.85
Kronii,IRyS,20.79
Mumei,IRyS,17.3
Nerissa,IRyS,14.28
Shiori,IRyS,13.35
Amelia,Ina,20.13
Baelz,Ina,16.88
Bijou,Ina,14.7
Calli,Ina,14.02
Fauna,Ina,17.12
FuwaMoco,Ina,9.16
Gura,Ina,15.19
IRyS,Ina,17.62
Kiara,Ina,17.38
Kronii,Ina,15.76
Mumei,Ina,14.78
Nerissa,Ina,12.35
Shiori,Ina,11.63
Amelia,Kiara,15.91
Baelz,Kiara,13.84
Bijou,Kiara,9.72
Calli,Kiara,15.88
Fauna,Kiara,10.63
FuwaMoco,Kiara,6.86
Gura,Kiara,9.11
IRyS,Kiara,12.59
Ina,Kiara,11.63
Kronii,Kiara,13.6
Mumei,Kiara,9.66
Nerissa,Kiara,14.18
Shiori,Kiara,11.14
Amelia,Kronii,15.54
Baelz,Kronii,16.62
Bijou,Kronii,11.99
Calli,Kronii,15.85
Fauna,Kronii,13.32
FuwaMoco,Kronii,7.1
Gura,Kronii,10.03
IRyS,Kronii,17.59
Ina,Kronii,9.82
Kiara,Kronii,12.65
Mumei,Kronii,15.8
Nerissa,Kronii,15.23
Shiori,Kronii,14.56
Amelia,Mumei,23.68
Baelz,Mumei,24.32
Bijou,Mumei,18.81
Calli,Mumei,16.98
Fauna,Mumei,22.4
FuwaMoco,Mumei,12.56
Gura,Mumei,17.27
IRyS,Mumei,23.88
Ina,Mumei,15.02
Kiara,Mumei,14.67
Kronii,Mumei,25.78
Nerissa,Mumei,17.37
Shiori,Mumei,17.91
Amelia,Nerissa,15.91
Baelz,Nerissa,19.61
Bijou,Nerissa,20.29
Calli,Nerissa,21.8
Fauna,Nerissa,18.8
FuwaMoco,Nerissa,13.66
Gura,Nerissa,11.95
IRyS,Nerissa,20.61
Ina,Nerissa,13.13
Kiara,Nerissa,22.52
Kronii,Nerissa,25.99
Mumei,Nerissa,18.17
Shiori,Nerissa,26.77
Amelia,Shiori,18.24
Baelz,Shiori,19.71
Bijou,Shiori,19.83
Calli,Shiori,19.61
Fauna,Shiori,17.12
FuwaMoco,Shiori,13.81
Gura,Shiori,12.14
IRyS,Shiori,18.54
Ina,Shiori,11.89
Kiara,Shiori,17.03
Kronii,Shiori,23.91
Mumei,Shiori,18.01
Nerissa,Shiori,25.76
