from,to,value
Aki,Aki,
Ao,Aki,3.89
Aqua,Aki,1.81
Ayame,Aki,2.49
AZki,Aki,4.07
Botan,Aki,4.83
Chloe,Aki,3.65
Choco,Aki,12.76
Flare,Aki,5.8
Fubuki,Aki,2.91
Haato,Aki,7.04
Hajime,Aki,3.42
Iroha,Aki,3.5
Kanade,Aki,2.68
Kanata,Aki,4.06
Korone,Aki,3.58
Koyori,Aki,2.93
Lamy,Aki,3.39
Laplus,Aki,2.43
Lui,Aki,6.12
Luna,Aki,6.2
Marine,Aki,2.76
Matsuri,Aki,9
Miko,Aki,2.65
Mio,Aki,4.19
Noel,Aki,4.33
Okayu,Aki,2.7
Pekora,Aki,3.12
Polka,Aki,4.49
Raden,Aki,3.93
Ririka,Aki,4.22
Roboco,Aki,11.93
Shion,Aki,3.02
Sora,Aki,5.88
Subaru,Aki,3.31
Suisei,Aki,2.75
Towa,Aki,4.13
Watame,Aki,4.21
Aki,Ao,4.16
Aqua,Ao,1.96
Ayame,Ao,2.09
AZki,Ao,3.39
Botan,Ao,4.87
Chloe,Ao,4.33
Choco,Ao,9.21
Flare,Ao,4.8
Fubuki,Ao,2.82
Haato,Ao,5.7
Hajime,Ao,14.61
Iroha,Ao,4.55
Kanade,Ao,11.38
Kanata,Ao,4.01
Korone,Ao,3.21
Koyori,Ao,3.62
Lamy,Ao,3.34
Laplus,Ao,4.03
Lui,Ao,6.94
Luna,Ao,5.22
Marine,Ao,4.2
Matsuri,Ao,5.08
Miko,Ao,3.16
Mio,Ao,3.91
Noel,Ao,5.16
Okayu,Ao,3.67
Pekora,Ao,2.97
Polka,Ao,6.1
Raden,Ao,9.39
Ririka,Ao,11.59
Roboco,Ao,9.54
Shion,Ao,2.66
Sora,Ao,5.5
Subaru,Ao,4.28
Suisei,Ao,2.89
Towa,Ao,2.79
Watame,Ao,3.54
Aki,Aqua,18.51
Ao,Aqua,18.84
Ayame,Aqua,27.98
AZki,Aqua,26.07
Botan,Aqua,14.75
Chloe,Aqua,26.78
Choco,Aqua,31.05
Flare,Aqua,21.65
Fubuki,Aqua,22.73
Haato,Aqua,25.73
Hajime,Aqua,20.74
Iroha,Aqua,19.73
Kanade,Aqua,23.42
Kanata,Aqua,27.41
Korone,Aqua,18.82
Koyori,Aqua,23.46
Lamy,Aqua,23.68
Laplus,Aqua,22
Lui,Aqua,17.75
Luna,Aqua,20.44
Marine,Aqua,26.31
Matsuri,Aqua,26.12
Miko,Aqua,21.74
Mio,Aqua,21.94
Noel,Aqua,22.65
Okayu,Aqua,20.07
Pekora,Aqua,29.61
Polka,Aqua,18.9
Raden,Aqua,15.96
Ririka,Aqua,21.41
Roboco,Aqua,23.19
Shion,Aqua,42.87
Sora,Aqua,22.07
Subaru,Aqua,18.88
Suisei,Aqua,25.33
Towa,Aqua,24.65
Watame,Aqua,18.2
Aki,Ayame,2.44
Ao,Ayame,1.92
Aqua,Ayame,2.68
AZki,Ayame,3.62
Botan,Ayame,3.14
Chloe,Ayame,4.43
Choco,Ayame,5.13
Flare,Ayame,3.06
Fubuki,Ayame,4.01
Haato,Ayame,2.97
Hajime,Ayame,3.58
Iroha,Ayame,5.25
Kanade,Ayame,2.64
Kanata,Ayame,3.21
Korone,Ayame,2.19
Koyori,Ayame,2.69
Lamy,Ayame,3.36
Laplus,Ayame,4.03
Lui,Ayame,2.05
Luna,Ayame,2.63
Marine,Ayame,2.09
Matsuri,Ayame,4.64
Miko,Ayame,1.84
Mio,Ayame,4.06
Noel,Ayame,2.67
Okayu,Ayame,2.42
Pekora,Ayame,2.13
Polka,Ayame,2.37
Raden,Ayame,2.47
Ririka,Ayame,2.32
Roboco,Ayame,5.06
Shion,Ayame,6.6
Sora,Ayame,3.11
Subaru,Ayame,2.23
Suisei,Ayame,3.18
Towa,Ayame,4.56
Watame,Ayame,2.24
Aki,AZki,10.98
Ao,AZki,8.56
Aqua,AZki,6.86
Ayame,AZki,9.95
Botan,AZki,11.66
Chloe,AZki,14.12
Choco,AZki,20.66
Flare,AZki,13.87
Fubuki,AZki,11.2
Haato,AZki,13.96
Hajime,AZki,9.4
Iroha,AZki,17.77
Kanade,AZki,11.26
Kanata,AZki,13.46
Korone,AZki,7.96
Koyori,AZki,12.89
Lamy,AZki,13.09
Laplus,AZki,7.68
Lui,AZki,12.09
Luna,AZki,10.85
Marine,AZki,9.46
Matsuri,AZki,11.9
Miko,AZki,8.23
Mio,AZki,14.35
Noel,AZki,11.1
Okayu,AZki,8.22
Pekora,AZki,7.77
Polka,AZki,11.29
Raden,AZki,10.64
Ririka,AZki,13.1
Roboco,AZki,16.89
Shion,AZki,10.51
Sora,AZki,27.04
Subaru,AZki,8.56
Suisei,AZki,12.12
Towa,AZki,10.3
Watame,AZki,11.28
Aki,Botan,6.32
Ao,Botan,5.97
Aqua,Botan,1.88
Ayame,Botan,4.18
AZki,Botan,5.65
Chloe,Botan,5.51
Choco,Botan,10.39
Flare,Botan,8.41
Fubuki,Botan,5.26
Haato,Botan,5.83
Hajime,Botan,5.98
Iroha,Botan,4.97
Kanade,Botan,3.15
Kanata,Botan,4.89
Korone,Botan,5.29
Koyori,Botan,5.16
Lamy,Botan,9.11
Laplus,Botan,4.21
Lui,Botan,10.68
Luna,Botan,5.15
Marine,Botan,4.2
Matsuri,Botan,6.53
Miko,Botan,2.92
Mio,Botan,7.64
Noel,Botan,5.32
Okayu,Botan,5.04
Pekora,Botan,3.06
Polka,Botan,10.56
Raden,Botan,6.46
Ririka,Botan,4.7
Roboco,Botan,8.87
Shion,Botan,3.43
Sora,Botan,5.88
Subaru,Botan,4.72
Suisei,Botan,3.99
Towa,Botan,5.81
Watame,Botan,5.7
Aki,Chloe,5.65
Ao,Chloe,6.28
Aqua,Chloe,4.05
Ayame,Chloe,7.01
AZki,Chloe,8.12
Botan,Chloe,6.53
Choco,Chloe,13.03
Flare,Chloe,7.69
Fubuki,Chloe,5.97
Haato,Chloe,8.56
Hajime,Chloe,8.63
Iroha,Chloe,10.85
