from,to,value
Anya,Anya,
Iofi,Anya,17.98
Kaela,Anya,11.36
Kobo,Anya,4.01
Moona,Anya,14.16
Ollie,Anya,15.94
Reine,Anya,21.83
Risu,Anya,16.23
Zeta,Anya,10.76
Anya,Iofi,40.7
Kaela,Iofi,21.74
Kobo,Iofi,9.79
Moona,Iofi,29.66
Ollie,Iofi,29.59
Reine,Iofi,32.81
Risu,Iofi,35.14
Zeta,Iofi,20.24
Anya,Kaela,47.28
Iofi,Kaela,39.96
Kobo,Kaela,13.79
Moona,Kaela,39.48
Ollie,Kaela,41.29
Reine,Kaela,40
Risu,Kaela,41.91
Zeta,Kaela,30.36
Anya,Kobo,35.85
Iofi,Kobo,38.68
Kaela,Kobo,29.63
Moona,Kobo,36.55
Ollie,Kobo,35.07
Reine,Kobo,32.24
Risu,Kobo,35.82
Zeta,Kobo,36.01
Anya,Moona,42.35
Iofi,Moona,39.18
Kaela,Moona,28.37
Kobo,Moona,12.22
Ollie,Moona,35.65
Reine,Moona,35.97
Risu,Moona,39.83
Zeta,Moona,25.4
Anya,Ollie,40.24
Iofi,Ollie,32.99
Kaela,Ollie,25.05
Kobo,Ollie,9.9
Moona,Ollie,30.09
Reine,Ollie,34.08
Risu,Ollie,33.16
Zeta,Ollie,20.64
Anya,Reine,24.17
Iofi,Reine,16.04
Kaela,Reine,10.64
Kobo,Reine,3.99
Moona,Reine,13.31
Ollie,Reine,14.94
Risu,Reine,14.87
Zeta,Reine,10.86
Anya,Risu,40.03
Iofi,Risu,38.27
Kaela,Risu,24.83
Kobo,Risu,9.88
Moona,Risu,32.84
Ollie,Risu,32.38
Reine,Risu,33.13
Zeta,Risu,22.15
Anya,Zeta,40.18
Iofi,Zeta,33.37
Kaela,Zeta,27.23
Kobo,Zeta,15.03
Moona,Zeta,31.7
Ollie,Zeta,30.52
Reine,Zeta,36.63
Risu,Zeta,33.53
