from,to,value
Anya,Anya,
Iofi,Anya,20.54
Kaela,Anya,11.58
Kobo,Anya,6
Moona,Anya,22.2
Ollie,Anya,18.43
Reine,Anya,17.95
Risu,Anya,16.89
Zeta,Anya,16.6
Anya,Iofi,18.16
Kaela,Iofi,12.06
Kobo,Iofi,7.81
Moona,Iofi,34.14
Ollie,Iofi,21.57
Reine,Iofi,20.74
Risu,Iofi,31.28
Zeta,Iofi,15.6
Anya,Kaela,40.92
Iofi,Kaela,48.19
Kobo,Kaela,24.65
Moona,Kaela,56.87
Ollie,Kaela,47.84
Reine,Kaela,42.57
Risu,Kaela,47.1
Zeta,Kaela,47.77
Anya,Kobo,24.91
Iofi,Kobo,36.66
Kaela,Kobo,28.97
Moona,Kobo,39.99
Ollie,Kobo,29.09
Reine,Kobo,26.89
Risu,Kobo,34.29
Zeta,Kobo,40.9
Anya,Moona,20.31
Iofi,Moona,35.32
Kaela,Moona,14.73
Kobo,Moona,8.81
Ollie,Moona,24.99
Reine,Moona,23.15
Risu,Moona,32.16
Zeta,Moona,18
Anya,Ollie,23.03
Iofi,Ollie,30.48
Kaela,Ollie,16.92
Kobo,Ollie,8.76
Moona,Ollie,34.14
Reine,Ollie,25.48
Risu,Ollie,26.64
Zeta,Ollie,19.68
Anya,Reine,16.81
Iofi,Reine,21.97
Kaela,Reine,11.29
Kobo,Reine,6.07
Moona,Reine,23.7
Ollie,Reine,19.1
Risu,Reine,19.47
Zeta,Reine,13.61
Anya,Risu,16.03
Iofi,Risu,33.59
Kaela,Risu,12.66
Kobo,Risu,7.84
Moona,Risu,33.37
Ollie,Risu,20.24
Reine,Risu,19.74
Zeta,Risu,15.02
Anya,Zeta,29.46
Iofi,Zeta,31.31
Kaela,Zeta,24
Kobo,Zeta,17.49
Moona,Zeta,34.9
Ollie,Zeta,27.94
Reine,Zeta,25.8
Risu,Zeta,28.08
