from,to,value
Aki,Aki,
Amelia,Aki,4.03
Anya,Aki,11.54
Aqua,Aki,8.71
Aruran,Aki,13.83
Astel,Aki,7.17
Ayame,Aki,8.77
AZki,Aki,29.08
Baelz,Aki,4.82
Botan,Aki,17.05
Calli,Aki,5.05
Chloe,Aki,11.01
Choco,Aki,25.77
Fauna,Aki,5.51
Flare,Aki,25.01
Fubuki,Aki,12.54
Gura,Aki,3.65
Haato,Aki,15.5
Ina,Aki,4.04
Iofi,Aki,6.85
Iroha,Aki,13.41
IRyS,Aki,6.03
Izuru,Aki,4.69
Kanata,Aki,23.61
Kiara,Aki,5.66
Korone,Aki,12.01
Koyori,Aki,17.52
Kronii,Aki,4.37
Lamy,Aki,18.61
Laplus,Aki,9.5
Lui,Aki,20.15
Luna,Aki,21.31
Marine,Aki,12.87
Matsuri,Aki,19.46
Mel,Aki,39.6
Miko,Aki,13.1
Mio,Aki,18.43
Miyabi,Aki,4.77
Moona,Aki,7.5
Mumei,Aki,4.08
Nene,Aki,20.56
Noel,Aki,18.2
Oga,Aki,12.02
Okayu,Aki,15.16
Ollie,Aki,4.24
Pekora,Aki,15.47
Polka,Aki,28.49
Reine,Aki,6.65
Rikka,Aki,10.04
Risu,Aki,4.9
Roberu,Aki,12.12
Roboco,Aki,27.52
Rushia,Aki,13.61
Sana,Aki,8.03
Shien,Aki,6.27
Shion,Aki,15.25
Sora,Aki,21.24
Subaru,Aki,15.23
Suisei,Aki,12.52
Temma,Aki,8.3
Towa,Aki,16.88
Watame,Aki,13.13
Aki,Amelia,6.76
Anya,Amelia,15.04
Aqua,Amelia,5.61
Aruran,Amelia,6.82
Astel,Amelia,6.95
Ayame,Amelia,4.13
AZki,Amelia,11.37
Baelz,Amelia,22.17
Botan,Amelia,4.64
Calli,Amelia,22.53
Chloe,Amelia,5.82
Choco,Amelia,5.74
Fauna,Amelia,33.44
Flare,Amelia,4.16
Fubuki,Amelia,4.84
Gura,Amelia,23
Haato,Amelia,14.48
Ina,Amelia,26.75
Iofi,Amelia,7.16
Iroha,Amelia,3.53
IRyS,Amelia,29.01
Izuru,Amelia,3.43
Kanata,Amelia,2.9
Kiara,Amelia,22.02
Korone,Amelia,8.27
Koyori,Amelia,3.14
Kronii,Amelia,26.99
Lamy,Amelia,2.86
Laplus,Amelia,2.96
Lui,Amelia,5.95
Luna,Amelia,6.09
Marine,Amelia,2.58
Matsuri,Amelia,5.45
Mel,Amelia,7.81
Miko,Amelia,3.5
Mio,Amelia,3.64
Miyabi,Amelia,2.64
Moona,Amelia,9.8
Mumei,Amelia,27.6
Nene,Amelia,5.62
Noel,Amelia,3.95
Oga,Amelia,4.09
Okayu,Amelia,4.09
Ollie,Amelia,13.28
Pekora,Amelia,3.13
Polka,Amelia,4.35
Reine,Amelia,19.03
Rikka,Amelia,7.56
Risu,Amelia,9.89
Roberu,Amelia,4.56
Roboco,Amelia,9.17
Rushia,Amelia,3.85
Sana,Amelia,34.14
Shien,Amelia,3.59
Shion,Amelia,2.55
Sora,Amelia,7.66
Subaru,Amelia,2.74
Suisei,Amelia,4.27
Temma,Amelia,3.9
