from,to,value
Aki,Aki,
Ao,Aki,3.58
Aqua,Aki,2.06
AZki,Aki,4.42
Botan,Aki,4.96
Chloe,Aki,3.3
Choco,Aki,10.82
Flare,Aki,5.67
Fubuki,Aki,3.06
Haato,Aki,6.86
Hajime,Aki,2.75
Iroha,Aki,2.85
Kanade,Aki,2.71
Kanata,Aki,3.11
Korone,Aki,3.35
Koyori,Aki,2.78
Lamy,Aki,3.48
Laplus,Aki,2.63
Lui,Aki,5.22
Luna,Aki,4.97
Marine,Aki,2.69
Matsuri,Aki,6.34
Miko,Aki,2.19
Mio,Aki,4.78
Nene,Aki,3.77
Noel,Aki,3.77
Okayu,Aki,2.32
Pekora,Aki,2.43
Polka,Aki,4.15
Raden,Aki,3.26
Ririka,Aki,3.7
Roboco,Aki,10.74
Sora,Aki,5.73
Subaru,Aki,3.06
Suisei,Aki,2.21
Towa,Aki,4.34
Watame,Aki,3.28
Aki,Ao,3.61
Aqua,Ao,2.11
AZki,Ao,2.95
Botan,Ao,3.37
Chloe,Ao,3.65
Choco,Ao,6.4
Flare,Ao,4.44
Fubuki,Ao,2.52
Haato,Ao,4.36
Hajime,Ao,8.77
Iroha,Ao,3.5
Kanade,Ao,7.03
Kanata,Ao,2.94
Korone,Ao,2.43
Koyori,Ao,2.84
Lamy,Ao,2.82
Laplus,Ao,4.01
Lui,Ao,6.55
Luna,Ao,3.41
Marine,Ao,3.67
Matsuri,Ao,3.46
Miko,Ao,2.75
Mio,Ao,2.48
Nene,Ao,4.12
Noel,Ao,3.88
Okayu,Ao,3.32
Pekora,Ao,2.54
Polka,Ao,4.22
Raden,Ao,6.47
Ririka,Ao,8.37
Roboco,Ao,4.42
Sora,Ao,4.02
Subaru,Ao,3.5
Suisei,Ao,3.05
Towa,Ao,2.52
Watame,Ao,2.5
Aki,Aqua,8.13
Ao,Aqua,8.25
AZki,Aqua,11.31
Botan,Aqua,7.09
Chloe,Aqua,14.39
Choco,Aqua,11.9
Flare,Aqua,10.38
Fubuki,Aqua,10.72
Haato,Aqua,11.48
Hajime,Aqua,10.32
Iroha,Aqua,10.52
Kanade,Aqua,12.04
Kanata,Aqua,12.79
Korone,Aqua,9
Koyori,Aqua,11.81
Lamy,Aqua,12.72
Laplus,Aqua,9.79
Lui,Aqua,7.41
Luna,Aqua,10.48
Marine,Aqua,11.81
Matsuri,Aqua,13.73
Miko,Aqua,10.06
Mio,Aqua,10.27
Nene,Aqua,12.22
Noel,Aqua,10.08
Okayu,Aqua,8.69
Pekora,Aqua,15.13
Polka,Aqua,7.97
Raden,Aqua,6.32
Ririka,Aqua,9.99
Roboco,Aqua,10.27
Sora,Aqua,10.12
Subaru,Aqua,8.81
Suisei,Aqua,11.01
Towa,Aqua,12.86
Watame,Aqua,7.73
Aki,AZki,15.48
Ao,AZki,10.24
Aqua,AZki,10.04
Botan,AZki,11.27
Chloe,AZki,17.26
Choco,AZki,22.18
Flare,AZki,18.26
Fubuki,AZki,13.3
Haato,AZki,15.52
Hajime,AZki,12.34
Iroha,AZki,17.26
Kanade,AZki,13.88
Kanata,AZki,14.99
Korone,AZki,10.03
Koyori,AZki,15.56
Lamy,AZki,15.49
Laplus,AZki,9.98
Lui,AZki,14.24
Luna,AZki,12.63
Marine,AZki,11.08
Matsuri,AZki,16.61
Miko,AZki,9.59
Mio,AZki,18.22
Nene,AZki,13.2
Noel,AZki,13.25
Okayu,AZki,10.06
Pekora,AZki,8.4
Polka,AZki,11.95
Raden,AZki,12.35
Ririka,AZki,15.66
Roboco,AZki,21.64
Sora,AZki,29.89
Subaru,AZki,9.82
Suisei,AZki,16.82
Towa,AZki,12.2
Watame,AZki,11.77
Aki,Botan,8.26
Ao,Botan,5.57
Aqua,Botan,2.99
AZki,Botan,5.36
Chloe,Botan,5.72
Choco,Botan,9.65
Flare,Botan,9.67
Fubuki,Botan,5.66
Haato,Botan,5.52
Hajime,Botan,5.09
Iroha,Botan,5.38
Kanade,Botan,3.27
Kanata,Botan,4.9
Korone,Botan,5.07
Koyori,Botan,5.46
Lamy,Botan,10.7
Laplus,Botan,5.25
Lui,Botan,9.61
Luna,Botan,4.88
Marine,Botan,3.94
Matsuri,Botan,6.46
Miko,Botan,3.03
Mio,Botan,8.24
Nene,Botan,8.03
Noel,Botan,4.95
Okayu,Botan,5.11
Pekora,Botan,3.25
Polka,Botan,9.46
