from,to,value
Amelia,Amelia,
Baelz,Amelia,22.87
Calli,Amelia,19.86
Fauna,Amelia,21.64
Gura,Amelia,24.8
Ina,Amelia,26.15
IRyS,Amelia,27.01
Kiara,Amelia,20.95
Kronii,Amelia,23.68
Mumei,Amelia,27.26
Amelia,Baelz,38.41
Calli,Baelz,33.95
Fauna,Baelz,35.93
Gura,Baelz,31.93
Ina,Baelz,39.96
IRyS,Baelz,48.03
Kiara,Baelz,33.12
Kronii,Baelz,38.7
Mumei,Baelz,45.02
Amelia,Calli,34.38
Baelz,Calli,34.99
Fauna,Calli,28.2
Gura,Calli,28.6
Ina,Calli,33.98
IRyS,Calli,38.24
Kiara,Calli,31.86
Kronii,Calli,33.77
Mumei,Calli,33.53
Amelia,Fauna,38.43
Baelz,Fauna,37.98
Calli,Fauna,28.93
Gura,Fauna,35.02
Ina,Fauna,40.29
IRyS,Fauna,42.78
Kiara,Fauna,33.51
Kronii,Fauna,40.04
Mumei,Fauna,44.85
Amelia,Gura,27.59
Baelz,Gura,21.14
Calli,Gura,18.38
Fauna,Gura,21.94
Ina,Gura,25.37
IRyS,Gura,23.59
Kiara,Gura,18.65
Kronii,Gura,21.59
Mumei,Gura,25.4
Amelia,Ina,31.52
Baelz,Ina,28.68
Calli,Ina,23.66
Fauna,Ina,27.35
Gura,Ina,27.5
IRyS,Ina,31.02
Kiara,Ina,26.13
Kronii,Ina,27.5
Mumei,Ina,31.74
Amelia,IRyS,29.05
Baelz,IRyS,30.76
Calli,IRyS,23.76
Fauna,IRyS,25.91
Gura,IRyS,22.81
Ina,IRyS,27.68
Kiara,IRyS,23.56
Kronii,IRyS,26.96
Mumei,IRyS,29.66
Amelia,Kiara,38.93
Baelz,Kiara,36.64
Calli,Kiara,34.2
Fauna,Kiara,35.06
Gura,Kiara,31.15
Ina,Kiara,40.28
IRyS,Kiara,40.7
Kronii,Kiara,36.37
Mumei,Kiara,37.89
Amelia,Kronii,38.1
Baelz,Kronii,37.06
Calli,Kronii,31.39
Fauna,Kronii,36.27
Gura,Kronii,31.22
Ina,Kronii,36.7
IRyS,Kronii,40.32
Kiara,Kronii,31.49
Mumei,Kronii,41.33
Amelia,Mumei,34.3
Baelz,Mumei,33.72
Calli,Mumei,24.37
Fauna,Mumei,31.78
Gura,Mumei,28.73
Ina,Mumei,33.13
IRyS,Mumei,34.7
Kiara,Mumei,25.65
Kronii,Mumei,32.32
