from,to,value
Altare,Altare,
Aruran,Altare,29.67
Astel,Altare,44.63
Axel,Altare,63.91
Dezmond,Altare,55.35
Fuma,Altare,36.27
Gamma,Altare,26.85
Izuru,Altare,34.54
Miyabi,Altare,37.73
Oga,Altare,24.48
Rikka,Altare,32.25
Rio,Altare,38.51
Roberu,Altare,13.56
Shien,Altare,30.18
Temma,Altare,34.24
Uyu,Altare,40.47
Vesper,Altare,48.91
Altare,Aruran,6.45
Astel,Aruran,23.86
Axel,Aruran,9.13
Dezmond,Aruran,6.31
Fuma,Aruran,31.47
Gamma,Aruran,22.18
Izuru,Aruran,32.37
Miyabi,Aruran,51.34
Oga,Aruran,39.89
Rikka,Aruran,44.32
Rio,Aruran,29.63
Roberu,Aruran,20.56
Shien,Aruran,39.92
Temma,Aruran,51.18
Uyu,Aruran,31.5
Vesper,Aruran,5.72
Altare,Astel,8.08
Aruran,Astel,19.89
Axel,Astel,10.77
Dezmond,Astel,7.38
Fuma,Astel,28.3
Gamma,Astel,17.74
Izuru,Astel,41.7
Miyabi,Astel,34.97
Oga,Astel,22.18
Rikka,Astel,31.44
Rio,Astel,25.45
Roberu,Astel,11.8
Shien,Astel,25.65
Temma,Astel,33.96
Uyu,Astel,28.27
Vesper,Astel,6.4
Altare,Axel,44.93
Aruran,Axel,29.53
Astel,Axel,41.81
Dezmond,Axel,45.83
Fuma,Axel,37.32
Gamma,Axel,27.82
Izuru,Axel,37.14
Miyabi,Axel,38.9
Oga,Axel,28.97
Rikka,Axel,36.43
Rio,Axel,36.82
Roberu,Axel,14.83
Shien,Axel,31.77
Temma,Axel,36.41
Uyu,Axel,41.82
Vesper,Axel,39.52
Altare,Dezmond,54.85
Aruran,Dezmond,28.76
Astel,Dezmond,40.37
Axel,Dezmond,64.59
Fuma,Dezmond,34.77
Gamma,Dezmond,24.87
Izuru,Dezmond,32.16
Miyabi,Dezmond,33.56
Oga,Dezmond,24.94
Rikka,Dezmond,28.31
Rio,Dezmond,34.96
Roberu,Dezmond,13.11
Shien,Dezmond,27.53
Temma,Dezmond,31.89
Uyu,Dezmond,38.74
Vesper,Dezmond,50.25
Altare,Fuma,4.21
Aruran,Fuma,16.81
Astel,Fuma,18.14
Axel,Fuma,6.16
Dezmond,Fuma,4.07
Gamma,Fuma,20.48
Izuru,Fuma,30.39
Miyabi,Fuma,36.98
Oga,Fuma,20.69
Rikka,Fuma,33.76
Rio,Fuma,26.23
Roberu,Fuma,10.63
Shien,Fuma,26.47
Temma,Fuma,36.5
Uyu,Fuma,34.11
Vesper,Fuma,3.18
