from,to,value
Aruran,Aruran,
Astel,Aruran,22.81
Fuma,Aruran,29.14
Gamma,Aruran,27.12
Izuru,Aruran,26.13
Miyabi,Aruran,40.31
Oga,Aruran,28.64
Rikka,Aruran,26.92
Rio,Aruran,27.88
Roberu,Aruran,15.12
Shien,Aruran,36.89
Temma,Aruran,40.59
Uyu,Aruran,22.78
Aruran,Astel,17.1
Fuma,Astel,23.58
Gamma,Astel,14.26
Izuru,Astel,27.61
Miyabi,Astel,28.34
Oga,Astel,13.88
Rikka,Astel,17.93
Rio,Astel,20.45
Roberu,Astel,7.87
Shien,Astel,19.28
Temma,Astel,24.39
Uyu,Astel,15.67
Aruran,Fuma,30.42
Astel,Fuma,32.83
Gamma,Fuma,31.49
Izuru,Fuma,33.85
Miyabi,Fuma,39.54
Oga,Fuma,24.06
Rikka,Fuma,28.04
Rio,Fuma,37.74
Roberu,Fuma,13.61
Shien,Fuma,38.92
Temma,Fuma,37.1
Uyu,Fuma,30.06
Aruran,Gamma,37.08
Astel,Gamma,26
Fuma,Gamma,41.25
Izuru,Gamma,31.36
Miyabi,Gamma,43.81
Oga,Gamma,31.5
Rikka,Gamma,30.27
Rio,Gamma,37.88
Roberu,Gamma,20.59
Shien,Gamma,42.54
Temma,Gamma,40.89
Uyu,Gamma,33.43
Aruran,Izuru,13.61
Astel,Izuru,19.18
Fuma,Izuru,16.89
Gamma,Izuru,11.94
Miyabi,Izuru,25.82
Oga,Izuru,12.2
Rikka,Izuru,17.62
Rio,Izuru,15.97
Roberu,Izuru,6.34
Shien,Izuru,19.65
Temma,Izuru,24.09
Uyu,Izuru,11.95
Aruran,Miyabi,23.4
Astel,Miyabi,21.94
Fuma,Miyabi,21.98
Gamma,Miyabi,18.6
Izuru,Miyabi,28.78
Oga,Miyabi,18.01
Rikka,Miyabi,22.27
Rio,Miyabi,21.98
Roberu,Miyabi,8.19
Shien,Miyabi,26.41
Temma,Miyabi,40.74
Uyu,Miyabi,17.43
Aruran,Oga,23.64
Astel,Oga,15.28
Fuma,Oga,19.03
Gamma,Oga,19.01
Izuru,Oga,19.34
Miyabi,Oga,25.61
Rikka,Oga,22.64
Rio,Oga,19.17
Roberu,Oga,11.61
Shien,Oga,41.98
Temma,Oga,26.02
Uyu,Oga,16.05
Aruran,Rikka,17.63
Astel,Rikka,15.66
Fuma,Rikka,17.59
Gamma,Rikka,14.5
Izuru,Rikka,22.15
Miyabi,Rikka,25.12
Oga,Rikka,17.96
Rio,Rikka,17.43
Roberu,Rikka,7.84
Shien,Rikka,26.88
Temma,Rikka,23.64
Uyu,Rikka,14.17
Aruran,Rio,32.62
Astel,Rio,31.91
Fuma,Rio,42.3
Gamma,Rio,32.41
Izuru,Rio,35.88
Miyabi,Rio,44.3
Oga,Rio,27.17
Rikka,Rio,31.14
Roberu,Rio,14.21
Shien,Rio,41.61
Temma,Rio,39.26
Uyu,Rio,33.81
Aruran,Roberu,40.5
Astel,Roberu,28.11
Fuma,Roberu,34.94
Gamma,Roberu,40.34
Izuru,Roberu,32.61
Miyabi,Roberu,37.79
Oga,Roberu,37.7
Rikka,Roberu,32.07
Rio,Roberu,32.53
Shien,Roberu,45.69
Temma,Roberu,39.7
Uyu,Roberu,27.97
Aruran,Shien,16.17
Astel,Shien,11.27
Fuma,Shien,16.34
Gamma,Shien,13.64
Izuru,Shien,16.54
Miyabi,Shien,19.94
Oga,Shien,22.29
Rikka,Shien,17.99
Rio,Shien,15.59
Roberu,Shien,7.47
Temma,Shien,20.74
Uyu,Shien,11.85
Aruran,Temma,22.18
Astel,Temma,17.77
Fuma,Temma,19.42
Gamma,Temma,16.34
Izuru,Temma,25.27
Miyabi,Temma,38.35
Oga,Temma,17.22
Rikka,Temma,19.73
Rio,Temma,18.33
Roberu,Temma,8.1
Shien,Temma,25.86
Uyu,Temma,15.34
Aruran,Uyu,36.31
Astel,Uyu,33.32
Fuma,Uyu,45.91
Gamma,Uyu,38.98
Izuru,Uyu,36.58
Miyabi,Uyu,47.87
Oga,Uyu,31
Rikka,Uyu,34.49
Rio,Uyu,46.08
Roberu,Uyu,16.65
Shien,Uyu,43.1
Temma,Uyu,44.76
