from,to,value
Anya,Anya,
Iofi,Anya,26.58
Kaela,Anya,12.14
Kobo,Anya,7.03
Moona,Anya,20.57
Ollie,Anya,15.06
Reine,Anya,22.88
Risu,Anya,23.52
Zeta,Anya,21.59
Anya,Iofi,20.54
Kaela,Iofi,8.25
Kobo,Iofi,6.15
Moona,Iofi,19.65
Ollie,Iofi,13.97
Reine,Iofi,18.4
Risu,Iofi,27.66
Zeta,Iofi,13.36
Anya,Kaela,35.62
Iofi,Kaela,31.33
Kobo,Kaela,14.87
Moona,Kaela,33.77
Ollie,Kaela,24.95
Reine,Kaela,31.13
Risu,Kaela,34.91
Zeta,Kaela,31.36
Anya,Kobo,16.22
Iofi,Kobo,18.35
Kaela,Kobo,11.7
Moona,Kobo,24.64
Ollie,Kobo,14.71
Reine,Kobo,20.44
Risu,Kobo,22.63
Zeta,Kobo,22.46
Anya,Moona,21.84
Iofi,Moona,27
Kaela,Moona,12.23
Kobo,Moona,11.34
Ollie,Moona,15.2
Reine,Moona,20.2
Risu,Moona,25.74
Zeta,Moona,18.49
Anya,Ollie,27.95
Iofi,Ollie,33.54
Kaela,Ollie,15.78
Kobo,Ollie,11.83
Moona,Ollie,26.55
Reine,Ollie,34.59
Risu,Ollie,29.29
Zeta,Ollie,25.65
Anya,Reine,23.72
Iofi,Reine,24.68
Kaela,Reine,11
Kobo,Reine,9.18
Moona,Reine,19.72
Ollie,Reine,19.32
Risu,Reine,23.82
Zeta,Reine,19.75
Anya,Risu,12.96
Iofi,Risu,19.73
Kaela,Risu,6.56
Kobo,Risu,5.4
Moona,Risu,13.35
Ollie,Risu,8.7
Reine,Risu,12.66
Zeta,Risu,9
Anya,Zeta,18.17
Iofi,Zeta,14.56
Kaela,Zeta,9
Kobo,Zeta,8.19
Moona,Zeta,14.66
Ollie,Zeta,11.64
Reine,Zeta,16.04
Risu,Zeta,13.76
