from,to,value
Aki,Aki,
Ao,Aki,4.42
Aqua,Aki,2.73
Ayame,Aki,3.3
AZki,Aki,4.78
Botan,Aki,5.94
Chloe,Aki,4.13
Choco,Aki,15.06
Flare,Aki,7.39
Fubuki,Aki,3.75
Haato,Aki,8.19
Hajime,Aki,3.86
Iroha,Aki,3.67
Kanade,Aki,2.95
Kanata,Aki,4.39
Korone,Aki,3.92
Koyori,Aki,3.22
Lamy,Aki,4.17
Laplus,Aki,3.57
Lui,Aki,7.18
Luna,Aki,6.2
Marine,Aki,3.04
Matsuri,Aki,8.06
Miko,Aki,2.98
Mio,Aki,4.87
Nene,Aki,5.21
Noel,Aki,5.02
Okayu,Aki,3.03
Pekora,Aki,3.23
Polka,Aki,5.14
Raden,Aki,4.36
Ririka,Aki,4.57
Roboco,Aki,11.5
Sora,Aki,6.84
Subaru,Aki,3.75
Suisei,Aki,2.89
Towa,Aki,5.68
Watame,Aki,4.5
Aki,Ao,3.28
Aqua,Ao,2.06
Ayame,Ao,1.25
AZki,Ao,2.79
Botan,Ao,3.18
Chloe,Ao,3.42
Choco,Ao,6.36
Flare,Ao,3.55
Fubuki,Ao,2.77
Haato,Ao,5.31
Hajime,Ao,12.19
Iroha,Ao,3.89
Kanade,Ao,8.07
Kanata,Ao,2.83
Korone,Ao,2.34
Koyori,Ao,2.83
Lamy,Ao,2.53
Laplus,Ao,4.19
Lui,Ao,7.05
Luna,Ao,3.56
Marine,Ao,3.19
Matsuri,Ao,3.83
Miko,Ao,2.5
Mio,Ao,3.03
Nene,Ao,4.95
Noel,Ao,3.93
Okayu,Ao,3.18
Pekora,Ao,2.28
Polka,Ao,4.7
Raden,Ao,7.44
Ririka,Ao,9
Roboco,Ao,5.63
Sora,Ao,3.87
Subaru,Ao,3.3
Suisei,Ao,2.45
Towa,Ao,2.06
Watame,Ao,2.82
Aki,Aqua,6.82
Ao,Aqua,6.91
Ayame,Aqua,11.56
AZki,Aqua,9.16
Botan,Aqua,6.53
Chloe,Aqua,12.75
Choco,Aqua,10.28
Flare,Aqua,8.87
Fubuki,Aqua,9.57
Haato,Aqua,9.83
Hajime,Aqua,7.85
Iroha,Aqua,9.38
Kanade,Aqua,10.98
Kanata,Aqua,11.44
Korone,Aqua,8.42
Koyori,Aqua,10.26
Lamy,Aqua,11.46
Laplus,Aqua,8.73
Lui,Aqua,6.71
Luna,Aqua,8.63
Marine,Aqua,9.64
Matsuri,Aqua,11.79
Miko,Aqua,8.65
Mio,Aqua,8.51
Nene,Aqua,11.09
Noel,Aqua,8.79
Okayu,Aqua,7.69
Pekora,Aqua,11.96
Polka,Aqua,7.44
Raden,Aqua,5.11
Ririka,Aqua,8.01
Roboco,Aqua,7.86
Sora,Aqua,8.68
Subaru,Aqua,7.64
Suisei,Aqua,9.94
Towa,Aqua,11.47
Watame,Aqua,6.52
Aki,Ayame,4.34
Ao,Ayame,2.21
Aqua,Ayame,6.08
AZki,Ayame,4.66
Botan,Ayame,4.19
Chloe,Ayame,6.47
Choco,Ayame,5.88
Flare,Ayame,4.99
Fubuki,Ayame,5.62
Haato,Ayame,4.98
Hajime,Ayame,3.95
Iroha,Ayame,6.03
Kanade,Ayame,3.67
Kanata,Ayame,3.95
Korone,Ayame,2.96
Koyori,Ayame,3.35
Lamy,Ayame,5.07
Laplus,Ayame,6.2
Lui,Ayame,3.46
Luna,Ayame,2.64
Marine,Ayame,2.51
Matsuri,Ayame,5.75
Miko,Ayame,2.43
Mio,Ayame,6.32
Nene,Ayame,4.21
Noel,Ayame,3.03
Okayu,Ayame,3.57
Pekora,Ayame,2.44
Polka,Ayame,3.69
Raden,Ayame,2.97
Ririka,Ayame,3.34
Roboco,Ayame,6.57
Sora,Ayame,4.07
Subaru,Ayame,2.88
Suisei,Ayame,4.66
Towa,Ayame,6.54
Watame,Ayame,2.71
Aki,AZki,15.02
Ao,AZki,11.82
Aqua,AZki,11.53
Ayame,AZki,11.16
Botan,AZki,12.93
Chloe,AZki,20.87
Choco,AZki,24.48
Flare,AZki,18.72
Fubuki,AZki,14.73
Haato,AZki,18.28
Hajime,AZki,14.09
Iroha,AZki,22.69
Kanade,AZki,14.91
Kanata,AZki,18.25
Korone,AZki,9.84
Koyori,AZki,16.08
Lamy,AZki,15.74
Laplus,AZki,11.16
Lui,AZki,16.7
Luna,AZki,14.05
Marine,AZki,11.45
Matsuri,AZki,18.04
Miko,AZki,10.38
Mio,AZki,18.56
Nene,AZki,17.05
Noel,AZki,14.14
Okayu,AZki,10.78
Pekora,AZki,8.69
Polka,AZki,15.36
Raden,AZki,13.68
Ririka,AZki,17.56
Roboco,AZki,21.83
Sora,AZki,32.13
Subaru,AZki,11.46
Suisei,AZki,15.51
Towa,AZki,12.67
Watame,AZki,13.81
Aki,Botan,6.82
Ao,Botan,4.91
Aqua,Botan,3.01
Ayame,Botan,3.66
AZki,Botan,4.73
Chloe,Botan,5.4
Choco,Botan,11.14
Flare,Botan,8.83
Fubuki,Botan,5.19
Haato,Botan,6.23
Hajime,Botan,5.12
Iroha,Botan,5.74
Kanade,Botan,2.92
Kanata,Botan,4.54
Korone,Botan,4.72
Koyori,Botan,4.94
Lamy,Botan,8.36
Laplus,Botan,5.43
Lui,Botan,9.87
Luna,Botan,4.97
Marine,Botan,3.75
Matsuri,Botan,6.45
Miko,Botan,2.76
Mio,Botan,7.46
Nene,Botan,9.23
Noel,Botan,5.27
Okayu,Botan,5.26
Pekora,Botan,2.89
Polka,Botan,10.38
Raden,Botan,5.67
Ririka,Botan,4.89
Roboco,Botan,7.04
Sora,Botan,6.21
Subaru,Botan,4.97
Suisei,Botan,4.66
Towa,Botan,7.47
Watame,Botan,5.22
Aki,Chloe,6.5
Ao,Chloe,7.26
Aqua,Chloe,8.05
