from,to,value
Anya,Anya,
Iofi,Anya,22.29
Kaela,Anya,5.33
Kobo,Anya,3.73
Moona,Anya,10.78
Ollie,Anya,13.12
Reine,Anya,15.05
Risu,Anya,9.49
Zeta,Anya,11.44
Anya,Iofi,16.51
Kaela,Iofi,4.67
Kobo,Iofi,4.81
Moona,Iofi,14.37
Ollie,Iofi,12.61
Reine,Iofi,9.28
Risu,Iofi,14.38
Zeta,Iofi,9.3
Anya,Kaela,24.21
Iofi,Kaela,28.66
Kobo,Kaela,15.58
Moona,Kaela,24.53
Ollie,Kaela,25.61
Reine,Kaela,21.34
Risu,Kaela,23.87
Zeta,Kaela,25.02
Anya,Kobo,8.18
Iofi,Kobo,14.23
Kaela,Kobo,7.5
Moona,Kobo,12.66
Ollie,Kobo,11.34
Reine,Kobo,8.14
Risu,Kobo,10.71
Zeta,Kobo,13.12
Anya,Moona,10.85
Iofi,Moona,19.53
Kaela,Moona,5.43
Kobo,Moona,5.81
Ollie,Moona,10.96
Reine,Moona,10.1
Risu,Moona,13.25
Zeta,Moona,9.3
Anya,Ollie,16.19
Iofi,Ollie,21.02
Kaela,Ollie,6.95
Kobo,Ollie,6.39
Moona,Ollie,13.44
Reine,Ollie,14.12
Risu,Ollie,14.0
Zeta,Ollie,10.7
Anya,Reine,22.96
Iofi,Reine,19.11
Kaela,Reine,7.16
Kobo,Reine,5.67
Moona,Reine,15.31
Ollie,Reine,17.45
Risu,Reine,12.03
Zeta,Reine,13.4
Anya,Risu,15.88
Iofi,Risu,32.48
Kaela,Risu,8.78
Kobo,Risu,8.18
Moona,Risu,22.03
Ollie,Risu,18.98
Reine,Risu,13.2
Zeta,Risu,12.93
Anya,Zeta,19.34
Iofi,Zeta,21.23
Kaela,Zeta,9.3
Kobo,Zeta,10.12
Moona,Zeta,15.62
Ollie,Zeta,14.65
Reine,Zeta,14.85
Risu,Zeta,13.06
