from,to,value
Aki,Aki,
Ao,Aki,17.48
Aqua,Aki,13.96
Ayame,Aki,19.99
AZki,Aki,14.8
Botan,Aki,20.69
Chloe,Aki,13.8
Choco,Aki,33.43
Flare,Aki,18.03
Fubuki,Aki,13.67
Haato,Aki,18.4
Hajime,Aki,15.66
Iroha,Aki,15.19
Kanade,Aki,11.75
Kanata,Aki,15.65
Korone,Aki,13.34
Koyori,Aki,14.29
Lamy,Aki,15.16
Laplus,Aki,17.75
Lui,Aki,14.88
Luna,Aki,17.93
Marine,Aki,12.97
Matsuri,Aki,20.1
Miko,Aki,9.84
Mio,Aki,17.51
Nene,Aki,16.61
Noel,Aki,13.33
Okayu,Aki,11.94
Pekora,Aki,8.13
Polka,Aki,13.74
Raden,Aki,14.38
Ririka,Aki,14.22
Roboco,Aki,22.51
Shion,Aki,17.51
Sora,Aki,17.61
Subaru,Aki,12.64
Towa,Aki,23.06
Watame,Aki,14.57
Aki,Ao,26.08
Aqua,Ao,19.51
Ayame,Ao,19.05
AZki,Ao,20.01
Botan,Ao,21.51
Chloe,Ao,21.66
Choco,Ao,36.57
Flare,Ao,24.51
Fubuki,Ao,20.82
Haato,Ao,22.89
Hajime,Ao,32.83
Iroha,Ao,25.84
Kanade,Ao,26.82
Kanata,Ao,23.79
Korone,Ao,19.58
Koyori,Ao,22.76
Lamy,Ao,22.69
Laplus,Ao,31.65
Lui,Ao,24.05
Luna,Ao,22.56
Marine,Ao,25.63
Matsuri,Ao,29.21
Miko,Ao,16.58
Mio,Ao,26.17
Nene,Ao,24.56
Noel,Ao,21.34
Okayu,Ao,19.43
Pekora,Ao,12.77
Polka,Ao,22.15
Raden,Ao,28.55
Ririka,Ao,27.72
Roboco,Ao,28.04
Shion,Ao,25.62
Sora,Ao,21.59
Subaru,Ao,20.79
Towa,Ao,20.58
Watame,Ao,20.47
Aki,Aqua,24.93
Ao,Aqua,23.35
Ayame,Aqua,25.43
AZki,Aqua,22.61
Botan,Aqua,20.5
Chloe,Aqua,27.48
Choco,Aqua,35.73
Flare,Aqua,25.63
Fubuki,Aqua,22.12
Haato,Aqua,25.07
Hajime,Aqua,25.65
Iroha,Aqua,24.6
Kanade,Aqua,22.67
Kanata,Aqua,29.09
Korone,Aqua,22.94
Koyori,Aqua,25.37
Lamy,Aqua,28.81
Laplus,Aqua,29.38
Lui,Aqua,21.01
Luna,Aqua,27.27
Marine,Aqua,25.61
Matsuri,Aqua,33.59
Miko,Aqua,18.59
Mio,Aqua,25.6
Nene,Aqua,27.31
Noel,Aqua,23.95
Okayu,Aqua,21.03
Pekora,Aqua,16.18
Polka,Aqua,20.99
Raden,Aqua,19.65
Ririka,Aqua,23.77
Roboco,Aqua,28.88
Shion,Aqua,42.27
Sora,Aqua,23.96
Subaru,Aqua,21.3
Towa,Aqua,25.44
Watame,Aqua,21.99
Aki,Ayame,25.93
Ao,Ayame,16.57
Aqua,Ayame,18.48
AZki,Ayame,15.98
Botan,Ayame,17.29
Chloe,Ayame,19.12
