from,to,value
Baelz,Baelz,
Bijou,Baelz,11.13
Calli,Baelz,12.29
Fauna,Baelz,11.6
FuwaMoco,Baelz,8.44
Gura,Baelz,8.99
IRyS,Baelz,18.12
Ina,Baelz,11.18
Kiara,Baelz,14.6
Kronii,Baelz,16.44
Mumei,Baelz,18.11
Nerissa,Baelz,11.69
Shiori,Baelz,12.99
Baelz,Bijou,25.27
Calli,Bijou,17.55
Fauna,Bijou,23.22
FuwaMoco,Bijou,18.38
Gura,Bijou,17.51
IRyS,Bijou,22.39
Ina,Bijou,20.31
Kiara,Bijou,20.65
Kronii,Bijou,21.91
Mumei,Bijou,26.02
Nerissa,Bijou,23.5
Shiori,Bijou,27.04
Baelz,Calli,29.75
Bijou,Calli,18.71
Fauna,Calli,18.1
FuwaMoco,Calli,13.67
Gura,Calli,15.67
IRyS,Calli,23.95
Ina,Calli,17.65
Kiara,Calli,32.13
Kronii,Calli,27.73
Mumei,Calli,23.03
Nerissa,Calli,24.17
Shiori,Calli,25.98
Baelz,Fauna,22.54
Bijou,Fauna,19.87
Calli,Fauna,14.53
FuwaMoco,Fauna,12.52
Gura,Fauna,16.4
IRyS,Fauna,19.89
Ina,Fauna,18.26
Kiara,Fauna,20.58
Kronii,Fauna,21.84
Mumei,Fauna,26.83
Nerissa,Fauna,20.53
Shiori,Fauna,23.15
Baelz,FuwaMoco,18.95
Bijou,FuwaMoco,18.17
Calli,FuwaMoco,12.68
Fauna,FuwaMoco,14.46
Gura,FuwaMoco,14.1
IRyS,FuwaMoco,16.35
Ina,FuwaMoco,12.76
Kiara,FuwaMoco,15.37
Kronii,FuwaMoco,13.26
Mumei,FuwaMoco,16.62
Nerissa,FuwaMoco,16.75
Shiori,FuwaMoco,17.67
Baelz,Gura,14.57
Bijou,Gura,12.5
Calli,Gura,10.5
Fauna,Gura,13.68
FuwaMoco,Gura,10.19
IRyS,Gura,12.55
Ina,Gura,13.68
Kiara,Gura,12.64
Kronii,Gura,12.51
Mumei,Gura,17.13
Nerissa,Gura,10.34
Shiori,Gura,11.02
Baelz,IRyS,29
Bijou,IRyS,15.78
Calli,IRyS,15.84
Fauna,IRyS,16.38
FuwaMoco,IRyS,11.66
Gura,IRyS,12.39
Ina,IRyS,14.75
Kiara,IRyS,17.57
Kronii,IRyS,22.04
Mumei,IRyS,21.07
Nerissa,IRyS,15.65
Shiori,IRyS,17.53
Baelz,Ina,17.26
Bijou,Ina,13.81
Calli,Ina,11.26
Fauna,Ina,14.51
FuwaMoco,Ina,8.78
Gura,Ina,13.03
IRyS,Ina,14.23
Kiara,Ina,16.66
Kronii,Ina,14.05
Mumei,Ina,14.96
Nerissa,Ina,11.27
Shiori,Ina,12.99
Baelz,Kiara,19.66
Bijou,Kiara,12.25
Calli,Kiara,17.88
Fauna,Kiara,14.26
FuwaMoco,Kiara,9.22
Gura,Kiara,10.5
IRyS,Kiara,14.79
Ina,Kiara,14.53
Kronii,Kiara,16.7
Mumei,Kiara,15.3
Nerissa,Kiara,18.02
Shiori,Kiara,18.11
Baelz,Kronii,23.67
Bijou,Kronii,13.89
Calli,Kronii,16.5
Fauna,Kronii,16.18
FuwaMoco,Kronii,8.51
Gura,Kronii,11.11
IRyS,Kronii,19.83
Ina,Kronii,13.1
Kiara,Kronii,17.85
Mumei,Kronii,22.35
Nerissa,Kronii,19.23
Shiori,Kronii,20.38
Baelz,Mumei,25.18
Bijou,Mumei,15.93
Calli,Mumei,13.23
Fauna,Mumei,19.19
FuwaMoco,Mumei,10.29
Gura,Mumei,14.68
IRyS,Mumei,18.3
Ina,Mumei,13.47
Kiara,Mumei,15.79
Kronii,Mumei,21.58
Nerissa,Mumei,15.17
Shiori,Mumei,17.56
Baelz,Nerissa,19.52
Bijou,Nerissa,17.28
Calli,Nerissa,16.68
Fauna,Nerissa,17.64
FuwaMoco,Nerissa,12.46
Gura,Nerissa,10.64
IRyS,Nerissa,16.32
Ina,Nerissa,12.18
Kiara,Nerissa,22.33
Kronii,Nerissa,22.3
Mumei,Nerissa,18.22
Shiori,Nerissa,27.25
Baelz,Shiori,20.79
Bijou,Shiori,19.06
Calli,Shiori,17.18
Fauna,Shiori,19.07
FuwaMoco,Shiori,12.6
Gura,Shiori,10.88
IRyS,Shiori,17.53
Ina,Shiori,13.47
Kiara,Shiori,21.53
Kronii,Shiori,22.66
Mumei,Shiori,20.22
Nerissa,Shiori,26.12
