from,to,value
Aki,Aki,
Ao,Aki,2.61
Ayame,Aki,2.64
AZki,Aki,5.2
Botan,Aki,6
Chloe,Aki,3.03
Choco,Aki,16.19
Flare,Aki,6.71
Fubuki,Aki,3.61
Haato,Aki,8.42
Hajime,Aki,2.89
Iroha,Aki,3.85
Kanade,Aki,2.26
Kanata,Aki,3.93
Korone,Aki,3.53
Koyori,Aki,3.47
Lamy,Aki,4.22
Laplus,Aki,4
Lui,Aki,7.3
Luna,Aki,4.92
Marine,Aki,3.05
Matsuri,Aki,9.23
Miko,Aki,2.89
Mio,Aki,4.98
Nene,Aki,5.24
Noel,Aki,4.8
Okayu,Aki,3.05
Pekora,Aki,2.79
Polka,Aki,4.94
Raden,Aki,3.37
Ririka,Aki,4.87
Roboco,Aki,11.45
Shion,Aki,3.51
Sora,Aki,7.63
Subaru,Aki,3.36
Suisei,Aki,2.65
Towa,Aki,4.9
Watame,Aki,4.15
Aki,Ao,2.16
Ayame,Ao,1.57
AZki,Ao,2.32
Botan,Ao,2.73
Chloe,Ao,2.28
Choco,Ao,4.84
Flare,Ao,2.61
Fubuki,Ao,1.89
Haato,Ao,3.83
Hajime,Ao,8.02
Iroha,Ao,3.5
Kanade,Ao,6.86
Kanata,Ao,2.36
Korone,Ao,1.42
Koyori,Ao,2.27
Lamy,Ao,2.4
Laplus,Ao,3.32
Lui,Ao,5.33
Luna,Ao,2.47
Marine,Ao,2.98
Matsuri,Ao,4.4
Miko,Ao,2.09
Mio,Ao,2.49
Nene,Ao,3.11
Noel,Ao,3.28
Okayu,Ao,2.31
Pekora,Ao,1.99
Polka,Ao,3.23
Raden,Ao,5.95
Ririka,Ao,8.02
Roboco,Ao,3.86
Shion,Ao,2
Sora,Ao,2.66
Subaru,Ao,3.16
Suisei,Ao,1.99
Towa,Ao,1.76
Watame,Ao,2.1
Aki,Ayame,1.99
Ao,Ayame,1.43
AZki,Ayame,2.35
Botan,Ayame,2.06
Chloe,Ayame,3.03
Choco,Ayame,3.67
Flare,Ayame,2.52
Fubuki,Ayame,3.12
Haato,Ayame,2.51
Hajime,Ayame,2.24
Iroha,Ayame,3.05
Kanade,Ayame,2.04
Kanata,Ayame,2.26
Korone,Ayame,1.78
Koyori,Ayame,1.92
Lamy,Ayame,2.58
Laplus,Ayame,3.66
Lui,Ayame,1.94
Luna,Ayame,1.35
Marine,Ayame,1.55
Matsuri,Ayame,3.37
Miko,Ayame,1.44
Mio,Ayame,4.02
Nene,Ayame,2.06
Noel,Ayame,1.63
Okayu,Ayame,2.01
Pekora,Ayame,1.68
Polka,Ayame,1.74
Raden,Ayame,1.45
Ririka,Ayame,1.79
Roboco,Ayame,3.99
Shion,Ayame,6.29
Sora,Ayame,2.19
Subaru,Ayame,1.86
Suisei,Ayame,2.57
Towa,Ayame,4.29
Watame,Ayame,1.59
Aki,AZki,15.36
Ao,AZki,8.28
Ayame,AZki,9.22
Botan,AZki,10.7
Chloe,AZki,13.85
Choco,AZki,21.7
Flare,AZki,14.4
Fubuki,AZki,11.77
Haato,AZki,12.67
Hajime,AZki,8.48
Iroha,AZki,17.45
Kanade,AZki,10.09
Kanata,AZki,16.07
Korone,AZki,8.71
Koyori,AZki,18.33
Lamy,AZki,15.23
Laplus,AZki,8.77
Lui,AZki,14.27
Luna,AZki,9.89
Marine,AZki,9.73
Matsuri,AZki,16.78
Miko,AZki,8.84
Mio,AZki,16.38
Nene,AZki,12.28
Noel,AZki,13.15
Okayu,AZki,8.72
Pekora,AZki,10.32
Polka,AZki,12.02
Raden,AZki,9.48
Ririka,AZki,20.76
Roboco,AZki,18.24
Shion,AZki,12.05
Sora,AZki,25.84
Subaru,AZki,10.73
Suisei,AZki,10.94
Towa,AZki,11.76
Watame,AZki,10.05
Aki,Botan,7.22
Ao,Botan,3.98
Ayame,Botan,3.29
AZki,Botan,4.36
Chloe,Botan,3.88
Choco,Botan,10.52
Flare,Botan,7.6
Fubuki,Botan,4.38
Haato,Botan,4.94
Hajime,Botan,3.27
Iroha,Botan,4.67
Kanade,Botan,2.8
Kanata,Botan,4.36
Korone,Botan,4.21
Koyori,Botan,4.04
Lamy,Botan,8.23
Laplus,Botan,5.45
Lui,Botan,8.15
Luna,Botan,3.33
Marine,Botan,3.59
Matsuri,Botan,6.67
Miko,Botan,2.71
Mio,Botan,7.13
Nene,Botan,8.12
Noel,Botan,4.05
Okayu,Botan,4.38
Pekora,Botan,2.63
Polka,Botan,8.55
Raden,Botan,4.37
Ririka,Botan,4.37
Roboco,Botan,6.39
Shion,Botan,3.51
Sora,Botan,4.67
Subaru,Botan,4.45
Suisei,Botan,3.53
Towa,Botan,6.74
Watame,Botan,4.14
Aki,Chloe,7.87
Ao,Chloe,7.17
Ayame,Chloe,10.44
AZki,Chloe,12.17
Botan,Chloe,8.37
Choco,Chloe,18.53
Flare,Chloe,11.6
Fubuki,Chloe,8.9
Haato,Chloe,10.86
Hajime,Chloe,11.18
Iroha,Chloe,16.37
Kanade,Chloe,10.67
Kanata,Chloe,14.63
Korone,Chloe,7.64
Koyori,Chloe,15.29
Lamy,Chloe,15.05
Laplus,Chloe,18.06
Lui,Chloe,13.99
Luna,Chloe,8.66
Marine,Chloe,9.51
Matsuri,Chloe,16.41
Miko,Chloe,6.96
Mio,Chloe,10.58
Nene,Chloe,11.67
Noel,Chloe,11.17
Okayu,Chloe,8.78
Pekora,Chloe,7.97
Polka,Chloe,9.2
Raden,Chloe,8.3
Ririka,Chloe,13.92
Roboco,Chloe,12.65
Shion,Chloe,14.95
Sora,Chloe,9.6
Subaru,Chloe,7.51
Suisei,Chloe,8.57
Towa,Chloe,11.11
Watame,Chloe,7.37
Aki,Choco,5.23
Ao,Choco,1.89
Ayame,Choco,1.57
AZki,Choco,2.37
Botan,Choco,2.82
Chloe,Choco,2.31
Flare,Choco,6.24
Fubuki,Choco,1.96
Haato,Choco,4.24
Hajime,Choco,1.63
Iroha,Choco,2.19
Kanade,Choco,1.43
Kanata,Choco,1.72
Korone,Choco,1.33
Koyori,Choco,2.13
Lamy,Choco,2.58
Laplus,Choco,2.3
Lui,Choco,3.46
Luna,Choco,2.41
Marine,Choco,2.04
Matsuri,Choco,4.32
Miko,Choco,1.07
Mio,Choco,3.06
Nene,Choco,2.36
Noel,Choco,3.58
Okayu,Choco,2.09
Pekora,Choco,1.17
Polka,Choco,2.82
Raden,Choco,1.77
Ririka,Choco,3.15
Roboco,Choco,7.59
Shion,Choco,2.08
Sora,Choco,4.46
