from,to,value
Aki,Aki,
Amelia,Aki,3.65
Anya,Aki,10.79
Aqua,Aki,9.32
Aruran,Aki,8.37
Astel,Aki,6.55
Ayame,Aki,8.23
AZki,Aki,27
Baelz,Aki,5.43
Botan,Aki,9.52
Calli,Aki,3.3
Chloe,Aki,4.25
Choco,Aki,17.6
Fauna,Aki,5.33
Flare,Aki,9.62
Fubuki,Aki,4.51
Gura,Aki,2.33
Haato,Aki,8.82
Ina,Aki,3.97
Iofi,Aki,6.84
Iroha,Aki,5.55
IRyS,Aki,6.17
Izuru,Aki,5.07
Kanata,Aki,8.59
Kiara,Aki,4.91
Korone,Aki,9.51
Koyori,Aki,5.86
Kronii,Aki,3.44
Lamy,Aki,8.35
Laplus,Aki,4.1
Lui,Aki,6.72
Luna,Aki,13.4
Marine,Aki,6.72
Matsuri,Aki,12.44
Mel,Aki,22.12
Miko,Aki,8.01
Mio,Aki,13.58
Miyabi,Aki,4.72
Moona,Aki,5.76
Mumei,Aki,3.78
Nene,Aki,9.92
Noel,Aki,9.82
Oga,Aki,9.04
Okayu,Aki,7.98
Ollie,Aki,4.01
Pekora,Aki,4.98
Polka,Aki,11.75
Reine,Aki,5.92
Rikka,Aki,7.55
Risu,Aki,5.54
Roberu,Aki,7.55
Roboco,Aki,21.84
Rushia,Aki,7.54
Sana,Aki,7.21
Shien,Aki,4.89
Shion,Aki,10.25
Sora,Aki,14.45
Subaru,Aki,7.98
Suisei,Aki,8.69
Temma,Aki,6.11
Towa,Aki,11.37
Watame,Aki,9.92
Aki,Amelia,20.52
Anya,Amelia,26.03
Aqua,Amelia,9.9
Aruran,Amelia,12.98
Astel,Amelia,13.46
Ayame,Amelia,9.35
AZki,Amelia,21.62
Baelz,Amelia,34.45
Botan,Amelia,12.69
Calli,Amelia,26.44
Chloe,Amelia,9.42
Choco,Amelia,14.22
Fauna,Amelia,41.33
Flare,Amelia,8.64
Fubuki,Amelia,7.58
Gura,Amelia,25.75
Haato,Amelia,20.63
Ina,Amelia,36.78
Iofi,Amelia,14.33
Iroha,Amelia,9.4
IRyS,Amelia,37.84
Izuru,Amelia,8.53
Kanata,Amelia,8.36
Kiara,Amelia,34.84
Korone,Amelia,13.16
Koyori,Amelia,8.23
Kronii,Amelia,31.84
Lamy,Amelia,7.12
Laplus,Amelia,7.3
Lui,Amelia,11.85
Luna,Amelia,12.65
Marine,Amelia,8.61
Matsuri,Amelia,11.01
Mel,Amelia,17.76
Miko,Amelia,8.88
Mio,Amelia,9.62
Miyabi,Amelia,7.83
Moona,Amelia,16.06
Mumei,Amelia,36.7
Nene,Amelia,13.03
Noel,Amelia,8.43
Oga,Amelia,11.74
Okayu,Amelia,7.33
Ollie,Amelia,23.36
Pekora,Amelia,7.8
Polka,Amelia,13.13
Reine,Amelia,25.91
Rikka,Amelia,11.78
Risu,Amelia,21.85
Roberu,Amelia,9.7
Roboco,Amelia,20.09
Rushia,Amelia,8.83
Sana,Amelia,45.13
Shien,Amelia,8.11
Shion,Amelia,10.12
Sora,Amelia,22.24
Subaru,Amelia,7.92
Suisei,Amelia,10.46
Temma,Amelia,10.67
Towa,Amelia,13.22
Watame,Amelia,11.76
Aki,Anya,10.02
Amelia,Anya,4.3
Aqua,Anya,3.77
Aruran,Anya,7.85
Astel,Anya,7.72
Ayame,Anya,3.47
AZki,Anya,11.97
Baelz,Anya,6.02
Botan,Anya,4.45
Calli,Anya,3.57
Chloe,Anya,2.44
Choco,Anya,8.07
Fauna,Anya,6.42
Flare,Anya,3.98
Fubuki,Anya,2.34
Gura,Anya,2.73
Haato,Anya,5.35
Ina,Anya,5.06
Iofi,Anya,22.2
Iroha,Anya,2.87
IRyS,Anya,7.15
Izuru,Anya,5.31
Kanata,Anya,3.41
Kiara,Anya,5.27
Korone,Anya,3.93
Koyori,Anya,2.92
Kronii,Anya,5.01
Lamy,Anya,3.41
Laplus,Anya,2.24
Lui,Anya,3.72
Luna,Anya,6.77
Marine,Anya,2.75
Matsuri,Anya,4.94
Mel,Anya,8.79
Miko,Anya,3.13
Mio,Anya,4.33
Miyabi,Anya,5.18
Moona,Anya,14.43
Mumei,Anya,4.7
Nene,Anya,4.48
Noel,Anya,3.26
Oga,Anya,8.83
Okayu,Anya,2.99
Ollie,Anya,10.8
Pekora,Anya,2.38
Polka,Anya,5.25
Reine,Anya,17.78
Rikka,Anya,6.37
Risu,Anya,20.77
Roberu,Anya,5.99
Roboco,Anya,8.65
Rushia,Anya,3.1
Sana,Anya,9.05
Shien,Anya,4.93
Shion,Anya,4.13
Sora,Anya,8.66
Subaru,Anya,3.12
Suisei,Anya,3.82
Temma,Anya,6.84
Towa,Anya,5.34
Watame,Anya,4.16
Aki,Aqua,21.68
Amelia,Aqua,4.09
Anya,Aqua,9.43
Aruran,Aqua,8.74
Astel,Aqua,8.69
Ayame,Aqua,19.21
AZki,Aqua,24.35
Baelz,Aqua,6.83
Botan,Aqua,15.98
Calli,Aqua,3.93
Chloe,Aqua,10.46
Choco,Aqua,24.07
Fauna,Aqua,4.87
Flare,Aqua,16.39
Fubuki,Aqua,9.15
Gura,Aqua,3.26
Haato,Aqua,12.3
Ina,Aqua,4.27
Iofi,Aqua,6.69
Iroha,Aqua,12.47
IRyS,Aqua,6.66
Izuru,Aqua,7.97
Kanata,Aqua,17.78
Kiara,Aqua,4.97
Korone,Aqua,17.66
Koyori,Aqua,13.96
Kronii,Aqua,4.02
Lamy,Aqua,17.28
Laplus,Aqua,10.94
Lui,Aqua,12.23
Luna,Aqua,19.09
Marine,Aqua,15.32
Matsuri,Aqua,21.45
Mel,Aqua,24.79
Miko,Aqua,17.67
Mio,Aqua,23.62
Miyabi,Aqua,7.6
Moona,Aqua,6.65
Mumei,Aqua,4.73
Nene,Aqua,18.81
Noel,Aqua,17.61
Oga,Aqua,11.95
Okayu,Aqua,18.38
Ollie,Aqua,4.44
Pekora,Aqua,11.55
Polka,Aqua,18.17
Reine,Aqua,5.17
Rikka,Aqua,9.82
Risu,Aqua,4.58
Roberu,Aqua,11.33
Roboco,Aqua,19.99
Rushia,Aqua,17.15
Sana,Aqua,5.45
Shien,Aqua,7.19
Shion,Aqua,27.24
Sora,Aqua,16.6
Subaru,Aqua,16.86
Suisei,Aqua,18.67
Temma,Aqua,7.91
Towa,Aqua,20.79
Watame,Aqua,15.26
Aki,Aruran,6.35
Amelia,Aruran,1.75
Anya,Aruran,6.41
Aqua,Aruran,2.85
Astel,Aruran,24.27
Ayame,Aruran,2.43
AZki,Aruran,6.39
Baelz,Aruran,2.39
Botan,Aruran,3.3
Calli,Aruran,1.52
Chloe,Aruran,1.65
Choco,Aruran,5.63
Fauna,Aruran,2.27
Flare,Aruran,3.34
Fubuki,Aruran,1.83
Gura,Aruran,1.09
Haato,Aruran,2.73
Ina,Aruran,1.89
Iofi,Aruran,4.51
Iroha,Aruran,2.35
IRyS,Aruran,2.66
Izuru,Aruran,39.37
Kanata,Aruran,2.91
Kiara,Aruran,2.1
Korone,Aruran,2.95
Koyori,Aruran,2.31
Kronii,Aruran,1.66
Lamy,Aruran,2.79
Laplus,Aruran,1.77
Lui,Aruran,2.67
Luna,Aruran,4.1
Marine,Aruran,2.46
Matsuri,Aruran,3.83
Mel,Aruran,4.62
Miko,Aruran,2.49
Mio,Aruran,3.86
Miyabi,Aruran,47.87
Moona,Aruran,3.07
Mumei,Aruran,1.75
Nene,Aruran,3.04
Noel,Aruran,2.89
Oga,Aruran,35.24
Okayu,Aruran,3.02
Ollie,Aruran,3.04
Pekora,Aruran,1.84
Polka,Aruran,3.98
Reine,Aruran,3.53
Rikka,Aruran,38.06
Risu,Aruran,3.6
Roberu,Aruran,29.5
Roboco,Aruran,5.59
Rushia,Aruran,2.39
Sana,Aruran,3.23
