from,to,value
Amelia,Amelia,
Baelz,Amelia,32.84
Calli,Amelia,24.98
Fauna,Amelia,34.09
Gura,Amelia,25.09
Ina,Amelia,35.74
IRyS,Amelia,36.24
Kiara,Amelia,28.76
Kronii,Amelia,34.03
Mumei,Amelia,30.74
Sana,Amelia,42.42
Amelia,Baelz,20.73
Calli,Baelz,16.82
Fauna,Baelz,27.65
Gura,Baelz,16.46
Ina,Baelz,22.71
IRyS,Baelz,29
Kiara,Baelz,22.57
Kronii,Baelz,29.68
Mumei,Baelz,25.41
Sana,Baelz,40.2
Amelia,Calli,36.95
Baelz,Calli,39.41
Fauna,Calli,38.52
Gura,Calli,27.12
Ina,Calli,41.62
IRyS,Calli,45.67
Kiara,Calli,36.16
Kronii,Calli,42.16
Mumei,Calli,35.39
Sana,Calli,51.24
Amelia,Fauna,28.98
Baelz,Fauna,37.24
Calli,Fauna,22.14
Gura,Fauna,22.02
Ina,Fauna,34.19
IRyS,Fauna,36.5
Kiara,Fauna,27.78
Kronii,Fauna,36.89
Mumei,Fauna,33.19
Sana,Fauna,52.21
Amelia,Gura,35.74
Baelz,Gura,37.14
Calli,Gura,26.12
Fauna,Gura,36.89
Ina,Gura,34.62
IRyS,Gura,35.71
Kiara,Gura,28.24
Kronii,Gura,37.13
Mumei,Gura,35.64
Sana,Gura,43.94
Amelia,Ina,26.23
Baelz,Ina,26.4
Calli,Ina,20.66
Fauna,Ina,29.52
Gura,Ina,17.84
IRyS,Ina,30.1
Kiara,Ina,22.69
Kronii,Ina,28.4
Mumei,Ina,23.68
Sana,Ina,37.45
Amelia,IRyS,28.66
Baelz,IRyS,36.33
Calli,IRyS,24.41
Fauna,IRyS,33.95
Gura,IRyS,19.82
Ina,IRyS,32.43
Kiara,IRyS,24.83
Kronii,IRyS,38.49
Mumei,IRyS,29.97
Sana,IRyS,46.9
Amelia,Kiara,29.71
Baelz,Kiara,36.93
Calli,Kiara,25.26
Fauna,Kiara,33.75
Gura,Kiara,20.48
Ina,Kiara,31.94
IRyS,Kiara,32.44
Kronii,Kiara,32.83
Mumei,Kiara,29.78
Sana,Kiara,46.08
Amelia,Kronii,24.75
Baelz,Kronii,34.21
Calli,Kronii,20.74
Fauna,Kronii,31.57
Gura,Kronii,18.96
Ina,Kronii,28.15
IRyS,Kronii,35.41
Kiara,Kronii,23.12
Mumei,Kronii,29.62
Sana,Kronii,44.62
Amelia,Mumei,35.03
Baelz,Mumei,45.86
Calli,Mumei,27.26
Fauna,Mumei,44.48
Gura,Mumei,28.5
Ina,Mumei,36.77
IRyS,Mumei,43.18
Kiara,Mumei,32.85
Kronii,Mumei,46.4
Sana,Mumei,56.13
Amelia,Sana,12.83
Baelz,Sana,19.26
Calli,Sana,10.48
Fauna,Sana,18.58
Gura,Sana,9.33
Ina,Sana,15.43
IRyS,Sana,17.94
Kiara,Sana,13.49
Kronii,Sana,18.55
Mumei,Sana,14.9
