from,to,value
Aki,Aki,
Ao,Aki,14.73
Ayame,Aki,10.24
AZki,Aki,10.23
Botan,Aki,13.03
Chihaya,Aki,9.3
Choco,Aki,33.72
Flare,Aki,13.89
Fubuki,Aki,8.1
Haato,Aki,14.39
Hajime,Aki,8.11
Iroha,Aki,9.44
Kanade,Aki,7.19
Kanata,Aki,8.48
Korone,Aki,8.11
Koyori,Aki,7.98
Lamy,Aki,9.47
Laplus,Aki,13.39
Lui,Aki,11.93
Luna,Aki,10.32
Marine,Aki,9.13
Matsuri,Aki,13.36
Miko,Aki,6.67
Mio,Aki,10.52
Nene,Aki,11.83
Niko,Aki,10.6
Noel,Aki,10.4
Okayu,Aki,9.02
Pekora,Aki,6.35
Polka,Aki,12.02
Raden,Aki,12.19
Riona,Aki,11.84
Ririka,Aki,11.04
Roboco,Aki,19.44
Shion,Aki,10.26
Sora,Aki,12.99
Su,Aki,9.4
Subaru,Aki,6.62
Suisei,Aki,8.63
Towa,Aki,16.33
Vivi,Aki,7.22
Watame,Aki,10.21
Aki,Ao,18.87
Ayame,Ao,10.32
AZki,Ao,14.68
Botan,Ao,15.48
Chihaya,Ao,18.23
Choco,Ao,28.16
Flare,Ao,15.95
Fubuki,Ao,12.17
Haato,Ao,17.21
Hajime,Ao,25.88
Iroha,Ao,17.67
Kanade,Ao,16.8
Kanata,Ao,15.05
Korone,Ao,14.86
Koyori,Ao,12.74
Lamy,Ao,14.77
Laplus,Ao,13.77
Lui,Ao,19.76
Luna,Ao,12.03
Marine,Ao,16.21
Matsuri,Ao,21.93
Miko,Ao,11.75
Mio,Ao,15.39
Nene,Ao,19.43
Niko,Ao,24.18
Noel,Ao,17.68
Okayu,Ao,13.71
Pekora,Ao,10.22
Polka,Ao,19.72
Raden,Ao,21.21
Riona,Ao,17.99
Ririka,Ao,22.1
Roboco,Ao,22.8
Shion,Ao,16.99
Sora,Ao,15.26
Su,Ao,17.17
Subaru,Ao,11.79
Suisei,Ao,13.29
Towa,Ao,16.33
Vivi,Ao,13.51
Watame,Ao,16.36
Aki,Ayame,3.91
Ao,Ayame,3.07
AZki,Ayame,3.88
Botan,Ayame,3.97
Chihaya,Ayame,3.35
Choco,Ayame,6.25
Flare,Ayame,3.99
Fubuki,Ayame,3.56
Haato,Ayame,4.39
Hajime,Ayame,2.89
Iroha,Ayame,5.67
Kanade,Ayame,2.94
Kanata,Ayame,3.06
Korone,Ayame,3.04
Koyori,Ayame,2.75
Lamy,Ayame,4.49
Laplus,Ayame,3.18
Lui,Ayame,3.34
Luna,Ayame,4.27
Marine,Ayame,3.31
Matsuri,Ayame,4.87
Miko,Ayame,2.54
Mio,Ayame,4.55
Nene,Ayame,4.54
Niko,Ayame,3.41
Noel,Ayame,3.73
Okayu,Ayame,3.35
Pekora,Ayame,2.33
Polka,Ayame,3.28
Raden,Ayame,3.12
Riona,Ayame,3.16
Ririka,Ayame,3.13
Roboco,Ayame,5.2
Shion,Ayame,7.73
Sora,Ayame,4.11
Su,Ayame,3.41
Subaru,Ayame,2.44
Suisei,Ayame,3.92
Towa,Ayame,5.73
Vivi,Ayame,2.35
Watame,Ayame,3.42
Aki,AZki,21.99
Ao,AZki,24.64
Ayame,AZki,21.88
Botan,AZki,28.55
Chihaya,AZki,26.82
Choco,AZki,29.78
Flare,AZki,23.52
Fubuki,AZki,18.54
Haato,AZki,22.06
Hajime,AZki,19.01
Iroha,AZki,45.81
Kanade,AZki,18.04
Kanata,AZki,25.22
Korone,AZki,21.03
Koyori,AZki,22.94
Lamy,AZki,29.7
Laplus,AZki,13.92
Lui,AZki,25.37
Luna,AZki,19.18
Marine,AZki,20.24
Matsuri,AZki,29.03
Miko,AZki,16
Mio,AZki,27.35
Nene,AZki,25.74
Niko,AZki,26.15
Noel,AZki,24.16
Okayu,AZki,18.26
Pekora,AZki,15.98
Polka,AZki,25.21
Raden,AZki,18.26
Riona,AZki,23.37
Ririka,AZki,23.42
Roboco,AZki,31.23
Shion,AZki,29.54
Sora,AZki,32.28
