from,to,value
Amelia,Amelia,
Baelz,Amelia,16.73
Calli,Amelia,15.4
Fauna,Amelia,21.05
Gura,Amelia,17.74
Ina,Amelia,17.14
IRyS,Amelia,15.55
Kiara,Amelia,17.23
Kronii,Amelia,17.26
Mumei,Amelia,19.68
Sana,Amelia,26.39
Amelia,Baelz,19.39
Calli,Baelz,16.4
Fauna,Baelz,29.16
Gura,Baelz,15.54
Ina,Baelz,14.77
IRyS,Baelz,21.21
Kiara,Baelz,16.93
Kronii,Baelz,22.8
Mumei,Baelz,26.02
Sana,Baelz,33.26
Amelia,Calli,37.46
Baelz,Calli,34.42
Fauna,Calli,36.25
Gura,Calli,29.54
Ina,Calli,34.06
IRyS,Calli,37.02
Kiara,Calli,34.69
Kronii,Calli,34.64
Mumei,Calli,33.39
Sana,Calli,44.01
Amelia,Fauna,24.9
Baelz,Fauna,29.77
Calli,Fauna,17.63
Gura,Fauna,19.37
Ina,Fauna,20.31
IRyS,Fauna,23.38
Kiara,Fauna,19.78
Kronii,Fauna,25.71
Mumei,Fauna,29.39
Sana,Fauna,45.23
Amelia,Gura,37.25
Baelz,Gura,28.16
Calli,Gura,25.51
Fauna,Gura,34.39
Ina,Gura,25.82
IRyS,Gura,24.5
Kiara,Gura,23.36
Kronii,Gura,27.39
Mumei,Gura,33.98
Sana,Gura,34.81
Amelia,Ina,37.51
Baelz,Ina,27.9
Calli,Ina,30.65
Fauna,Ina,37.58
Gura,Ina,26.91
IRyS,Ina,31.12
Kiara,Ina,29.46
Kronii,Ina,28.5
Mumei,Ina,28.6
Sana,Ina,45.68
Amelia,IRyS,34.52
Baelz,IRyS,40.62
Calli,IRyS,33.79
Fauna,IRyS,43.88
Gura,IRyS,25.89
Ina,IRyS,31.56
Kiara,IRyS,29.3
Kronii,IRyS,37.05
Mumei,IRyS,33.7
Sana,IRyS,45.45
Amelia,Kiara,43.54
Baelz,Kiara,36.91
Calli,Kiara,36.04
Fauna,Kiara,42.26
Gura,Kiara,28.12
Ina,Kiara,34.02
IRyS,Kiara,33.36
Kronii,Kiara,32.53
Mumei,Kiara,35.78
Sana,Kiara,54.21
Amelia,Kronii,31.37
Baelz,Kronii,35.77
Calli,Kronii,25.9
Fauna,Kronii,39.52
Gura,Kronii,23.72
Ina,Kronii,23.68
IRyS,Kronii,30.35
Kiara,Kronii,23.4
Mumei,Kronii,35.99
Sana,Kronii,40.35
Amelia,Mumei,29.05
Baelz,Mumei,33.15
Calli,Mumei,20.27
Fauna,Mumei,36.68
Gura,Mumei,23.89
Ina,Mumei,19.3
IRyS,Mumei,22.42
Kiara,Mumei,20.9
Kronii,Mumei,29.22
Sana,Mumei,35.03
Amelia,Sana,6.14
Baelz,Sana,6.67
Calli,Sana,4.21
Fauna,Sana,8.89
Gura,Sana,3.86
Ina,Sana,4.85
IRyS,Sana,4.76
Kiara,Sana,4.99
Kronii,Sana,5.16
Mumei,Sana,5.52
