from,to,value
Anya,Anya,
Iofi,Anya,11.01
Kaela,Anya,3.58
Kobo,Anya,2.38
Moona,Anya,8.41
Ollie,Anya,7.1
Reine,Anya,10.42
Risu,Anya,4.81
Zeta,Anya,6.55
Anya,Iofi,12.57
Kaela,Iofi,3.94
Kobo,Iofi,4.37
Moona,Iofi,14.54
Ollie,Iofi,11.03
Reine,Iofi,8.33
Risu,Iofi,10.08
Zeta,Iofi,7.02
Anya,Kaela,16.04
Iofi,Kaela,15.46
Kobo,Kaela,6.36
Moona,Kaela,20.67
Ollie,Kaela,16.48
Reine,Kaela,12.5
Risu,Kaela,13.17
Zeta,Kaela,13.72
Anya,Kobo,4.81
Iofi,Kobo,7.73
Kaela,Kobo,2.86
Moona,Kobo,8.93
Ollie,Kobo,7.22
Reine,Kobo,4.17
Risu,Kobo,6.07
Zeta,Kobo,7.86
Anya,Moona,12.83
Iofi,Moona,19.44
Kaela,Moona,7.04
Kobo,Moona,6.75
Ollie,Moona,12.04
Reine,Moona,12.27
Risu,Moona,11.57
Zeta,Moona,8.71
Anya,Ollie,14.97
Iofi,Ollie,20.37
Kaela,Ollie,7.75
Kobo,Ollie,7.55
Moona,Ollie,16.64
Reine,Ollie,14.35
Risu,Ollie,11.57
Zeta,Ollie,9.1
Anya,Reine,12.03
Iofi,Reine,8.43
Kaela,Reine,3.22
Kobo,Reine,2.38
Moona,Reine,9.28
Ollie,Reine,7.86
Risu,Reine,4.58
Zeta,Reine,5.09
Anya,Risu,11.23
Iofi,Risu,20.61
Kaela,Risu,6.86
Kobo,Risu,7.02
Moona,Risu,17.69
Ollie,Risu,12.8
Reine,Risu,9.26
Zeta,Risu,9.02
Anya,Zeta,22.73
Iofi,Zeta,21.31
Kaela,Zeta,10.61
Kobo,Zeta,13.51
Moona,Zeta,19.79
Ollie,Zeta,14.96
Reine,Zeta,15.28
Risu,Zeta,13.4
