from,to,value
Aki,Aki,
Ao,Aki,13.02
Aqua,Aki,13.7
Ayame,Aki,15.14
AZki,Aki,14.17
Botan,Aki,22.11
Chloe,Aki,12.14
Choco,Aki,26.61
Flare,Aki,17.24
Fubuki,Aki,11.47
Haato,Aki,16.82
Hajime,Aki,11.43
Iroha,Aki,11.33
Kanade,Aki,8.77
Kanata,Aki,15.86
Korone,Aki,14
Koyori,Aki,11.43
Lamy,Aki,15.7
Laplus,Aki,13.77
Lui,Aki,15.61
Luna,Aki,15.48
Marine,Aki,9.66
Matsuri,Aki,17.91
Miko,Aki,8.85
Mio,Aki,14.61
Nene,Aki,15.26
Noel,Aki,11.99
Okayu,Aki,10.94
Pekora,Aki,7.54
Polka,Aki,15.93
Raden,Aki,13.23
Ririka,Aki,11.61
Roboco,Aki,20.49
Sora,Aki,16.8
Subaru,Aki,10.25
Suisei,Aki,8.56
Towa,Aki,20.49
Watame,Aki,13.32
Aki,Ao,19.88
Aqua,Ao,19.63
Ayame,Ao,18.2
AZki,Ao,19.3
Botan,Ao,18.69
Chloe,Ao,18.8
Choco,Ao,27.7
Flare,Ao,19.84
Fubuki,Ao,17.62
Haato,Ao,20.74
Hajime,Ao,27.58
Iroha,Ao,20.83
Kanade,Ao,20.08
Kanata,Ao,22.56
Korone,Ao,19.8
Koyori,Ao,16.78
Lamy,Ao,20.82
Laplus,Ao,22.35
Lui,Ao,22.66
Luna,Ao,19.9
Marine,Ao,16.06
Matsuri,Ao,22.3
Miko,Ao,15.14
Mio,Ao,20.13
Nene,Ao,19.86
Noel,Ao,17.49
Okayu,Ao,16.47
Pekora,Ao,10.79
Polka,Ao,23.09
Raden,Ao,25.28
Ririka,Ao,22.23
Roboco,Ao,24.61
Sora,Ao,20.64
Subaru,Ao,15.45
Suisei,Ao,13.89
Towa,Ao,16.34
Watame,Ao,17.01
Aki,Aqua,14.65
Ao,Aqua,13.75
Ayame,Aqua,26.6
AZki,Aqua,14.97
Botan,Aqua,13.34
Chloe,Aqua,17.05
Choco,Aqua,19.95
Flare,Aqua,14.55
Fubuki,Aqua,13.8
Haato,Aqua,18.11
Hajime,Aqua,13.41
Iroha,Aqua,16.01
Kanade,Aqua,12.12
Kanata,Aqua,20
Korone,Aqua,13.35
Koyori,Aqua,12.9
Lamy,Aqua,19.05
Laplus,Aqua,18.51
Lui,Aqua,13.71
Luna,Aqua,16.15
Marine,Aqua,12.55
Matsuri,Aqua,20.95
Miko,Aqua,12.24
Mio,Aqua,15.78
Nene,Aqua,17.5
Noel,Aqua,13.03
Okayu,Aqua,11.56
Pekora,Aqua,9.05
Polka,Aqua,15.52
Raden,Aqua,12.15
Ririka,Aqua,11.89
Roboco,Aqua,18.52
