from,to,value
Anya,Anya,
Iofi,Anya,14.22
Kaela,Anya,2.83
Kobo,Anya,2.28
Moona,Anya,11.28
Ollie,Anya,8.76
Reine,Anya,8.78
Risu,Anya,5.39
Zeta,Anya,7.87
Anya,Iofi,17.24
Kaela,Iofi,3.77
Kobo,Iofi,3.79
Moona,Iofi,20.3
Ollie,Iofi,10.89
Reine,Iofi,8.91
Risu,Iofi,12.62
Zeta,Iofi,10.65
Anya,Kaela,20.69
Iofi,Kaela,22.75
Kobo,Kaela,10.4
Moona,Kaela,27.82
Ollie,Kaela,22.71
Reine,Kaela,16.67
Risu,Kaela,22.06
Zeta,Kaela,20.58
Anya,Kobo,6.03
Iofi,Kobo,8.29
Kaela,Kobo,3.77
Moona,Kobo,9.27
Ollie,Kobo,7.97
Reine,Kobo,5.34
Risu,Kobo,6.55
Zeta,Kobo,7.14
Anya,Moona,12.93
Iofi,Moona,19.19
Kaela,Moona,4.36
Kobo,Moona,4.01
Ollie,Moona,10.36
Reine,Moona,8.52
Risu,Moona,9.06
Zeta,Moona,8.84
Anya,Ollie,18.97
Iofi,Ollie,19.43
Kaela,Ollie,6.71
Kobo,Ollie,6.5
Moona,Ollie,19.55
Reine,Ollie,15.27
Risu,Ollie,13.87
Zeta,Ollie,12.23
Anya,Reine,19.83
Iofi,Reine,16.59
Kaela,Reine,5.14
Kobo,Reine,4.55
Moona,Reine,16.79
Ollie,Reine,15.94
Risu,Reine,11.27
Zeta,Reine,12.35
Anya,Risu,16.09
Iofi,Risu,31.04
Kaela,Risu,8.99
Kobo,Risu,7.37
Moona,Risu,23.56
Ollie,Risu,19.12
Reine,Risu,14.89
Zeta,Risu,13.68
Anya,Zeta,18.68
Iofi,Zeta,20.85
Kaela,Zeta,6.67
Kobo,Zeta,6.39
Moona,Zeta,18.3
Ollie,Zeta,13.41
Reine,Zeta,12.98
Risu,Zeta,10.89
