from,to,value
Baelz,Baelz,
Bijou,Baelz,14.63
Calli,Baelz,23.99
Cecilia,Baelz,17.17
Elizabeth,Baelz,20.62
Fauna,Baelz,21.7
FuwaMoco,Baelz,16.79
Gigi,Baelz,18.99
Gura,Baelz,15.77
IRyS,Baelz,34.19
Ina,Baelz,28.87
Kiara,Baelz,23.74
Kronii,Baelz,25.22
Mumei,Baelz,43.42
Nerissa,Baelz,21.31
Raora,Baelz,19.21
Shiori,Baelz,23.11
Baelz,Bijou,39.81
Calli,Bijou,44.34
Cecilia,Bijou,38.88
Elizabeth,Bijou,37.76
Fauna,Bijou,35.16
FuwaMoco,Bijou,41.64
Gigi,Bijou,43.23
Gura,Bijou,33.4
IRyS,Bijou,42.86
Ina,Bijou,41.89
Kiara,Bijou,38.35
Kronii,Bijou,43.35
Mumei,Bijou,52.61
Nerissa,Bijou,44.27
Raora,Bijou,38.8
Shiori,Bijou,50.98
Baelz,Calli,36.86
Bijou,Calli,25.04
Cecilia,Calli,26.54
Elizabeth,Calli,33.78
Fauna,Calli,29.34
FuwaMoco,Calli,24.55
Gigi,Calli,32.21
Gura,Calli,25.44
IRyS,Calli,38.28
Ina,Calli,33.48
Kiara,Calli,36.51
Kronii,Calli,41.84
Mumei,Calli,50.39
Nerissa,Calli,35.91
Raora,Calli,28.7
Shiori,Calli,37.69
Baelz,Cecilia,39.18
Bijou,Cecilia,32.59
Calli,Cecilia,39.41
Elizabeth,Cecilia,47.89
Fauna,Cecilia,46.87
FuwaMoco,Cecilia,28.76
Gigi,Cecilia,54.91
Gura,Cecilia,29.92
IRyS,Cecilia,35.49
Ina,Cecilia,44.85
Kiara,Cecilia,46.37
Kronii,Cecilia,45.49
Mumei,Cecilia,68.96
Nerissa,Cecilia,46.27
Raora,Cecilia,47.71
Shiori,Cecilia,44.83
Baelz,Elizabeth,18.94
Bijou,Elizabeth,12.74
Calli,Elizabeth,20.19
Cecilia,Elizabeth,19.28
Fauna,Elizabeth,18.1
FuwaMoco,Elizabeth,15.28
Gigi,Elizabeth,23.62
Gura,Elizabeth,12.52
IRyS,Elizabeth,17.49
