from,to,value
Anya,Anya,
Iofi,Anya,18.68
Kaela,Anya,10.96
Kobo,Anya,6.75
Moona,Anya,16.74
Ollie,Anya,18.56
Reine,Anya,21.72
Risu,Anya,16.0
Zeta,Anya,17.85
Anya,Iofi,23.71
Kaela,Iofi,15.97
Kobo,Iofi,9.0
Moona,Iofi,24.18
Ollie,Iofi,25.62
Reine,Iofi,23.88
Risu,Iofi,25.41
Zeta,Iofi,21.29
Anya,Kaela,40.95
Iofi,Kaela,46.98
Kobo,Kaela,21.4
Moona,Kaela,40.41
Ollie,Kaela,42.16
Reine,Kaela,38.72
Risu,Kaela,41.17
Zeta,Kaela,44.27
Anya,Kobo,25.17
Iofi,Kobo,26.43
Kaela,Kobo,21.36
Moona,Kobo,33.08
Ollie,Kobo,26.01
Reine,Kobo,22.8
Risu,Kobo,32.25
Zeta,Kobo,30.56
Anya,Moona,24.79
Iofi,Moona,28.21
Kaela,Moona,16.02
Kobo,Moona,13.14
Ollie,Moona,24.38
Reine,Moona,22.69
Risu,Moona,30.33
Zeta,Moona,22.07
Anya,Ollie,24.86
Iofi,Ollie,27.04
Kaela,Ollie,15.12
Kobo,Ollie,9.34
Moona,Ollie,22.05
Reine,Ollie,24.02
Risu,Ollie,20.41
Zeta,Ollie,19.48
Anya,Reine,27.48
Iofi,Reine,23.79
Kaela,Reine,13.11
Kobo,Reine,7.73
Moona,Reine,19.38
Ollie,Reine,22.68
Risu,Reine,18.76
Zeta,Reine,18.93
Anya,Risu,25.09
Iofi,Risu,31.4
Kaela,Risu,17.29
Kobo,Risu,13.57
Moona,Risu,32.12
Ollie,Risu,23.9
Reine,Risu,23.27
Zeta,Risu,22.56
Anya,Zeta,31.85
Iofi,Zeta,29.92
Kaela,Zeta,21.14
Kobo,Zeta,14.62
Moona,Zeta,26.58
Ollie,Zeta,25.94
Reine,Zeta,26.7
Risu,Zeta,25.66
