from,to,value
Aki,Aki,
Ao,Aki,10.56
Aqua,Aki,5.65
Ayame,Aki,12.42
AZki,Aki,9.53
Botan,Aki,13.63
Chloe,Aki,9.26
Choco,Aki,16.15
Flare,Aki,13.55
Fubuki,Aki,8.55
Haato,Aki,12.72
Hajime,Aki,9.79
Iroha,Aki,14.09
Kanade,Aki,8.49
Kanata,Aki,9.66
Korone,Aki,9.76
Koyori,Aki,7.91
Lamy,Aki,9.69
Laplus,Aki,9.96
Lui,Aki,9.09
Luna,Aki,11.27
Marine,Aki,8.33
Matsuri,Aki,20.86
Miko,Aki,6.96
Mio,Aki,10.96
Noel,Aki,9.35
Okayu,Aki,9.24
Pekora,Aki,6.74
Polka,Aki,10.75
Raden,Aki,9.04
Ririka,Aki,8.79
Roboco,Aki,19.76
Shion,Aki,9.3
Sora,Aki,10.74
Subaru,Aki,7.21
Suisei,Aki,10.02
Towa,Aki,12.12
Watame,Aki,10.47
Aki,Ao,17.03
Aqua,Ao,10.11
Ayame,Ao,15.92
AZki,Ao,17
Botan,Ao,22.05
Chloe,Ao,19.59
Choco,Ao,26.48
Flare,Ao,22.18
Fubuki,Ao,15.55
Haato,Ao,22.43
Hajime,Ao,39.03
Iroha,Ao,21.38
Kanade,Ao,32.37
Kanata,Ao,18.73
Korone,Ao,17.37
Koyori,Ao,15.09
Lamy,Ao,19.7
Laplus,Ao,17.73
Lui,Ao,19.34
Luna,Ao,18.46
Marine,Ao,18.71
Matsuri,Ao,20.79
Miko,Ao,13.06
Mio,Ao,18.23
Noel,Ao,18.47
Okayu,Ao,16.08
Pekora,Ao,11.68
Polka,Ao,22.18
Raden,Ao,28.84
Ririka,Ao,25.51
Roboco,Ao,31.28
Shion,Ao,18.04
Sora,Ao,21.8
Subaru,Ao,14.01
Suisei,Ao,17.2
Towa,Ao,15.46
Watame,Ao,19.5
Aki,Aqua,41.76
Ao,Aqua,46.34
Ayame,Aqua,55.14
AZki,Aqua,56.07
Botan,Aqua,46.36
Chloe,Aqua,51.52
Choco,Aqua,75.89
Flare,Aqua,55.33
Fubuki,Aqua,52.56
Haato,Aqua,54.91
Hajime,Aqua,47.9
Iroha,Aqua,48.77
Kanade,Aqua,43.81
Kanata,Aqua,56.18
Korone,Aqua,45.1
Koyori,Aqua,43.05
Lamy,Aqua,49.97
Laplus,Aqua,45.26
Lui,Aqua,41.38
Luna,Aqua,45.11
Marine,Aqua,59.13
Matsuri,Aqua,55.4
Miko,Aqua,43.78
Mio,Aqua,48.97
Noel,Aqua,48.99
Okayu,Aqua,46.08
Pekora,Aqua,45.18
Polka,Aqua,46
Raden,Aqua,40.68
Ririka,Aqua,41.92
Roboco,Aqua,51.47
Shion,Aqua,69.6
Sora,Aqua,44.71
Subaru,Aqua,36.01
Suisei,Aqua,53.34
Towa,Aqua,57.49
Watame,Aqua,46.74
Aki,Ayame,5.12
Ao,Ayame,4.07
Aqua,Ayame,3.08
AZki,Ayame,5.9
Botan,Ayame,6.87
Chloe,Ayame,7.45
Choco,Ayame,8.7
Flare,Ayame,5.88
Fubuki,Ayame,4.83
Haato,Ayame,5.79
Hajime,Ayame,5.82
Iroha,Ayame,8.88
Kanade,Ayame,4.79
Kanata,Ayame,5.78
Korone,Ayame,4.2
Koyori,Ayame,3.44
Lamy,Ayame,5.63
Laplus,Ayame,7.61
Lui,Ayame,3.85
Luna,Ayame,5
Marine,Ayame,4.57
Matsuri,Ayame,9.32
Miko,Ayame,3.1
Mio,Ayame,5.6
Noel,Ayame,4.1
Okayu,Ayame,4.52
Pekora,Ayame,2.81
Polka,Ayame,4.43
Raden,Ayame,4.35
Ririka,Ayame,4.06
Roboco,Ayame,7.29
Shion,Ayame,6.99
Sora,Ayame,6.04
Subaru,Ayame,2.77
Suisei,Ayame,5.9
Towa,Ayame,6.13
Watame,Ayame,4.8
Aki,AZki,16.66
Ao,AZki,18.43
Aqua,AZki,13.26
Ayame,AZki,24.98
Botan,AZki,22.24
Chloe,AZki,26.55
Choco,AZki,39.89
Flare,AZki,25.87
Fubuki,AZki,20.93
Haato,AZki,26.76
Hajime,AZki,21.91
Iroha,AZki,32.97
Kanade,AZki,20.6
Kanata,AZki,26.81
Korone,AZki,17.41
Koyori,AZki,18.56
Lamy,AZki,23.62
Laplus,AZki,19.71
Lui,AZki,16.83
Luna,AZki,20.07
Marine,AZki,21.71
Matsuri,AZki,27.43
Miko,AZki,15.14
Mio,AZki,23.55
Noel,AZki,18.43
Okayu,AZki,19.38
Pekora,AZki,12.7
Polka,AZki,22.11
Raden,AZki,20.54
Ririka,AZki,19.58
Roboco,AZki,22.82
Shion,AZki,24.71
Sora,AZki,32.63
Subaru,AZki,12.25
Suisei,AZki,23.12
Towa,AZki,24.09
Watame,AZki,21.85
Aki,Botan,17.84
Ao,Botan,17.89
Aqua,Botan,8.21
Ayame,Botan,21.8
AZki,Botan,16.65
Chloe,Botan,17.22
Choco,Botan,23.74
Flare,Botan,22.34
Fubuki,Botan,16.08
Haato,Botan,19.54
