from,to,value
Amelia,Amelia,
Baelz,Amelia,25.27
Calli,Amelia,23.68
Fauna,Amelia,28.59
Gura,Amelia,30.35
Ina,Amelia,31.24
IRyS,Amelia,31.18
Kiara,Amelia,28.28
Kronii,Amelia,30.32
Mumei,Amelia,32.99
Amelia,Baelz,34.61
Calli,Baelz,36.03
Fauna,Baelz,44.13
Gura,Baelz,34.39
Ina,Baelz,41.63
IRyS,Baelz,48.92
Kiara,Baelz,38.01
Kronii,Baelz,49.29
Mumei,Baelz,47.1
Amelia,Calli,33.11
Baelz,Calli,36.79
Fauna,Calli,35.34
Gura,Calli,31.68
Ina,Calli,39.3
IRyS,Calli,40.73
Kiara,Calli,36.7
Kronii,Calli,39.56
Mumei,Calli,37.03
Amelia,Fauna,33.94
Baelz,Fauna,38.26
Calli,Fauna,30.01
Gura,Fauna,34.1
Ina,Fauna,40.38
IRyS,Fauna,42.28
Kiara,Fauna,33.98
Kronii,Fauna,45.63
Mumei,Fauna,45.14
Amelia,Gura,26.05
Baelz,Gura,21.56
Calli,Gura,19.45
Fauna,Gura,24.66
Ina,Gura,26.61
IRyS,Gura,27.49
Kiara,Gura,22.01
Kronii,Gura,26.44
Mumei,Gura,28.82
Amelia,Ina,23.25
Baelz,Ina,22.63
Calli,Ina,20.92
Fauna,Ina,25.32
Gura,Ina,23.07
IRyS,Ina,26.8
Kiara,Ina,24.49
Kronii,Ina,28.93
Mumei,Ina,26.25
Amelia,IRyS,24.36
Baelz,IRyS,27.91
Calli,IRyS,22.75
Fauna,IRyS,27.82
Gura,IRyS,25.02
Ina,IRyS,28.13
Kiara,IRyS,25.74
Kronii,IRyS,30.78
Mumei,IRyS,31.29
Amelia,Kiara,27.16
Baelz,Kiara,26.67
Calli,Kiara,25.22
Fauna,Kiara,27.5
Gura,Kiara,24.63
Ina,Kiara,31.6
IRyS,Kiara,31.65
Kronii,Kiara,28.78
Mumei,Kiara,28.82
Amelia,Kronii,23.09
Baelz,Kronii,27.41
Calli,Kronii,21.55
Fauna,Kronii,29.27
Gura,Kronii,23.46
Ina,Kronii,29.6
IRyS,Kronii,30
Kiara,Kronii,22.81
Mumei,Kronii,31.43
Amelia,Mumei,30.72
Baelz,Mumei,32.02
Calli,Mumei,24.66
Fauna,Mumei,35.4
Gura,Mumei,31.26
Ina,Mumei,32.84
IRyS,Mumei,37.29
Kiara,Mumei,27.93
Kronii,Mumei,38.43
