from,to,value
Altare,Altare,
Aruran,Altare,13.69
Astel,Altare,20.05
Axel,Altare,42.29
Dezmond,Altare,40.06
Fuma,Altare,14.91
Gamma,Altare,17.23
Izuru,Altare,15.88
Miyabi,Altare,15.24
Oga,Altare,10.95
Rikka,Altare,20.1
Rio,Altare,20.55
Roberu,Altare,2.89
Shien,Altare,17.8
Temma,Altare,14.78
Uyu,Altare,26.61
Vesper,Altare,37.44
Altare,Aruran,5.78
Astel,Aruran,30.54
Axel,Aruran,7.02
Dezmond,Aruran,5.08
Fuma,Aruran,36.47
Gamma,Aruran,35.83
Izuru,Aruran,36.69
Miyabi,Aruran,58.1
Oga,Aruran,41.17
Rikka,Aruran,45.64
Rio,Aruran,42.19
Roberu,Aruran,21
Shien,Aruran,45.4
Temma,Aruran,51.88
Uyu,Aruran,44.21
Vesper,Aruran,5.38
Altare,Astel,5.15
Aruran,Astel,18.57
Axel,Astel,6.4
Dezmond,Astel,4.3
Fuma,Astel,31.65
Gamma,Astel,22.52
Izuru,Astel,57.49
Miyabi,Astel,39.52
Oga,Astel,18.16
Rikka,Astel,37.67
Rio,Astel,31.01
Roberu,Astel,9.32
Shien,Astel,32.28
Temma,Astel,38.08
Uyu,Astel,36.48
Vesper,Astel,3.97
Altare,Axel,50.65
Aruran,Axel,19.92
Astel,Axel,29.86
Dezmond,Axel,44.83
Fuma,Axel,21.56
Gamma,Axel,21.54
Izuru,Axel,24.38
Miyabi,Axel,19.21
Oga,Axel,15.8
Rikka,Axel,24.27
Rio,Axel,25.36
Roberu,Axel,4.88
Shien,Axel,24.74
Temma,Axel,17.99
Uyu,Axel,32.19
Vesper,Axel,39.95
Altare,Dezmond,54.78
Aruran,Dezmond,16.47
Astel,Dezmond,22.89
Axel,Dezmond,51.18
Fuma,Dezmond,12.16
Gamma,Dezmond,16.7
Izuru,Dezmond,18.34
Miyabi,Dezmond,12.86
Oga,Dezmond,9.83
Rikka,Dezmond,18.46
Rio,Dezmond,20.79
Roberu,Dezmond,3.19
Shien,Dezmond,20.51
Temma,Dezmond,13.25
Uyu,Dezmond,25.54
Vesper,Dezmond,45.16
Altare,Fuma,1.03
Aruran,Fuma,5.96
Astel,Fuma,8.51
Axel,Fuma,1.24
Dezmond,Fuma,0.61
Gamma,Fuma,12.77
Izuru,Fuma,15.21
Miyabi,Fuma,16.35
Oga,Fuma,7.34
Rikka,Fuma,13.53
Rio,Fuma,18.75
Roberu,Fuma,4.01
Shien,Fuma,11.76
Temma,Fuma,13.95
Uyu,Fuma,23.18
Vesper,Fuma,0.92
Altare,Gamma,3.61
Aruran,Gamma,17.78
Astel,Gamma,18.38
Axel,Gamma,3.77
Dezmond,Gamma,2.56
Fuma,Gamma,38.76
Izuru,Gamma,24.83
Miyabi,Gamma,32.7
Oga,Gamma,22.76
Rikka,Gamma,29.71
Rio,Gamma,38.46
Roberu,Gamma,11.91
Shien,Gamma,30.62
Temma,Gamma,28.03
Uyu,Gamma,46.78
Vesper,Gamma,2.86
Altare,Izuru,1.12
Aruran,Izuru,6.15
Astel,Izuru,15.85
Axel,Izuru,1.44
Dezmond,Izuru,0.95
Fuma,Izuru,15.6
Gamma,Izuru,8.39
Miyabi,Izuru,16.19
Oga,Izuru,6.34
Rikka,Izuru,16.06
Rio,Izuru,13.82
Roberu,Izuru,3.48
Shien,Izuru,11.46
Temma,Izuru,18.13
Uyu,Izuru,14.16
Vesper,Izuru,0.96
Altare,Miyabi,1.52
Aruran,Miyabi,13.73
Astel,Miyabi,15.36
Axel,Miyabi,1.6
Dezmond,Miyabi,0.94
Fuma,Miyabi,23.62
Gamma,Miyabi,15.57
Izuru,Miyabi,22.82
Oga,Miyabi,15.8
Rikka,Miyabi,29.46
Rio,Miyabi,22.24
Roberu,Miyabi,6.54
Shien,Miyabi,23.23
Temma,Miyabi,40.86
Uyu,Miyabi,26.82
Vesper,Miyabi,1.18
Altare,Oga,1.39
Aruran,Oga,12.42
Astel,Oga,9.01
Axel,Oga,1.68
Dezmond,Oga,0.91
Fuma,Oga,13.53
Gamma,Oga,13.83
Izuru,Oga,11.41
Miyabi,Oga,20.16
Rikka,Oga,18.33
Rio,Oga,13.94
Roberu,Oga,8.59
Shien,Oga,23.38
Temma,Oga,17.85
Uyu,Oga,19.96
Vesper,Oga,1.21
Altare,Rikka,2.52
Aruran,Rikka,13.54
Astel,Rikka,18.38
Axel,Rikka,2.54
Dezmond,Rikka,1.69
Fuma,Rikka,24.54
Gamma,Rikka,17.76
Izuru,Rikka,28.41
Miyabi,Rikka,36.98
Oga,Rikka,18.03
Rio,Rikka,27.88
Roberu,Rikka,6.9
Shien,Rikka,28.81
Temma,Rikka,34.17
Uyu,Rikka,28.11
Vesper,Rikka,1.98
Altare,Rio,2.71
Aruran,Rio,13.17
Astel,Rio,15.92
Axel,Rio,2.79
Dezmond,Rio,2
Fuma,Rio,35.78
Gamma,Rio,24.19
Izuru,Rio,25.73
Miyabi,Rio,29.37
Oga,Rio,14.43
Rikka,Rio,29.33
Roberu,Rio,6.7
Shien,Rio,24.59
Temma,Rio,23.29
Uyu,Rio,42.7
Vesper,Rio,2.21
Altare,Roberu,1.38
Aruran,Roberu,23.74
Astel,Roberu,17.33
Axel,Roberu,1.94
