from,to,value
Anya,Anya,
Iofi,Anya,13.91
Kaela,Anya,4.77
Kobo,Anya,1.33
Moona,Anya,8.6
Ollie,Anya,7.58
Reine,Anya,10.33
Risu,Anya,10.98
Zeta,Anya,6.36
Anya,Iofi,19.66
Kaela,Iofi,5.22
Kobo,Iofi,2.16
Moona,Iofi,10.77
Ollie,Iofi,10.7
Reine,Iofi,10.33
Risu,Iofi,18.14
Zeta,Iofi,7.78
Anya,Kaela,54.37
Iofi,Kaela,42.07
Kobo,Kaela,16.67
Moona,Kaela,56.71
Ollie,Kaela,44.39
Reine,Kaela,42.68
Risu,Kaela,48.77
Zeta,Kaela,40.53
Anya,Kobo,32.99
Iofi,Kobo,38
Kaela,Kobo,36.43
Moona,Kobo,40.1
Ollie,Kobo,41.4
Reine,Kobo,28.98
Risu,Kobo,38.63
Zeta,Kobo,40.84
Anya,Moona,41.61
Iofi,Moona,36.86
Kaela,Moona,24.08
Kobo,Moona,7.79
Ollie,Moona,32.23
Reine,Moona,25.72
Risu,Moona,37.22
Zeta,Moona,23.09
Anya,Ollie,34.02
Iofi,Ollie,34.01
Kaela,Ollie,17.5
Kobo,Ollie,7.47
Moona,Ollie,29.93
Reine,Ollie,24.97
Risu,Ollie,32.25
Zeta,Ollie,20.09
Anya,Reine,39.43
Iofi,Reine,27.91
Kaela,Reine,14.3
Kobo,Reine,4.44
Moona,Reine,20.3
Ollie,Reine,21.22
Risu,Reine,27.55
Zeta,Reine,18.47
Anya,Risu,24.14
Iofi,Risu,28.23
Kaela,Risu,9.41
Kobo,Risu,3.41
Moona,Risu,16.92
Ollie,Risu,15.8
Reine,Risu,15.87
Zeta,Risu,11.45
Anya,Zeta,35.63
Iofi,Zeta,30.84
Kaela,Zeta,19.93
Kobo,Zeta,9.19
Moona,Zeta,26.74
Ollie,Zeta,25.06
Reine,Zeta,27.11
Risu,Zeta,29.17
