from,to,value
Dooby,Dooby,
Nimi,Dooby,4.48
Rica,Dooby,1.91
Sakuna,Dooby,0.39
Dooby,Nimi,30.67
Rica,Nimi,4.51
Sakuna,Nimi,1.48
Dooby,Rica,0.84
Nimi,Rica,0.29
Sakuna,Rica,1.61
Dooby,Sakuna,1.08
Nimi,Sakuna,0.6
Rica,Sakuna,10.11
