from,to,value
Aki,Aki,
Amelia,Aki,3.16
Anya,Aki,9.95
Aqua,Aki,7.28
Aruran,Aki,9.11
Astel,Aki,4.89
Ayame,Aki,5.68
AZki,Aki,17.24
Baelz,Aki,3.84
Botan,Aki,8.2
Calli,Aki,3.02
Choco,Aki,17.4
Fauna,Aki,3.88
Flare,Aki,11.09
Fubuki,Aki,7.1
Gura,Aki,2.1
Haato,Aki,8.56
Ina,Aki,3.49
Iofi,Aki,6.48
IRyS,Aki,4.93
Izuru,Aki,3.82
Kanata,Aki,7.23
Kiara,Aki,4.3
Korone,Aki,6.27
Kronii,Aki,3.1
Lamy,Aki,7.94
Luna,Aki,11.59
Marine,Aki,6.45
Matsuri,Aki,9.3
Mel,Aki,33.46
Miko,Aki,5.84
Mio,Aki,10.08
Miyabi,Aki,5.09
Moona,Aki,4.29
Mumei,Aki,3.09
Nene,Aki,8.02
Noel,Aki,7.34
Oga,Aki,7.49
Okayu,Aki,7.88
Ollie,Aki,3.97
Pekora,Aki,4.02
Polka,Aki,11.6
Reine,Aki,6
Rikka,Aki,5.13
Risu,Aki,6.47
Roberu,Aki,5.93
Roboco,Aki,14.09
Rushia,Aki,5.75
Sana,Aki,5.14
Shien,Aki,4.24
Shion,Aki,9.99
Sora,Aki,13.88
Subaru,Aki,6.9
Suisei,Aki,7.22
Temma,Aki,6.77
Towa,Aki,9.67
Watame,Aki,9.84
Aki,Amelia,17.49
Anya,Amelia,24.42
Aqua,Amelia,10.87
Aruran,Amelia,15.53
Astel,Amelia,13.86
Ayame,Amelia,9.94
AZki,Amelia,21.49
Baelz,Amelia,32.48
Botan,Amelia,13.44
Calli,Amelia,34.75
Choco,Amelia,15.57
Fauna,Amelia,35.75
Flare,Amelia,10.95
Fubuki,Amelia,12.21
Gura,Amelia,26.94
Haato,Amelia,21.44
Ina,Amelia,37.98
Iofi,Amelia,15.62
IRyS,Amelia,36.57
Izuru,Amelia,9.01
Kanata,Amelia,9.62
Kiara,Amelia,35.25
Korone,Amelia,13.34
Kronii,Amelia,32.26
Lamy,Amelia,10.41
Luna,Amelia,14.17
Marine,Amelia,10.37
Matsuri,Amelia,13.03
Mel,Amelia,23.43
Miko,Amelia,9.96
Mio,Amelia,9.41
Miyabi,Amelia,7.97
Moona,Amelia,15.76
Mumei,Amelia,33.7
Nene,Amelia,14.3
Noel,Amelia,8.74
Oga,Amelia,11.46
Okayu,Amelia,9.67
Ollie,Amelia,23.92
Pekora,Amelia,10.58
Polka,Amelia,14.09
Reine,Amelia,27.73
Rikka,Amelia,11.51
Risu,Amelia,19.12
Roberu,Amelia,9.34
Roboco,Amelia,16.58
Rushia,Amelia,8.1
Sana,Amelia,40.28
Shien,Amelia,9.89
Shion,Amelia,11.43
Sora,Amelia,17.46
Subaru,Amelia,8.13
Suisei,Amelia,11.1
Temma,Amelia,12.24
Towa,Amelia,15.65
Watame,Amelia,12.18
Aki,Anya,12.18
Amelia,Anya,5.4
Aqua,Anya,5.86
Aruran,Anya,9.49
Astel,Anya,8.13
Ayame,Anya,5.05
AZki,Anya,14.87
Baelz,Anya,6.39
Botan,Anya,7.79
Calli,Anya,4.39
Choco,Anya,11.92
Fauna,Anya,6.25
Flare,Anya,7.17
Fubuki,Anya,5.65
Gura,Anya,3.57
Haato,Anya,8.92
Ina,Anya,5.8
Iofi,Anya,23.4
IRyS,Anya,8.17
Izuru,Anya,5.15
Kanata,Anya,5.62
Kiara,Anya,6.3
Korone,Anya,4.9
Kronii,Anya,5.11
Lamy,Anya,7.33
Luna,Anya,8.29
Marine,Anya,5.09
Matsuri,Anya,7.91
Mel,Anya,20.24
Miko,Anya,4.53
Mio,Anya,6.75
Miyabi,Anya,5.38
Moona,Anya,14.24
