from,to,value
Aki,Aki,
Amelia,Aki,2.39
Anya,Aki,8.86
Aqua,Aki,6.34
Aruran,Aki,5.39
Astel,Aki,3.53
Ayame,Aki,6.72
AZki,Aki,13.21
Baelz,Aki,3.55
Botan,Aki,7.53
Calli,Aki,2.47
Choco,Aki,23.68
Fauna,Aki,3.21
Flare,Aki,9.49
Fubuki,Aki,6.43
Gura,Aki,1.47
Haato,Aki,9.9
Ina,Aki,2.68
Iofi,Aki,4.57
IRyS,Aki,3.8
Izuru,Aki,2.05
Kanata,Aki,8.29
Kiara,Aki,3.72
Korone,Aki,5.33
Kronii,Aki,2.39
Lamy,Aki,7.05
Luna,Aki,11.39
Marine,Aki,4.49
Matsuri,Aki,8.59
Mel,Aki,20.24
Miko,Aki,5.99
Mio,Aki,9.46
Miyabi,Aki,2.67
Moona,Aki,2.67
Mumei,Aki,2.32
Nene,Aki,9.77
Noel,Aki,6.79
Oga,Aki,5.71
Okayu,Aki,5.6
Ollie,Aki,2.73
Pekora,Aki,4.13
Polka,Aki,10.44
Reine,Aki,3.77
Rikka,Aki,2.39
Risu,Aki,3.55
Roberu,Aki,4.7
Roboco,Aki,16.56
Rushia,Aki,5.44
Sana,Aki,3.79
Shien,Aki,3.23
Shion,Aki,7.83
Sora,Aki,14.11
Subaru,Aki,6.04
Suisei,Aki,5.5
Temma,Aki,2.31
Towa,Aki,8.13
Watame,Aki,7.99
Aki,Amelia,7.37
Anya,Amelia,13.79
Aqua,Amelia,4.41
Aruran,Amelia,2.37
Astel,Amelia,2.47
Ayame,Amelia,2.96
AZki,Amelia,7.55
Baelz,Amelia,22.95
Botan,Amelia,5.33
Calli,Amelia,24.71
Choco,Amelia,8.1
Fauna,Amelia,24.32
Flare,Amelia,5.24
Fubuki,Amelia,3.31
Gura,Amelia,21.81
Haato,Amelia,9.9
Ina,Amelia,24.8
Iofi,Amelia,4.62
IRyS,Amelia,21.15
Izuru,Amelia,1.59
Kanata,Amelia,4.24
Kiara,Amelia,23
Korone,Amelia,4.19
Kronii,Amelia,18.87
Lamy,Amelia,3.18
Luna,Amelia,4.49
Marine,Amelia,2.24
Matsuri,Amelia,2.99
Mel,Amelia,7.68
Miko,Amelia,3.67
Mio,Amelia,2.11
Miyabi,Amelia,1.6
Moona,Amelia,5.42
Mumei,Amelia,22.24
Nene,Amelia,4.37
Noel,Amelia,1.79
Oga,Amelia,1.32
Okayu,Amelia,2.42
Ollie,Amelia,10.21
Pekora,Amelia,3.72
Polka,Amelia,7
Reine,Amelia,13.91
Rikka,Amelia,1.29
Risu,Amelia,6.43
Roberu,Amelia,1.73
Roboco,Amelia,8.07
Rushia,Amelia,3.21
Sana,Amelia,30.93
Shien,Amelia,2.31
Shion,Amelia,3.89
Sora,Amelia,9.78
Subaru,Amelia,2.58
Suisei,Amelia,4.16
Temma,Amelia,0.93
Towa,Amelia,6.23
Watame,Amelia,4.78
Aki,Anya,4.29
Amelia,Anya,2.17
Aqua,Anya,1.63
Aruran,Anya,2.48
Astel,Anya,1.68
Ayame,Anya,1.25
AZki,Anya,1.89
Baelz,Anya,2.78
Botan,Anya,2.76
Calli,Anya,1.92
Choco,Anya,5.28
Fauna,Anya,2.03
Flare,Anya,2.22
Fubuki,Anya,1.4
Gura,Anya,1.19
Haato,Anya,2.9
Ina,Anya,2.1
Iofi,Anya,11.18
IRyS,Anya,2.6
Izuru,Anya,1.03
Kanata,Anya,2.17
Kiara,Anya,2.4
Korone,Anya,1.66
Kronii,Anya,1.57
Lamy,Anya,2.06
Luna,Anya,2.28
Marine,Anya,1.31
Matsuri,Anya,1.98
Mel,Anya,4.54
Miko,Anya,1.48
Mio,Anya,2.17
Miyabi,Anya,1.34
Moona,Anya,8.36
Mumei,Anya,1.83
Nene,Anya,2.34
Noel,Anya,1.42
Oga,Anya,2.05
Okayu,Anya,1.59
Ollie,Anya,6.76
Pekora,Anya,1.14
Polka,Anya,3.39
Reine,Anya,9.94
Rikka,Anya,1.65
Risu,Anya,13.76
Roberu,Anya,2.47
Roboco,Anya,3.91
Rushia,Anya,1.56
Sana,Anya,2.68
Shien,Anya,2.19
Shion,Anya,2.2
Sora,Anya,3.77
Subaru,Anya,1.62
Suisei,Anya,1.52
Temma,Anya,0.69
Towa,Anya,2.53
Watame,Anya,1.96
Aki,Aqua,14.79
Amelia,Aqua,3.34
Anya,Aqua,7.88
Aruran,Aqua,5.39
Astel,Aqua,3.27
Ayame,Aqua,21.64
AZki,Aqua,11.32
Baelz,Aqua,5.74
Botan,Aqua,13.51
Calli,Aqua,3.05
Choco,Aqua,21.6
Fauna,Aqua,3.72
Flare,Aqua,14.97
Fubuki,Aqua,13.61
Gura,Aqua,2.95
Haato,Aqua,17.24
Ina,Aqua,3.96
Iofi,Aqua,4.77
IRyS,Aqua,5.73
Izuru,Aqua,3.99
Kanata,Aqua,18.26
Kiara,Aqua,7.39
Korone,Aqua,10.82
Kronii,Aqua,3.85
Lamy,Aqua,14.72
Luna,Aqua,14.02
Marine,Aqua,15.65
Matsuri,Aqua,15.98
Mel,Aqua,20.57
Miko,Aqua,13.51
Mio,Aqua,17.26
Miyabi,Aqua,2.67
Moona,Aqua,2.91
Mumei,Aqua,4.55
Nene,Aqua,17.44
Noel,Aqua,12.02
Oga,Aqua,6.15
Okayu,Aqua,11.45
Ollie,Aqua,3.44
Pekora,Aqua,11.94
Polka,Aqua,17.05
