from,to,value
Amelia,Amelia,
Baelz,Amelia,30.58
Bijou,Amelia,29.01
Calli,Amelia,25.01
Cecilia,Amelia,25.65
Elizabeth,Amelia,25.65
Fauna,Amelia,35.52
FuwaMoco,Amelia,24.75
Gigi,Amelia,31.7
IRyS,Amelia,30.13
Ina,Amelia,36.65
Kiara,Amelia,28.16
Kronii,Amelia,31.36
Mumei,Amelia,38.14
Nerissa,Amelia,36.91
Raora,Amelia,18.22
Shiori,Amelia,43.18
Amelia,Baelz,40.53
Bijou,Baelz,34.63
Calli,Baelz,34.08
Cecilia,Baelz,31.69
Elizabeth,Baelz,33.18
Fauna,Baelz,40.48
FuwaMoco,Baelz,29.93
Gigi,Baelz,37.78
IRyS,Baelz,41.12
Ina,Baelz,43.41
Kiara,Baelz,34.84
Kronii,Baelz,38.83
Mumei,Baelz,46.65
Nerissa,Baelz,41.1
Raora,Baelz,24.86
Shiori,Baelz,47.02
Amelia,Bijou,39.98
Baelz,Bijou,36.01
Calli,Bijou,31.25
Cecilia,Bijou,31.26
Elizabeth,Bijou,31.31
Fauna,Bijou,39.32
FuwaMoco,Bijou,30.85
Gigi,Bijou,38.7
IRyS,Bijou,38.02
Ina,Bijou,43.3
Kiara,Bijou,30.16
Kronii,Bijou,35.91
Mumei,Bijou,42.78
Nerissa,Bijou,44.67
Raora,Bijou,24.08
Shiori,Bijou,49.83
Amelia,Calli,35.03
Baelz,Calli,36.01
Bijou,Calli,31.76
Cecilia,Calli,26.58
Elizabeth,Calli,31.51
Fauna,Calli,33.29
FuwaMoco,Calli,27.32
Gigi,Calli,30.9
IRyS,Calli,39.21
Ina,Calli,42.1
Kiara,Calli,34.42
Kronii,Calli,36.58
Mumei,Calli,38.62
Nerissa,Calli,38.17
Raora,Calli,23.25
Shiori,Calli,42.78
Amelia,Cecilia,43.99
Baelz,Cecilia,41.0
Bijou,Cecilia,38.9
Calli,Cecilia,32.55
Elizabeth,Cecilia,50.1
Fauna,Cecilia,49.62
FuwaMoco,Cecilia,32.52
Gigi,Cecilia,59.69
IRyS,Cecilia,37.28
Ina,Cecilia,45.51
Kiara,Cecilia,40.52
Kronii,Cecilia,39.23
Mumei,Cecilia,49.36
Nerissa,Cecilia,47.65
Raora,Cecilia,35.06
Shiori,Cecilia,53.97
Amelia,Elizabeth,28.97
Baelz,Elizabeth,28.28
Bijou,Elizabeth,25.66
Calli,Elizabeth,25.41
Cecilia,Elizabeth,32.99
Fauna,Elizabeth,31.6
FuwaMoco,Elizabeth,23.05
Gigi,Elizabeth,39.13
IRyS,Elizabeth,26.02
Ina,Elizabeth,29.63
Kiara,Elizabeth,29.74
Kronii,Elizabeth,29.82
Mumei,Elizabeth,34.52
Nerissa,Elizabeth,37.2
Raora,Elizabeth,24.51
Shiori,Elizabeth,38.49
Amelia,Fauna,37.01
Baelz,Fauna,31.83
Bijou,Fauna,29.73
Calli,Fauna,24.77
Cecilia,Fauna,30.15
Elizabeth,Fauna,29.15
FuwaMoco,Fauna,23.47
Gigi,Fauna,35.64
IRyS,Fauna,30.73
Ina,Fauna,37.77
Kiara,Fauna,28.78
Kronii,Fauna,34.08
Mumei,Fauna,42.92
Nerissa,Fauna,37.82
Raora,Fauna,19.32
Shiori,Fauna,41.92
Amelia,FuwaMoco,34.73
Baelz,FuwaMoco,31.69
Bijou,FuwaMoco,31.41
Calli,FuwaMoco,27.38
Cecilia,FuwaMoco,26.62
Elizabeth,FuwaMoco,28.64
Fauna,FuwaMoco,31.61
Gigi,FuwaMoco,32.61
IRyS,FuwaMoco,30.88
Ina,FuwaMoco,32.37
Kiara,FuwaMoco,29.89
Kronii,FuwaMoco,29.29
Mumei,FuwaMoco,36.37
Nerissa,FuwaMoco,41.63
Raora,FuwaMoco,23.12
Shiori,FuwaMoco,49.37
Amelia,Gigi,35.54
Baelz,Gigi,31.96
Bijou,Gigi,31.48
Calli,Gigi,24.73
Cecilia,Gigi,39.02
Elizabeth,Gigi,38.84
Fauna,Gigi,38.35
FuwaMoco,Gigi,26.05
IRyS,Gigi,28.09
Ina,Gigi,33.94
Kiara,Gigi,29.7
Kronii,Gigi,30.21
Mumei,Gigi,39.73
Nerissa,Gigi,38.99
Raora,Gigi,24.85
Shiori,Gigi,44.64
Amelia,IRyS,29.65
Baelz,IRyS,30.53
Bijou,IRyS,27.15
Calli,IRyS,27.55
Cecilia,IRyS,21.39
Elizabeth,IRyS,22.67
Fauna,IRyS,29.02
FuwaMoco,IRyS,21.65
Gigi,IRyS,24.66
Ina,IRyS,37.07
Kiara,IRyS,26.16
Kronii,IRyS,32.49
Mumei,IRyS,35.19
Nerissa,IRyS,31.07
Raora,IRyS,16.98
Shiori,IRyS,35.39
Amelia,Ina,16.04
Baelz,Ina,14.34
Bijou,Ina,13.75
Calli,Ina,13.16
Cecilia,Ina,11.62
Elizabeth,Ina,11.48
Fauna,Ina,15.87
FuwaMoco,Ina,10.1
Gigi,Ina,13.25
IRyS,Ina,16.49
Kiara,Ina,13.21
Kronii,Ina,14.31
Mumei,Ina,19.48
Nerissa,Ina,14.85
Raora,Ina,7.95
Shiori,Ina,17.44
Amelia,Kiara,28.6
Baelz,Kiara,26.7
Bijou,Kiara,22.22
Calli,Kiara,24.96
Cecilia,Kiara,24.0
Elizabeth,Kiara,26.74
Fauna,Kiara,28.05
FuwaMoco,Kiara,21.63
Gigi,Kiara,26.9
IRyS,Kiara,26.99
Ina,Kiara,30.65
Kronii,Kiara,27.6
Mumei,Kiara,31.02
Nerissa,Kiara,30.45
Raora,Kiara,18.85
Shiori,Kiara,35.02
Amelia,Kronii,26.94
Baelz,Kronii,25.17
Bijou,Kronii,22.38
Calli,Kronii,22.44
Cecilia,Kronii,19.65
Elizabeth,Kronii,22.69
Fauna,Kronii,28.1
FuwaMoco,Kronii,17.93
Gigi,Kronii,23.15
IRyS,Kronii,28.36
Ina,Kronii,28.09
Kiara,Kronii,23.35
Mumei,Kronii,34.65
Nerissa,Kronii,30.02
Raora,Kronii,15.22
Shiori,Kronii,33.69
Amelia,Mumei,22.17
Baelz,Mumei,20.46
Bijou,Mumei,18.04
Calli,Mumei,16.03
Cecilia,Mumei,16.73
Elizabeth,Mumei,17.77
Fauna,Mumei,23.94
FuwaMoco,Mumei,15.06
Gigi,Mumei,20.6
IRyS,Mumei,20.78
Ina,Mumei,25.87
Kiara,Mumei,17.75
Kronii,Mumei,23.44
Nerissa,Mumei,23.75
Raora,Mumei,11.88
Shiori,Mumei,27.95
Amelia,Nerissa,28.24
Baelz,Nerissa,23.73
Bijou,Nerissa,24.8
Calli,Nerissa,20.85
Cecilia,Nerissa,21.26
Elizabeth,Nerissa,25.21
Fauna,Nerissa,27.77
FuwaMoco,Nerissa,22.7
Gigi,Nerissa,26.61
IRyS,Nerissa,24.16
Ina,Nerissa,25.96
Kiara,Nerissa,22.94
Kronii,Nerissa,26.74
Mumei,Nerissa,31.27
Raora,Nerissa,16.13
Shiori,Nerissa,42.92
Amelia,Raora,44.93
Baelz,Raora,46.25
Bijou,Raora,43.09
Calli,Raora,40.94
Cecilia,Raora,50.41
Elizabeth,Raora,53.51
Fauna,Raora,45.73
FuwaMoco,Raora,40.62
Gigi,Raora,54.66
IRyS,Raora,42.54
Ina,Raora,44.8
Kiara,Raora,45.78
Kronii,Raora,43.68
Mumei,Raora,50.42
Nerissa,Raora,51.99
Shiori,Raora,57.98
Amelia,Shiori,24.66
Baelz,Shiori,20.27
Bijou,Shiori,20.65
Calli,Shiori,17.45
Cecilia,Shiori,17.98
Elizabeth,Shiori,19.47
Fauna,Shiori,22.98
FuwaMoco,Shiori,20.1
Gigi,Shiori,22.75
IRyS,Shiori,20.54
Ina,Shiori,22.76
Kiara,Shiori,19.7
Kronii,Shiori,22.4
Mumei,Shiori,27.47
Nerissa,Shiori,32.04
Raora,Shiori,13.43
