from,to,value
Aki,Aki,
Ao,Aki,15.5
Aqua,Aki,12.18
Ayame,Aki,18.9
AZki,Aki,12.94
Botan,Aki,18.66
Chloe,Aki,11.86
Choco,Aki,28.94
Flare,Aki,15.71
Fubuki,Aki,12.25
Haato,Aki,17.99
Hajime,Aki,13.05
Iroha,Aki,12.58
Kanade,Aki,9.32
Kanata,Aki,12.6
Korone,Aki,11.09
Koyori,Aki,11.59
Lamy,Aki,12.69
Laplus,Aki,13.9
Lui,Aki,12.56
Luna,Aki,15.19
Marine,Aki,10.54
Matsuri,Aki,17.46
Miko,Aki,8.08
Mio,Aki,14.25
Nene,Aki,14.35
Noel,Aki,11.33
Okayu,Aki,9.94
Pekora,Aki,6.75
Polka,Aki,12.37
Raden,Aki,11.26
Ririka,Aki,11.95
Roboco,Aki,21.39
Shion,Aki,13.33
Sora,Aki,15.14
Subaru,Aki,9.94
Towa,Aki,21.62
Watame,Aki,12.44
Aki,Ao,23.18
Aqua,Ao,17.91
Ayame,Ao,17.71
AZki,Ao,17.62
Botan,Ao,19.62
Chloe,Ao,20.18
Choco,Ao,32.91
Flare,Ao,22.2
Fubuki,Ao,19.68
Haato,Ao,22.06
Hajime,Ao,31.99
Iroha,Ao,23.79
Kanade,Ao,25.64
Kanata,Ao,20.34
Korone,Ao,17.78
Koyori,Ao,20.32
Lamy,Ao,20.71
Laplus,Ao,26.72
Lui,Ao,21.67
Luna,Ao,19.99
Marine,Ao,24.98
Matsuri,Ao,27.17
Miko,Ao,14.81
Mio,Ao,23.66
Nene,Ao,23.12
Noel,Ao,20.31
Okayu,Ao,18.22
Pekora,Ao,11.34
Polka,Ao,21.2
Raden,Ao,27.28
Ririka,Ao,26.7
Roboco,Ao,26.05
Shion,Ao,18
Sora,Ao,18.63
Subaru,Ao,17.87
Towa,Ao,18.34
Watame,Ao,18.98
Aki,Aqua,21.02
Ao,Aqua,20.68
Ayame,Aqua,24.12
AZki,Aqua,20.73
Botan,Aqua,18.93
Chloe,Aqua,26.4
Choco,Aqua,29.96
Flare,Aqua,23.23
Fubuki,Aqua,20.41
Haato,Aqua,23.92
Hajime,Aqua,23.26
Iroha,Aqua,22.54
Kanade,Aqua,20.88
Kanata,Aqua,26.1
Korone,Aqua,21.62
Koyori,Aqua,22.81
Lamy,Aqua,28.8
Laplus,Aqua,25.32
Lui,Aqua,18.38
Luna,Aqua,24.89
Marine,Aqua,24.15
Matsuri,Aqua,30.84
Miko,Aqua,16.78
Mio,Aqua,22.82
Nene,Aqua,25.29
Noel,Aqua,22.71
Okayu,Aqua,19.63
Pekora,Aqua,15.09
Polka,Aqua,20.01
Raden,Aqua,16.27
Ririka,Aqua,22.76
Roboco,Aqua,27.16
Shion,Aqua,40.67
Sora,Aqua,20.16
Subaru,Aqua,18.57
Towa,Aqua,22.94
Watame,Aqua,19.37
Aki,Ayame,21.55
Ao,Ayame,13.49
Aqua,Ayame,15.92
AZki,Ayame,13.09
Botan,Ayame,14.44
Chloe,Ayame,17.01
Choco,Ayame,25.1
Flare,Ayame,14.2
Fubuki,Ayame,13.97
Haato,Ayame,13.7
Hajime,Ayame,14.01
Iroha,Ayame,15.7
Kanade,Ayame,12.26
Kanata,Ayame,13.58
Korone,Ayame,11.74
Koyori,Ayame,11.5
Lamy,Ayame,14.72
Laplus,Ayame,20.52
Lui,Ayame,11.14
Luna,Ayame,13.28
Marine,Ayame,11.53
Matsuri,Ayame,18.73
Miko,Ayame,8.57
Mio,Ayame,16.4
Nene,Ayame,14.6
Noel,Ayame,11.45
Okayu,Ayame,11.67
Pekora,Ayame,7.45
Polka,Ayame,12.11
Raden,Ayame,11.4
Ririka,Ayame,11.68
Roboco,Ayame,20.41
Shion,Ayame,29
Sora,Ayame,13.85
Subaru,Ayame,9.77
Towa,Ayame,21.45
Watame,Ayame,12.31
Aki,AZki,26.09
Ao,AZki,23.76
Aqua,AZki,24.21
Ayame,AZki,23.16
Botan,AZki,24.81
Chloe,AZki,27.26
Choco,AZki,47.12
Flare,AZki,33.02
Fubuki,AZki,25.59
Haato,AZki,27.28
Hajime,AZki,29.61
Iroha,AZki,32.21
Kanade,AZki,26.44
Kanata,AZki,35.41
Korone,AZki,23.16
Koyori,AZki,27.24
Lamy,AZki,29.68
Laplus,AZki,28.29
Lui,AZki,24.73
Luna,AZki,27.31
Marine,AZki,23.73
Matsuri,AZki,32.54
Miko,AZki,18.47
Mio,AZki,34.76
Nene,AZki,28.86
Noel,AZki,24.12
Okayu,AZki,22.85
Pekora,AZki,13.71
Polka,AZki,26.27
Raden,AZki,25.13
Ririka,AZki,26.47
Roboco,AZki,37.04
Shion,AZki,34.67
Sora,AZki,43.49
Subaru,AZki,19.17
Towa,AZki,24.1
Watame,AZki,28.36
Aki,Botan,31.58
Ao,Botan,22.19
Aqua,Botan,18.56
Ayame,Botan,21.44
AZki,Botan,20.82
Chloe,Botan,19.07
Choco,Botan,34.06
Flare,Botan,24.96
Fubuki,Botan,19.33
Haato,Botan,21.08
Hajime,Botan,24.31
Iroha,Botan,23.68
Kanade,Botan,17.14
Kanata,Botan,21.57
Korone,Botan,22.21
Koyori,Botan,20.55
Lamy,Botan,26.86
Laplus,Botan,25.5
Lui,Botan,21.99
Luna,Botan,23.13
Marine,Botan,20.25
Matsuri,Botan,24.96
Miko,Botan,13.81
Mio,Botan,27.45
Nene,Botan,27.85
Noel,Botan,18.45
Okayu,Botan,18.76
Pekora,Botan,11.58
Polka,Botan,24.71
Raden,Botan,23.22
Ririka,Botan,19.42
Roboco,Botan,27.58
Shion,Botan,22.33
Sora,Botan,21.01
Subaru,Botan,19.73
Towa,Botan,38.61
Watame,Botan,20.31
Aki,Chloe,13.13
Ao,Chloe,14.94
Aqua,Chloe,16.93
Ayame,Chloe,16.53
AZki,Chloe,14.97
Botan,Chloe,12.47
Choco,Chloe,30.86
Flare,Chloe,19.65
Fubuki,Chloe,16.37
Haato,Chloe,16.11
Hajime,Chloe,18.27
Iroha,Chloe,20.85
Kanade,Chloe,14.99
Kanata,Chloe,23.5
Korone,Chloe,13.19
Koyori,Chloe,18.33
Lamy,Chloe,24.43
Laplus,Chloe,22.4
Lui,Chloe,16.01
Luna,Chloe,17.54
Marine,Chloe,19.56
Matsuri,Chloe,23.75
Miko,Chloe,11.22
Mio,Chloe,17.2
Nene,Chloe,19.59
Noel,Chloe,21.21
Okayu,Chloe,14.18
Pekora,Chloe,9.95
Polka,Chloe,16.06
Raden,Chloe,15.08
Ririka,Chloe,18.85
Roboco,Chloe,19.12
Shion,Chloe,20.67
Sora,Chloe,16.1
Subaru,Chloe,11.01
Towa,Chloe,15.05
Watame,Chloe,14.6
Aki,Choco,3.8
Ao,Choco,2.89
Aqua,Choco,2.28
Ayame,Choco,2.89
AZki,Choco,3.07
Botan,Choco,2.65
Chloe,Choco,3.66
Flare,Choco,3.8
Fubuki,Choco,2.49
Haato,Choco,4.31
Hajime,Choco,3.29
Iroha,Choco,3.52
Kanade,Choco,2.96
Kanata,Choco,3.12
Korone,Choco,2.57
Koyori,Choco,2.46
Lamy,Choco,3.63
Laplus,Choco,5.34
Lui,Choco,3.14
Luna,Choco,3.78
Marine,Choco,2.51
