from,to,value
Anya,Anya,
Iofi,Anya,19.97
Kaela,Anya,9.87
Kobo,Anya,6.77
Moona,Anya,18.97
Ollie,Anya,17.85
Reine,Anya,19
Risu,Anya,21.01
Zeta,Anya,13.15
Anya,Iofi,25.74
Kaela,Iofi,10.99
Kobo,Iofi,10.97
Moona,Iofi,23.41
Ollie,Iofi,19.61
Reine,Iofi,17.51
Risu,Iofi,26.99
Zeta,Iofi,15.02
Anya,Kaela,40.58
Iofi,Kaela,35.04
Kobo,Kaela,21.74
Moona,Kaela,42.84
Ollie,Kaela,44.07
Reine,Kaela,33.08
Risu,Kaela,42.14
Zeta,Kaela,37.23
Anya,Kobo,31.23
Iofi,Kobo,39.24
Kaela,Kobo,24.39
Moona,Kobo,32.76
Ollie,Kobo,28.43
Reine,Kobo,21.09
Risu,Kobo,31.17
Zeta,Kobo,36.85
Anya,Moona,23.68
Iofi,Moona,22.67
Kaela,Moona,13.01
Kobo,Moona,8.87
Ollie,Moona,23.12
Reine,Moona,20.15
Risu,Moona,25.94
Zeta,Moona,15.6
Anya,Ollie,33.42
Iofi,Ollie,28.48
Kaela,Ollie,20.07
Kobo,Ollie,11.54
Moona,Ollie,34.68
Reine,Ollie,27.86
Risu,Ollie,33.31
Zeta,Ollie,21
Anya,Reine,24.65
Iofi,Reine,17.62
Kaela,Reine,10.44
Kobo,Reine,5.93
Moona,Reine,20.93
Ollie,Reine,19.3
Risu,Reine,21.71
Zeta,Reine,13.62
Anya,Risu,23.35
Iofi,Risu,23.27
Kaela,Risu,11.39
Kobo,Risu,7.51
Moona,Risu,23.1
Ollie,Risu,19.78
Reine,Risu,18.61
Zeta,Risu,13.98
Anya,Zeta,37.74
Iofi,Zeta,33.43
Kaela,Zeta,25.99
Kobo,Zeta,22.93
Moona,Zeta,35.87
Ollie,Zeta,32.18
Reine,Zeta,30.15
Risu,Zeta,36.1
