from,to,value
Aki,Aki,
Amelia,Aki,2.07
Anya,Aki,8.47
Aqua,Aki,4.82
Aruran,Aki,4.39
Astel,Aki,2.26
Ayame,Aki,2.93
AZki,Aki,12.86
Baelz,Aki,2.79
Botan,Aki,6.38
Calli,Aki,1.68
Chloe,Aki,4.3
Choco,Aki,12
Fauna,Aki,2.33
Flare,Aki,8.01
Fubuki,Aki,4.22
Gura,Aki,1.13
Haato,Aki,5.72
Ina,Aki,1.84
Iofi,Aki,4
Iroha,Aki,5.3
IRyS,Aki,2.6
Izuru,Aki,2.21
Kanata,Aki,5.33
Kiara,Aki,2.81
Korone,Aki,6.35
Koyori,Aki,4.6
Kronii,Aki,1.81
Lamy,Aki,5.57
Laplus,Aki,4.38
Lui,Aki,5.21
Luna,Aki,8.32
Marine,Aki,3.74
Matsuri,Aki,7.76
Mel,Aki,12.71
Miko,Aki,4.05
Mio,Aki,7.65
Miyabi,Aki,3.24
Moona,Aki,1.76
Mumei,Aki,1.82
Nene,Aki,8.25
Noel,Aki,5.35
Oga,Aki,5.32
Okayu,Aki,4.87
Ollie,Aki,1.92
Pekora,Aki,2.8
Polka,Aki,6.82
Reine,Aki,2.7
Rikka,Aki,2.13
Risu,Aki,2.81
Roberu,Aki,4.54
Roboco,Aki,10.52
Rushia,Aki,4.03
Sana,Aki,3.53
Shien,Aki,2.22
Shion,Aki,5.15
Sora,Aki,11.34
Subaru,Aki,4.13
Suisei,Aki,4.64
Temma,Aki,2.03
Towa,Aki,6.95
Watame,Aki,6.16
Aki,Amelia,11.41
Anya,Amelia,18.88
Aqua,Amelia,6.72
Aruran,Amelia,6.37
Astel,Amelia,8.68
Ayame,Amelia,4.16
AZki,Amelia,15.03
Baelz,Amelia,29.7
Botan,Amelia,8.7
Calli,Amelia,22.67
Chloe,Amelia,6.71
Choco,Amelia,9.44
Fauna,Amelia,31.44
Flare,Amelia,6.78
Fubuki,Amelia,5.47
Gura,Amelia,24.11
Haato,Amelia,19.23
Ina,Amelia,26.61
Iofi,Amelia,8.4
Iroha,Amelia,8.52
IRyS,Amelia,24.29
Izuru,Amelia,3.16
Kanata,Amelia,4.92
Kiara,Amelia,25.29
Korone,Amelia,9.09
Koyori,Amelia,7.01
Kronii,Amelia,28.14
Lamy,Amelia,5.19
Laplus,Amelia,6.21
Lui,Amelia,9.49
Luna,Amelia,9.18
Marine,Amelia,4.98
Matsuri,Amelia,7.02
Mel,Amelia,10.05
Miko,Amelia,7.38
Mio,Amelia,6.91
Miyabi,Amelia,4.6
Moona,Amelia,7.92
Mumei,Amelia,28.68
Nene,Amelia,9.71
Noel,Amelia,4.64
Oga,Amelia,3.69
Okayu,Amelia,5.27
Ollie,Amelia,13.73
Pekora,Amelia,4.85
Polka,Amelia,8.25
Reine,Amelia,18.6
Rikka,Amelia,5.58
Risu,Amelia,12.71
Roberu,Amelia,6.85
Roboco,Amelia,17.71
Rushia,Amelia,5.84
Sana,Amelia,30.57
Shien,Amelia,4.15
Shion,Amelia,6.41
Sora,Amelia,10.53
Subaru,Amelia,4.81
Suisei,Amelia,7.54
Temma,Amelia,4.99
Towa,Amelia,9.43
Watame,Amelia,10.31
Aki,Anya,5.73
Amelia,Anya,2.31
Aqua,Anya,1.81
Aruran,Anya,2.63
Astel,Anya,2.63
Ayame,Anya,1.69
AZki,Anya,5.97
Baelz,Anya,2.52
Botan,Anya,2.51
Calli,Anya,1.74
Chloe,Anya,1.65
Choco,Anya,3.54
Fauna,Anya,2.26
Flare,Anya,2.53
Fubuki,Anya,1.42
Gura,Anya,1.17
Haato,Anya,2.73
Ina,Anya,1.85
Iofi,Anya,16.06
Iroha,Anya,2.05
IRyS,Anya,2.9
Izuru,Anya,1.26
Kanata,Anya,1.82
Kiara,Anya,2.23
Korone,Anya,2.44
Koyori,Anya,1.91
Kronii,Anya,1.79
Lamy,Anya,1.76
Laplus,Anya,1.6
Lui,Anya,2.53
Luna,Anya,3.4
Marine,Anya,1.26
Matsuri,Anya,3.02
Mel,Anya,3.81
Miko,Anya,1.53
Mio,Anya,2.6
Miyabi,Anya,3.83
Moona,Anya,9.54
Mumei,Anya,1.99
Nene,Anya,2.63
Noel,Anya,1.61
Oga,Anya,3.09
Okayu,Anya,1.72
Ollie,Anya,5.31
Pekora,Anya,1.11
Polka,Anya,2.54
Reine,Anya,8.01
Rikka,Anya,1.93
Risu,Anya,9.99
Roberu,Anya,2.99
Roboco,Anya,4.52
Rushia,Anya,1.45
Sana,Anya,3.46
Shien,Anya,1.83
Shion,Anya,2.01
Sora,Anya,4.75
Subaru,Anya,1.5
Suisei,Anya,1.98
Temma,Anya,1.88
Towa,Anya,2.94
Watame,Anya,2.34
Aki,Aqua,15.75
Amelia,Aqua,3.98
Anya,Aqua,8.76
Aruran,Aqua,5.59
Astel,Aqua,5.5
Ayame,Aqua,22.03
AZki,Aqua,20.87
Baelz,Aqua,5.55
Botan,Aqua,12.98
Calli,Aqua,2.46
Chloe,Aqua,16.71
Choco,Aqua,17.79
Fauna,Aqua,3.32
Flare,Aqua,19.45
Fubuki,Aqua,12.35
Gura,Aqua,2.3
Haato,Aqua,12.43
Ina,Aqua,2.81
Iofi,Aqua,4.07
Iroha,Aqua,18.9
IRyS,Aqua,4.37
Izuru,Aqua,4.9
Kanata,Aqua,15.61
Kiara,Aqua,4.81
Korone,Aqua,19.75
Koyori,Aqua,18.75
Kronii,Aqua,3.18
Lamy,Aqua,15.2
Laplus,Aqua,17.36
Lui,Aqua,17.06
Luna,Aqua,15.44
Marine,Aqua,12.59
Matsuri,Aqua,17.45
Mel,Aqua,21.13
Miko,Aqua,12.68
Mio,Aqua,19.53
Miyabi,Aqua,3.75
Moona,Aqua,2.71
Mumei,Aqua,3.79
Nene,Aqua,23.08
Noel,Aqua,14.93
Oga,Aqua,8.15
Okayu,Aqua,13.78
Ollie,Aqua,2.68
Pekora,Aqua,10.16
Polka,Aqua,15.08
Reine,Aqua,3.39
Rikka,Aqua,4.87
Risu,Aqua,3.56
Roberu,Aqua,7.5
Roboco,Aqua,14.88
Rushia,Aqua,14.31
Sana,Aqua,3.69
Shien,Aqua,4.15
Shion,Aqua,22.16
Sora,Aqua,17.68
Subaru,Aqua,12.34
Suisei,Aqua,19.19
Temma,Aqua,3.26
Towa,Aqua,16.94
Watame,Aqua,11.16
Aki,Aruran,4.25
Amelia,Aruran,1.12
Anya,Aruran,3.76
Aqua,Aruran,1.66
Astel,Aruran,30.35
Ayame,Aruran,1.54
AZki,Aruran,4.59
Baelz,Aruran,1.35
Botan,Aruran,2.11
Calli,Aruran,0.87
Chloe,Aruran,1.93
Choco,Aruran,3.49
Fauna,Aruran,0.85
Flare,Aruran,2.46
Fubuki,Aruran,1.83
Gura,Aruran,0.62
Haato,Aruran,1.78
Ina,Aruran,0.92
Iofi,Aruran,2.24
Iroha,Aruran,2.55
IRyS,Aruran,1.14
Izuru,Aruran,45.66
Kanata,Aruran,1.91
Kiara,Aruran,1.08
Korone,Aruran,2.12
Koyori,Aruran,1.95
Kronii,Aruran,0.99
Lamy,Aruran,1.85
Laplus,Aruran,1.71
Lui,Aruran,2.16
Luna,Aruran,3.08
Marine,Aruran,1.44
Matsuri,Aruran,4.29
Mel,Aruran,2.56
Miko,Aruran,1.4
Mio,Aruran,2.31
Miyabi,Aruran,48.89
Moona,Aruran,0.83
Mumei,Aruran,0.87
Nene,Aruran,2.51
Noel,Aruran,1.92
Oga,Aruran,47.68
Okayu,Aruran,2
Ollie,Aruran,1.74
Pekora,Aruran,1.14
Polka,Aruran,2.71
Reine,Aruran,1.34
Rikka,Aruran,52.39
Risu,Aruran,1.58
Roberu,Aruran,22.78
Roboco,Aruran,3.43
Rushia,Aruran,1.45
Sana,Aruran,1.45
Shien,Aruran,40.93
Shion,Aruran,1.88
Sora,Aruran,3.28
Subaru,Aruran,1.61
Suisei,Aruran,2.03
Temma,Aruran,50.65
Towa,Aruran,2.44
Watame,Aruran,1.94
Aki,Astel,1.95
Amelia,Astel,1.36
Anya,Astel,3.35
Aqua,Astel,1.45
Aruran,Astel,26.98
Ayame,Astel,1.23
AZki,Astel,2.89
Baelz,Astel,1.43
Botan,Astel,1.56
Calli,Astel,1.02
Chloe,Astel,1.38
Choco,Astel,2.23
Fauna,Astel,1.08
Flare,Astel,1.47
Fubuki,Astel,1.23
Gura,Astel,0.77
Haato,Astel,1.54
Ina,Astel,1.14
Iofi,Astel,1.9
Iroha,Astel,1.4
IRyS,Astel,1.32
Izuru,Astel,48.97
Kanata,Astel,1.1
Kiara,Astel,1.15
Korone,Astel,1.4
Koyori,Astel,1.24
Kronii,Astel,1.14
Lamy,Astel,1.11
Laplus,Astel,1.19
Lui,Astel,1.3
Luna,Astel,2.01
Marine,Astel,0.96
Matsuri,Astel,4.89
Mel,Astel,1.89
Miko,Astel,0.99
Mio,Astel,1.35
Miyabi,Astel,35.18
Moona,Astel,1.31
Mumei,Astel,1.11
Nene,Astel,1.49
Noel,Astel,1.15
Oga,Astel,24.1
Okayu,Astel,1.02
Ollie,Astel,2.38
Pekora,Astel,0.82
Polka,Astel,1.77
Reine,Astel,1.91
Rikka,Astel,37.97
Risu,Astel,1.82
Roberu,Astel,16.32
Roboco,Astel,2.97
Rushia,Astel,0.98
Sana,Astel,1.57
Shien,Astel,27.61
Shion,Astel,1.39
Sora,Astel,2.01
Subaru,Astel,0.95
Suisei,Astel,1.54
Temma,Astel,34.15
Towa,Astel,2.82
Watame,Astel,1.24
Aki,Ayame,0.76
Amelia,Ayame,0.19
Anya,Ayame,0.65
Aqua,Ayame,1.74
Aruran,Ayame,0.41
Astel,Ayame,0.37
AZki,Ayame,2.17
Baelz,Ayame,0.27
Botan,Ayame,0.88
Calli,Ayame,0.14
Chloe,Ayame,1.27
Choco,Ayame,0.77
Fauna,Ayame,0.19
Flare,Ayame,1.01
Fubuki,Ayame,1.02
Gura,Ayame,0.13
Haato,Ayame,0.61
Ina,Ayame,0.2
Iofi,Ayame,0.34
Iroha,Ayame,1.4
IRyS,Ayame,0.2
Izuru,Ayame,0.95
Kanata,Ayame,0.82
Kiara,Ayame,0.22
Korone,Ayame,1.23
Koyori,Ayame,1.52
Kronii,Ayame,0.16
Lamy,Ayame,1.12
Laplus,Ayame,1.34
Lui,Ayame,1.07
Luna,Ayame,0.62
Marine,Ayame,0.68
Matsuri,Ayame,1.29
Mel,Ayame,0.79
Miko,Ayame,0.67
Mio,Ayame,1.66
Miyabi,Ayame,0.26
Moona,Ayame,0.26
Mumei,Ayame,0.2
Nene,Ayame,1.08
Noel,Ayame,0.79
Oga,Ayame,0.6
Okayu,Ayame,1
Ollie,Ayame,0.1
Pekora,Ayame,0.54
Polka,Ayame,0.93
Reine,Ayame,0.16
Rikka,Ayame,0.51
Risu,Ayame,0.2
Roberu,Ayame,0.32
Roboco,Ayame,0.8
Rushia,Ayame,0.84
Sana,Ayame,0.15
Shien,Ayame,0.39
Shion,Ayame,1.18
Sora,Ayame,0.93
Subaru,Ayame,0.87
Suisei,Ayame,1.16
Temma,Ayame,0.29
Towa,Ayame,0.97
Watame,Ayame,0.76
Aki,AZki,7.79
Amelia,AZki,1.65
Anya,AZki,5.35
Aqua,AZki,3.87
Aruran,AZki,2.87
Astel,AZki,2.03
Ayame,AZki,5.08
Baelz,AZki,1.95
Botan,AZki,3
Calli,AZki,1.07
Chloe,AZki,3.49
Choco,AZki,4.92
Fauna,AZki,1.44
Flare,AZki,4.42
Fubuki,AZki,2.27
Gura,AZki,0.81
Haato,AZki,4.07
Ina,AZki,1.31
Iofi,AZki,2.57
Iroha,AZki,5.05
IRyS,AZki,1.93
Izuru,AZki,1.26
Kanata,AZki,3.04
Kiara,AZki,1.83
Korone,AZki,3.79
Koyori,AZki,4.39
Kronii,AZki,1.43
Lamy,AZki,3.22
Laplus,AZki,3.22
Lui,AZki,4.61
Luna,AZki,3.76
Marine,AZki,1.96
Matsuri,AZki,4.5
Mel,AZki,6.51
Miko,AZki,2.25
Mio,AZki,4.38
Miyabi,AZki,1.96
Moona,AZki,1.47
Mumei,AZki,1.39
Nene,AZki,4.77
Noel,AZki,2.82
Oga,AZki,2.4
Okayu,AZki,2.67
Ollie,AZki,1.35
Pekora,AZki,1.57
Polka,AZki,3.62
Reine,AZki,1.98
Rikka,AZki,2.84
Risu,AZki,2.06
Roberu,AZki,2.34
Roboco,AZki,5.6
Rushia,AZki,2.28
Sana,AZki,2.24
Shien,AZki,2.12
Shion,AZki,2.47
Sora,AZki,10.05
Subaru,AZki,2.09
Suisei,AZki,4.3
Temma,AZki,1.59
Towa,AZki,3.98
Watame,AZki,2.96
Aki,Baelz,19.92
Amelia,Baelz,38.42
Anya,Baelz,26.59
Aqua,Baelz,12.12
Aruran,Baelz,9.94
Astel,Baelz,11.87
Ayame,Baelz,7.4
AZki,Baelz,22.9
Botan,Baelz,15.09
Calli,Baelz,26.39
Chloe,Baelz,13.6
Choco,Baelz,16.12
Fauna,Baelz,37.63
Flare,Baelz,13.97
Fubuki,Baelz,9.72
Gura,Baelz,24.07
Haato,Baelz,23.57
Ina,Baelz,30.04
Iofi,Baelz,13.96
Iroha,Baelz,16.97
IRyS,Baelz,33.34
Izuru,Baelz,6.95
Kanata,Baelz,10.78
Kiara,Baelz,30.53
Korone,Baelz,15.96
Koyori,Baelz,14.18
Kronii,Baelz,38.35
Lamy,Baelz,9.97
Laplus,Baelz,13.62
Lui,Baelz,17.9
Luna,Baelz,15.23
Marine,Baelz,9.59
Matsuri,Baelz,12.56
Mel,Baelz,17.79
Miko,Baelz,12.19
Mio,Baelz,14.93
Miyabi,Baelz,8.43
Moona,Baelz,10.15
Mumei,Baelz,37.66
Nene,Baelz,16.42
Noel,Baelz,9.39
Oga,Baelz,9.69
Okayu,Baelz,9.77
Ollie,Baelz,20.99
Pekora,Baelz,8.59
Polka,Baelz,15.46
Reine,Baelz,25.38
Rikka,Baelz,7.72
Risu,Baelz,17
Roberu,Baelz,12.39
Roboco,Baelz,22.34
Rushia,Baelz,9.95
Sana,Baelz,40.75
Shien,Baelz,6.37
Shion,Baelz,11.69
Sora,Baelz,18.27
Subaru,Baelz,9.48
Suisei,Baelz,13.09
Temma,Baelz,7.96
Towa,Baelz,16.32
Watame,Baelz,16.42
Aki,Botan,20.99
Amelia,Botan,5.19
Anya,Botan,12.24
Aqua,Botan,13.08
Aruran,Botan,7.19
Astel,Botan,5.96
Ayame,Botan,11.25
AZki,Botan,16.27
Baelz,Botan,6.96
Calli,Botan,3.76
Chloe,Botan,14.09
Choco,Botan,22.42
Fauna,Botan,4.57
Flare,Botan,22.79
Fubuki,Botan,13.87
Gura,Botan,3.05
Haato,Botan,9.97
Ina,Botan,4.06
Iofi,Botan,5.49
Iroha,Botan,16.21
IRyS,Botan,6.47
Izuru,Botan,4.74
Kanata,Botan,16.42
Kiara,Botan,5.41
Korone,Botan,19.31
Koyori,Botan,14.87
Kronii,Botan,5.1
Lamy,Botan,18.04
Laplus,Botan,14.93
Lui,Botan,18.19
Luna,Botan,17.35
Marine,Botan,12.76
Matsuri,Botan,16
Mel,Botan,19.64
Miko,Botan,12.99
Mio,Botan,23.27
Miyabi,Botan,4.34
Moona,Botan,3.7
Mumei,Botan,5.14
Nene,Botan,21.36
Noel,Botan,16.48
Oga,Botan,9.09
Okayu,Botan,16.37
Ollie,Botan,3.98
Pekora,Botan,10.72
Polka,Botan,22.17
Reine,Botan,5.16
Rikka,Botan,4.37
Risu,Botan,5.19
Roberu,Botan,9.67
Roboco,Botan,19.03
Rushia,Botan,12.35
Sana,Botan,5.76
Shien,Botan,4.83
Shion,Botan,14.67
Sora,Botan,20.81
Subaru,Botan,16.26
Suisei,Botan,15.44
Temma,Botan,3.91
Towa,Botan,22.36
Watame,Botan,15.64
Aki,Calli,17.77
Amelia,Calli,43.37
Anya,Calli,27.18
Aqua,Calli,7.95
Aruran,Calli,9.45
Astel,Calli,12.52
Ayame,Calli,5.7
AZki,Calli,18.57
Baelz,Calli,39.03
Botan,Calli,12.06
Chloe,Calli,9.8
Choco,Calli,13.39
Fauna,Calli,43.83
Flare,Calli,9.9
Fubuki,Calli,8.03
Gura,Calli,31.98
Haato,Calli,24.49
Ina,Calli,40.7
Iofi,Calli,14.16
Iroha,Calli,12.31
IRyS,Calli,39.12
Izuru,Calli,5.69
Kanata,Calli,7.36
Kiara,Calli,40.86
Korone,Calli,11.13
