from,to,value
Aki,Aki,
Aqua,Aki,15.82
Aruran,Aki,21.11
Astel,Aki,17.98
Ayame,Aki,17.63
AZki,Aki,31.82
Choco,Aki,30.55
Coco,Aki,16.49
Flare,Aki,30.28
Fubuki,Aki,12.95
Haato,Aki,15.7
Iofi,Aki,12.18
Izuru,Aki,11.48
Kanata,Aki,16.85
Kira,Aki,15.58
Korone,Aki,9.88
Luna,Aki,19.57
Marine,Aki,13.77
Matsuri,Aki,16.46
Mel,Aki,32.26
Miko,Aki,27.96
Mio,Aki,23.8
Miyabi,Aki,15.04
Moona,Aki,14.69
Noel,Aki,17.96
Oga,Aki,19.53
Okayu,Aki,13.54
Pekora,Aki,10.84
Rikka,Aki,17.08
Risu,Aki,7.82
Roberu,Aki,19.7
Roboco,Aki,30.55
Rushia,Aki,14.03
Shien,Aki,15.43
Shion,Aki,22.28
Sora,Aki,25.97
Subaru,Aki,23.93
Suisei,Aki,15.22
Temma,Aki,19.23
Towa,Aki,23.1
Watame,Aki,18.27
Aki,Aqua,42.81
Aruran,Aqua,27.68
Astel,Aqua,24.05
Ayame,Aqua,37.44
AZki,Aqua,38.35
Choco,Aqua,37.53
Coco,Aqua,26
Flare,Aqua,39.74
Fubuki,Aqua,25.72
Haato,Aqua,32.36
Iofi,Aqua,20.8
Izuru,Aqua,16.13
Kanata,Aqua,32
Kira,Aqua,20.95
Korone,Aqua,20.69
Luna,Aqua,33.38
Marine,Aqua,29.89
Matsuri,Aqua,34.36
Mel,Aqua,43.33
Miko,Aqua,38
Mio,Aqua,37.89
Miyabi,Aqua,19.85
Moona,Aqua,19.99
Noel,Aqua,32.97
Oga,Aqua,27.23
Okayu,Aqua,29.96
Pekora,Aqua,24.71
Rikka,Aqua,30.51
Risu,Aqua,14.99
Roberu,Aqua,27.51
Roboco,Aqua,38.31
Rushia,Aqua,27.58
Shien,Aqua,20.61
Shion,Aqua,48.14
Sora,Aqua,41.75
Subaru,Aqua,36.87
Suisei,Aqua,33.6
Temma,Aqua,23
Towa,Aqua,35.7
Watame,Aqua,30.22
Aki,Aruran,4.43
Aqua,Aruran,2.15
Astel,Aruran,37.74
Ayame,Aruran,2.88
AZki,Aruran,6.57
Choco,Aruran,4.53
Coco,Aruran,1.94
Flare,Aruran,3.65
Fubuki,Aruran,2.38
Haato,Aruran,2.02
Iofi,Aruran,4.71
Izuru,Aruran,29.3
Kanata,Aruran,2.3
Kira,Aruran,35.18
Korone,Aruran,1.35
Luna,Aruran,2.54
Marine,Aruran,1.96
Matsuri,Aruran,2.6
Mel,Aruran,3.98
Miko,Aruran,2.62
Mio,Aruran,2.88
Miyabi,Aruran,45.62
Moona,Aruran,5.53
Noel,Aruran,2.17
Oga,Aruran,29.7
Okayu,Aruran,2.13
Pekora,Aruran,1.48
Rikka,Aruran,19.72
Risu,Aruran,3.87
Roberu,Aruran,21.46
Roboco,Aruran,3.31
Rushia,Aruran,1.57
Shien,Aruran,32.46
Shion,Aruran,2.82
Sora,Aruran,4.23
Subaru,Aruran,3.39
Suisei,Aruran,2.59
Temma,Aruran,48.82
Towa,Aruran,3.59
Watame,Aruran,2.33
Aki,Astel,2.01
Aqua,Astel,1
Aruran,Astel,20.16
Ayame,Astel,1.39
AZki,Astel,3.74
Choco,Astel,2.24
Coco,Astel,0.88
Flare,Astel,1.43
Fubuki,Astel,0.95
Haato,Astel,0.97
Iofi,Astel,1.78
Izuru,Astel,36.76
Kanata,Astel,0.99
Kira,Astel,41.54
Korone,Astel,0.61
Luna,Astel,1.29
Marine,Astel,0.72
Matsuri,Astel,1.19
Mel,Astel,1.93
Miko,Astel,1.34
Mio,Astel,1.13
Miyabi,Astel,47.23
Moona,Astel,1.63
Noel,Astel,0.95
Oga,Astel,15.56
Okayu,Astel,0.89
Pekora,Astel,0.6
Rikka,Astel,17.04
Risu,Astel,1.11
Roberu,Astel,13.48
Roboco,Astel,1.97
Rushia,Astel,0.73
Shien,Astel,26.53
Shion,Astel,1.05
Sora,Astel,1.72
Subaru,Astel,1.23
Suisei,Astel,1.2
Temma,Astel,41.66
