from,to,value
Altare,Altare,
Aruran,Altare,10.97
Astel,Altare,22.89
Axel,Altare,52.57
Dezmond,Altare,44.61
Fuma,Altare,18.36
Gamma,Altare,16.03
Izuru,Altare,16.57
Miyabi,Altare,17.81
Oga,Altare,15.26
Rikka,Altare,19.74
Rio,Altare,33.12
Roberu,Altare,6.57
Shien,Altare,15.55
Temma,Altare,19.91
Uyu,Altare,28.45
Vesper,Altare,35.71
Altare,Aruran,2.86
Astel,Aruran,17.73
Axel,Aruran,4.86
Dezmond,Aruran,3.1
Fuma,Aruran,36.18
Gamma,Aruran,27.69
Izuru,Aruran,26.63
Miyabi,Aruran,44.49
Oga,Aruran,30.58
Rikka,Aruran,35.24
Rio,Aruran,27.83
Roberu,Aruran,16.5
Shien,Aruran,38.62
Temma,Aruran,35.18
Uyu,Aruran,38.31
Vesper,Aruran,2.48
Altare,Astel,6.55
Aruran,Astel,19.47
Axel,Astel,10.55
Dezmond,Astel,7.1
Fuma,Astel,36.1
Gamma,Astel,25.24
Izuru,Astel,40.11
Miyabi,Astel,39.14
Oga,Astel,30.39
Rikka,Astel,42.95
Rio,Astel,36.89
Roberu,Astel,12.4
Shien,Astel,39.52
Temma,Astel,47.32
Uyu,Astel,41.21
Vesper,Astel,5.47
Altare,Axel,26.48
Aruran,Axel,9.4
Astel,Axel,18.57
Dezmond,Axel,31.15
Fuma,Axel,16.97
Gamma,Axel,14.6
Izuru,Axel,12.4
Miyabi,Axel,16.61
Oga,Axel,15.01
Rikka,Axel,18.14
Rio,Axel,30.07
Roberu,Axel,5.95
Shien,Axel,13.52
Temma,Axel,17.17
Uyu,Axel,22.63
Vesper,Axel,22.6
Altare,Dezmond,40.6
Aruran,Dezmond,10.84
Astel,Dezmond,22.58
Axel,Dezmond,56.28
Fuma,Dezmond,17.2
Gamma,Dezmond,15.42
Izuru,Dezmond,14.23
Miyabi,Dezmond,17.41
Oga,Dezmond,15.57
Rikka,Dezmond,18.8
Rio,Dezmond,34.24
Roberu,Dezmond,6.46
Shien,Dezmond,14.43
Temma,Dezmond,19.91
Uyu,Dezmond,26.8
Vesper,Dezmond,37.94
Altare,Fuma,1.92
Aruran,Fuma,14.51
Astel,Fuma,13.18
Axel,Fuma,3.52
Dezmond,Fuma,1.98
Gamma,Fuma,21.13
Izuru,Fuma,22.91
Miyabi,Fuma,28.35
Oga,Fuma,17.76
Rikka,Fuma,29.51
Rio,Fuma,27.91
Roberu,Fuma,7.37
Shien,Fuma,25.77
Temma,Fuma,26.7
Uyu,Fuma,36.54
Vesper,Fuma,1.4
Altare,Gamma,3.15
Aruran,Gamma,20.92
Astel,Gamma,17.36
Axel,Gamma,5.7
Dezmond,Gamma,3.33
Fuma,Gamma,39.78
Izuru,Gamma,24.91
Miyabi,Gamma,33.95
Oga,Gamma,27.02
Rikka,Gamma,30.17
Rio,Gamma,33.52
Roberu,Gamma,13.7
Shien,Gamma,32.98
Temma,Gamma,32.57
Uyu,Gamma,42.23
Vesper,Gamma,2.12
Altare,Izuru,2.33
Aruran,Izuru,14.36
Astel,Izuru,19.69
Axel,Izuru,3.46
Dezmond,Izuru,2.2
Fuma,Izuru,30.8
Gamma,Izuru,17.78
Miyabi,Izuru,35.22
Oga,Izuru,20.2
Rikka,Izuru,34.02
Rio,Izuru,25.66
Roberu,Izuru,8.46
Shien,Izuru,31.78
Temma,Izuru,34.73
Uyu,Izuru,29.08
Vesper,Izuru,1.41
Altare,Miyabi,1.79
Aruran,Miyabi,17.16
Astel,Miyabi,13.74
Axel,Miyabi,3.31
Dezmond,Miyabi,1.92
Fuma,Miyabi,27.27
Gamma,Miyabi,17.33
Izuru,Miyabi,25.2
Oga,Miyabi,21.14
Rikka,Miyabi,33.93
Rio,Miyabi,23.74
Roberu,Miyabi,8.18
Shien,Miyabi,31.18
Temma,Miyabi,37.66
Uyu,Miyabi,27.43
Vesper,Miyabi,1.34
Altare,Oga,1.96
Aruran,Oga,15.06
Astel,Oga,13.63
Axel,Oga,3.82
Dezmond,Oga,2.2
Fuma,Oga,21.81
Gamma,Oga,17.62
Izuru,Oga,18.46
Miyabi,Oga,27
Rikka,Oga,28.2
Rio,Oga,21.17
Roberu,Oga,9.94
Shien,Oga,33.88
Temma,Oga,26.11
Uyu,Oga,24.4
Vesper,Oga,1.73
Altare,Rikka,1.69
Aruran,Rikka,11.55
Astel,Rikka,12.82
Axel,Rikka,3.08
Dezmond,Rikka,1.76
Fuma,Rikka,24.12
Gamma,Rikka,13.09
Izuru,Rikka,20.69
Miyabi,Rikka,28.83
Oga,Rikka,18.76
Rio,Rikka,19.09
Roberu,Rikka,6.79
Shien,Rikka,28.55
Temma,Rikka,25.85
Uyu,Rikka,23.89
Vesper,Rikka,1.21
Altare,Rio,3.31
Aruran,Rio,10.69
Astel,Rio,12.9
Axel,Rio,5.98
Dezmond,Rio,3.77
Fuma,Rio,26.73
Gamma,Rio,17.05
Izuru,Rio,18.29
Miyabi,Rio,23.64
Oga,Rio,16.51
Rikka,Rio,22.37
Roberu,Rio,5.71
Shien,Rio,19.91
Temma,Rio,19.78
Uyu,Rio,31.86
Vesper,Rio,3.24
Altare,Roberu,3.53
Aruran,Roberu,34.07
Astel,Roberu,23.31
Axel,Roberu,6.36
Dezmond,Roberu,3.82
Fuma,Roberu,37.94
Gamma,Roberu,37.44
Izuru,Roberu,32.4
Miyabi,Roberu,43.77
Oga,Roberu,41.65
Rikka,Roberu,42.76
Rio,Roberu,30.71
Shien,Roberu,53.79
Temma,Roberu,45.89
Uyu,Roberu,36.41
Vesper,Roberu,2.9
Altare,Shien,1.66
Aruran,Shien,15.83
Astel,Shien,14.75
Axel,Shien,2.87
Dezmond,Shien,1.69
Fuma,Shien,26.34
Gamma,Shien,17.9
Izuru,Shien,24.17
Miyabi,Shien,33.15
Oga,Shien,28.21
Rikka,Shien,35.71
Rio,Shien,21.25
Roberu,Shien,10.68
Temma,Shien,31.92
Uyu,Shien,26.42
Vesper,Shien,1.27
Altare,Temma,2.45
Aruran,Temma,16.61
Astel,Temma,20.34
Axel,Temma,4.19
Dezmond,Temma,2.69
Fuma,Temma,31.41
Gamma,Temma,20.35
Izuru,Temma,30.4
Miyabi,Temma,46.09
Oga,Temma,25.02
Rikka,Temma,37.22
Rio,Temma,24.3
Roberu,Temma,10.49
Shien,Temma,36.74
Uyu,Temma,35.02
Vesper,Temma,1.83
Altare,Uyu,1.81
Aruran,Uyu,9.33
Astel,Uyu,9.14
Axel,Uyu,2.85
Dezmond,Uyu,1.87
Fuma,Uyu,22.2
Gamma,Uyu,13.62
Izuru,Uyu,13.14
Miyabi,Uyu,17.33
Oga,Uyu,12.07
Rikka,Uyu,17.76
Rio,Uyu,20.21
Roberu,Uyu,4.3
Shien,Uyu,15.7
Temma,Uyu,18.08
Vesper,Uyu,1.4
Altare,Vesper,39.62
Aruran,Vesper,10.57
Astel,Vesper,21.21
Axel,Vesper,49.76
Dezmond,Vesper,46.24
Fuma,Vesper,14.9
Gamma,Vesper,11.95
Izuru,Vesper,11.14
Miyabi,Vesper,14.78
Oga,Vesper,14.95
Rikka,Vesper,15.7
Rio,Vesper,35.93
Roberu,Vesper,5.98
Shien,Vesper,13.22
Temma,Vesper,16.51
Uyu,Vesper,24.4
