from,to,value
Aki,Aki,
AZki,Aki,32.25
Botan,Aki,27.44
Chloe,Aki,23.97
Choco,Aki,44.26
Flare,Aki,29.68
Fubuki,Aki,26.03
Iroha,Aki,31.81
Kanata,Aki,21.88
Korone,Aki,21.09
Koyori,Aki,19.53
Lamy,Aki,24.59
Laplus,Aki,29.42
Lui,Aki,29.31
Luna,Aki,30.23
Marine,Aki,23.16
Matsuri,Aki,30.22
Mel,Aki,48.26
Miko,Aki,18.41
Mio,Aki,32.51
Nene,Aki,28.04
Noel,Aki,24.81
Okayu,Aki,24.74
Pekora,Aki,17.05
Polka,Aki,32.42
Roboco,Aki,48.31
Shion,Aki,23.77
Sora,Aki,33.34
Subaru,Aki,21.06
Suisei,Aki,22.05
Towa,Aki,29.04
Watame,Aki,24.82
Aki,AZki,30.36
Botan,AZki,22.72
Chloe,AZki,23.12
Choco,AZki,32.79
Flare,AZki,23.72
Fubuki,AZki,22.47
Iroha,AZki,30.45
Kanata,AZki,21.97
Korone,AZki,16.2
Koyori,AZki,17.64
Lamy,AZki,22.35
Laplus,AZki,24.77
Lui,AZki,23.65
Luna,AZki,23.61
Marine,AZki,21.13
Matsuri,AZki,27.29
Mel,AZki,37.1
Miko,AZki,15.87
Mio,AZki,29.64
Nene,AZki,23.4
Noel,AZki,21.54
Okayu,AZki,20.94
Pekora,AZki,15.52
Polka,AZki,27.86
Roboco,AZki,36.68
Shion,AZki,24.09
Sora,AZki,30.04
Subaru,AZki,17.45
Suisei,AZki,22.76
Towa,AZki,23.78
Watame,AZki,22.47
Aki,Botan,18.16
AZki,Botan,15.97
Chloe,Botan,12.84
Choco,Botan,31.2
Flare,Botan,18.28
Fubuki,Botan,16.36
Iroha,Botan,17.05
Kanata,Botan,13.87
Korone,Botan,14.57
Koyori,Botan,10.92
Lamy,Botan,17.13
Laplus,Botan,15.08
Lui,Botan,18.39
Luna,Botan,16.76
Marine,Botan,14.02
Matsuri,Botan,15.91
Mel,Botan,18.14
Miko,Botan,10.8
Mio,Botan,19.38
Nene,Botan,17.3
Noel,Botan,15.56
Okayu,Botan,16.3
Pekora,Botan,10.12
Polka,Botan,21.13
Roboco,Botan,19.34
Shion,Botan,14.5
Sora,Botan,15.49
Subaru,Botan,12.98
Suisei,Botan,14.34
Towa,Botan,16.05
Watame,Botan,14.4
Aki,Chloe,27.33
AZki,Chloe,28.01
Botan,Chloe,22.12
Choco,Chloe,33.55
Flare,Chloe,24.5
Fubuki,Chloe,24.35
Iroha,Chloe,36.29
Kanata,Chloe,23.85
Korone,Chloe,17.7
Koyori,Chloe,21.65
Lamy,Chloe,27.4
Laplus,Chloe,35.37
Lui,Chloe,25.33
Luna,Chloe,23.61
Marine,Chloe,25.35
Matsuri,Chloe,30.1
Mel,Chloe,41.93
Miko,Chloe,18.1
Mio,Chloe,28.17
Nene,Chloe,28.2
Noel,Chloe,27.44
Okayu,Chloe,23.24
Pekora,Chloe,17.66
Polka,Chloe,28.6
Roboco,Chloe,38.72
Shion,Chloe,31.51
Sora,Chloe,26.29
Subaru,Chloe,18.49
Suisei,Chloe,23.47
Towa,Chloe,27.54
Watame,Chloe,21.44
Aki,Choco,9.04
AZki,Choco,7.11
Botan,Choco,9.63
Chloe,Choco,6.01
Flare,Choco,7.83
Fubuki,Choco,6.47
Iroha,Choco,7.8
Kanata,Choco,5.22
Korone,Choco,4.93
Koyori,Choco,4.27
Lamy,Choco,7
Laplus,Choco,7.57
Lui,Choco,8.49
Luna,Choco,7.61
Marine,Choco,5.73
Matsuri,Choco,8.89
Mel,Choco,12.66
Miko,Choco,4.02
Mio,Choco,8.72
Nene,Choco,6.76
Noel,Choco,7.6
Okayu,Choco,6.93
Pekora,Choco,3.73
Polka,Choco,8.63
Roboco,Choco,11.56
Shion,Choco,6.61
Sora,Choco,6.86
Subaru,Choco,4.75
Suisei,Choco,5.92
Towa,Choco,7.02
Watame,Choco,5.97
Aki,Flare,26.26
AZki,Flare,22.29
Botan,Flare,24.44
Chloe,Flare,19.01
Choco,Flare,33.93
Fubuki,Flare,23.06
Iroha,Flare,26.26
Kanata,Flare,24.28
Korone,Flare,17.54
Koyori,Flare,15.61
Lamy,Flare,21.72
Laplus,Flare,19.02
Lui,Flare,25.14
Luna,Flare,25.01
Marine,Flare,19.39
Matsuri,Flare,23.29
Mel,Flare,27.84
Miko,Flare,15.16
Mio,Flare,26.67
Nene,Flare,20.67
Noel,Flare,27.71
Okayu,Flare,20.68
Pekora,Flare,14.09
Polka,Flare,28.7
Roboco,Flare,29.88
Shion,Flare,18.86
Sora,Flare,22.23
Subaru,Flare,16.35
Suisei,Flare,18.63
Towa,Flare,21.25
Watame,Flare,20.98
Aki,Fubuki,30.9
AZki,Fubuki,28.34
Botan,Fubuki,29.34
Chloe,Fubuki,25.35
Choco,Fubuki,37.6
Flare,Fubuki,30.94
Iroha,Fubuki,36.29
Kanata,Fubuki,24.09
Korone,Fubuki,21.92
Koyori,Fubuki,21.02
Lamy,Fubuki,26.78
Laplus,Fubuki,29.06
Lui,Fubuki,28.55
Luna,Fubuki,27.04
Marine,Fubuki,24.2
Matsuri,Fubuki,31.05
Mel,Fubuki,35.15
Miko,Fubuki,19.36
Mio,Fubuki,40.78
Nene,Fubuki,25.8
Noel,Fubuki,25.53
Okayu,Fubuki,32.03
Pekora,Fubuki,18.17
Polka,Fubuki,34.66
Roboco,Fubuki,35.57
Shion,Fubuki,25.71
Sora,Fubuki,27.75
Subaru,Fubuki,22.52
Suisei,Fubuki,25.61
Towa,Fubuki,28.61
Watame,Fubuki,27.56
Aki,Iroha,19.77
AZki,Iroha,20.1
Botan,Iroha,16
Chloe,Iroha,19.77
Choco,Iroha,23.72
Flare,Iroha,18.44
Fubuki,Iroha,18.99
Kanata,Iroha,17.57
Korone,Iroha,12.88
Koyori,Iroha,13.95
Lamy,Iroha,18.07
Laplus,Iroha,23.36
Lui,Iroha,20.18
Luna,Iroha,16.71
Marine,Iroha,17.1
Matsuri,Iroha,17.83
Mel,Iroha,25.13
Miko,Iroha,11.5
Mio,Iroha,22.95
Nene,Iroha,16.86
Noel,Iroha,18.31
Okayu,Iroha,21
Pekora,Iroha,11.27
Polka,Iroha,22.64
Roboco,Iroha,23.6
Shion,Iroha,20.47
Sora,Iroha,18.27
Subaru,Iroha,12.92
Suisei,Iroha,15.75
Towa,Iroha,18.87
Watame,Iroha,15.35
Aki,Kanata,22.49
AZki,Kanata,24
Botan,Kanata,21.55
Chloe,Kanata,21.51
Choco,Kanata,26.28
Flare,Kanata,28.21
Fubuki,Kanata,20.86
