from,to,value
Anya,Anya,
Iofi,Anya,26.94
Kaela,Anya,16.09
Kobo,Anya,7.82
Moona,Anya,18.12
Ollie,Anya,17.79
Reine,Anya,28.61
Risu,Anya,25.53
Zeta,Anya,23.51
Anya,Iofi,22.43
Kaela,Iofi,12.9
Kobo,Iofi,7.83
Moona,Iofi,18.46
Ollie,Iofi,16.5
Reine,Iofi,22.58
Risu,Iofi,30.01
Zeta,Iofi,18.91
Anya,Kaela,38.37
Iofi,Kaela,36.96
Kobo,Kaela,15.92
Moona,Kaela,31.58
Ollie,Kaela,29.68
Reine,Kaela,38.7
Risu,Kaela,40.39
Zeta,Kaela,36.19
Anya,Kobo,23.88
Iofi,Kobo,28.72
Kaela,Kobo,20.4
Moona,Kobo,28.13
Ollie,Kobo,22.09
Reine,Kobo,28.59
Risu,Kobo,33.06
Zeta,Kobo,30.57
Anya,Moona,26.52
Iofi,Moona,32.45
Kaela,Moona,19.38
Kobo,Moona,13.47
Ollie,Moona,21.33
Reine,Moona,29.88
Risu,Moona,33.1
Zeta,Moona,24.73
Anya,Ollie,32.96
Iofi,Ollie,36.73
Kaela,Ollie,23.07
Kobo,Ollie,13.4
Moona,Ollie,27.02
Reine,Ollie,41.37
Risu,Ollie,34.04
Zeta,Ollie,31.28
Anya,Reine,22.81
Iofi,Reine,21.63
Kaela,Reine,12.94
Kobo,Reine,7.46
Moona,Reine,16.29
Ollie,Reine,17.8
Risu,Reine,21.88
Zeta,Reine,20.28
Anya,Risu,19.04
Iofi,Risu,26.89
Kaela,Risu,12.64
Kobo,Risu,8.07
Moona,Risu,16.87
Ollie,Risu,13.7
Reine,Risu,20.47
Zeta,Risu,17.14
Anya,Zeta,21.19
Iofi,Zeta,20.47
Kaela,Zeta,13.68
Kobo,Zeta,9.02
Moona,Zeta,15.23
Ollie,Zeta,15.21
Reine,Zeta,22.92
Risu,Zeta,20.71
