from,to,value
Aki,Aki,
Aqua,Aki,6.08
Ayame,Aki,8.53
AZki,Aki,9.56
Botan,Aki,6.89
Chloe,Aki,5.61
Choco,Aki,18.05
Flare,Aki,14.3
Fubuki,Aki,6.97
Haato,Aki,7.79
Iroha,Aki,12.18
Kanata,Aki,7.42
Korone,Aki,8.46
Koyori,Aki,7.03
Lamy,Aki,7.53
Laplus,Aki,5.37
Lui,Aki,8.67
Luna,Aki,9.82
Marine,Aki,8.09
Matsuri,Aki,12.54
Mel,Aki,13.66
Miko,Aki,7.55
Mio,Aki,9.29
Nene,Aki,8.77
Noel,Aki,9.03
Okayu,Aki,5.56
Pekora,Aki,4.57
Polka,Aki,14.63
Roboco,Aki,21.55
Shion,Aki,6.6
Sora,Aki,10.05
Subaru,Aki,5.16
Suisei,Aki,4.61
Towa,Aki,6.72
Watame,Aki,7.69
Aki,Aqua,5.94
Ayame,Aqua,13.82
AZki,Aqua,6.66
Botan,Aqua,5.38
Chloe,Aqua,9.18
Choco,Aqua,9.58
Flare,Aqua,7.17
Fubuki,Aqua,7.24
Haato,Aqua,7.9
Iroha,Aqua,9.77
Kanata,Aqua,8.23
Korone,Aqua,6.96
Koyori,Aqua,7.84
Lamy,Aqua,8.52
Laplus,Aqua,7.86
Lui,Aqua,6.31
Luna,Aqua,7.3
Marine,Aqua,11.97
Matsuri,Aqua,9.17
Mel,Aqua,11.48
Miko,Aqua,9.12
Mio,Aqua,9.01
Nene,Aqua,7.18
Noel,Aqua,7.31
Okayu,Aqua,8.13
Pekora,Aqua,7.22
Polka,Aqua,9.21
Roboco,Aqua,8.9
Shion,Aqua,22.75
Sora,Aqua,7.17
Subaru,Aqua,5.07
Suisei,Aqua,10.6
Towa,Aqua,8.87
Watame,Aqua,5.68
Aki,Ayame,3.05
Aqua,Ayame,5.05
AZki,Ayame,2.91
Botan,Ayame,2.95
Chloe,Ayame,2.73
Choco,Ayame,3.17
Flare,Ayame,3.14
Fubuki,Ayame,2.95
Haato,Ayame,2.06
Iroha,Ayame,4.53
Kanata,Ayame,2.54
Korone,Ayame,2.2
Koyori,Ayame,1.81
Lamy,Ayame,2.53
Laplus,Ayame,3.47
Lui,Ayame,2.12
Luna,Ayame,2.15
Marine,Ayame,2.31
Matsuri,Ayame,3.43
Mel,Ayame,3.3
Miko,Ayame,2.44
Mio,Ayame,4.15
Nene,Ayame,2.08
Noel,Ayame,2.01
Okayu,Ayame,2.58
Pekora,Ayame,1.76
Polka,Ayame,3.04
Roboco,Ayame,3.49
Shion,Ayame,6.18
Sora,Ayame,2.43
Subaru,Ayame,1.83
Suisei,Ayame,3.23
Towa,Ayame,3.4
Watame,Ayame,1.73
Aki,AZki,4.16
Aqua,AZki,2.96
Ayame,AZki,3.53
Botan,AZki,4.79
Chloe,AZki,3.66
Choco,AZki,5.01
Flare,AZki,4.39
Fubuki,AZki,3.43
Haato,AZki,5.23
Iroha,AZki,21.1
Kanata,AZki,3.46
Korone,AZki,2.64
Koyori,AZki,3.05
Lamy,AZki,2.62
Laplus,AZki,3.87
Lui,AZki,4.75
Luna,AZki,3.86
Marine,AZki,2.83
Matsuri,AZki,4.71
Mel,AZki,8.63
Miko,AZki,2.84
Mio,AZki,4.56
Nene,AZki,4.41
Noel,AZki,3.05
Okayu,AZki,3.18
Pekora,AZki,1.87
Polka,AZki,4.55
Roboco,AZki,4.41
Shion,AZki,2.53
Sora,AZki,11.86
Subaru,AZki,1.6
Suisei,AZki,11.98
Towa,AZki,5.17
Watame,AZki,4.8
Aki,Botan,5.52
Aqua,Botan,4.41
Ayame,Botan,6.62
AZki,Botan,8.84
Chloe,Botan,6.02
Choco,Botan,9.36
Flare,Botan,8.45
Fubuki,Botan,6.21
Haato,Botan,5.17
Iroha,Botan,6.66
Kanata,Botan,5.9
Korone,Botan,5.85
Koyori,Botan,5.16
Lamy,Botan,7.84
Laplus,Botan,6.24
Lui,Botan,9.06
Luna,Botan,6.61
Marine,Botan,6.51
Matsuri,Botan,6.3
Mel,Botan,8.13
Miko,Botan,6.49
Mio,Botan,9.01
Nene,Botan,8.74
Noel,Botan,5.47
Okayu,Botan,5.2
Pekora,Botan,4.47
Polka,Botan,11.65
Roboco,Botan,8.65
Shion,Botan,4.63
Sora,Botan,6.38
Subaru,Botan,4.71
Suisei,Botan,10.14
Towa,Botan,8.7
Watame,Botan,6.26
Aki,Chloe,9.52
Aqua,Chloe,15.91
Ayame,Chloe,12.94
AZki,Chloe,14.29
Botan,Chloe,12.72
Choco,Chloe,20.04
Flare,Chloe,14
Fubuki,Chloe,11.76
Haato,Chloe,15.46
Iroha,Chloe,19.12
Kanata,Chloe,15.29
Korone,Chloe,11.18
Koyori,Chloe,16.73
Lamy,Chloe,17.07
Laplus,Chloe,20.22
Lui,Chloe,17.63
Luna,Chloe,13.14
Marine,Chloe,16.91
Matsuri,Chloe,16.09
Mel,Chloe,18.28
Miko,Chloe,13.47
Mio,Chloe,14.12
Nene,Chloe,16.01
Noel,Chloe,14.21
Okayu,Chloe,12.42
Pekora,Chloe,11.46
Polka,Chloe,18.16
Roboco,Chloe,17.8
Shion,Chloe,29.35
Sora,Chloe,13.61
Subaru,Chloe,9.26
Suisei,Chloe,11.06
Towa,Chloe,11.97
Watame,Chloe,11.58
Aki,Choco,12.89
Aqua,Choco,6.99
Ayame,Choco,6.32
AZki,Choco,8.23
Botan,Choco,8.33
Chloe,Choco,8.44
Flare,Choco,10.9
Fubuki,Choco,6.99
Haato,Choco,10.18
Iroha,Choco,7.51
Kanata,Choco,8.05
Korone,Choco,6.91
Koyori,Choco,7.4
Lamy,Choco,8.98
Laplus,Choco,6.35
Lui,Choco,11.82
Luna,Choco,10.68
Marine,Choco,9.06
Matsuri,Choco,11.93
Mel,Choco,16.71
Miko,Choco,7.43
Mio,Choco,11.63
Nene,Choco,8.85
Noel,Choco,10.3
Okayu,Choco,6.57
Pekora,Choco,5.29
Polka,Choco,14.47
Roboco,Choco,16.06
Shion,Choco,6.88
Sora,Choco,11.18
Subaru,Choco,6.49
Suisei,Choco,7.37
Towa,Choco,7.65
Watame,Choco,7.54
Aki,Flare,20.57
Aqua,Flare,10.54
Ayame,Flare,12.65
AZki,Flare,14.53
Botan,Flare,15.15
Chloe,Flare,11.88
Choco,Flare,21.96
Fubuki,Flare,15.84
Haato,Flare,12.57
Iroha,Flare,17.28
Kanata,Flare,14.8
Korone,Flare,11.82
Koyori,Flare,12.47
Lamy,Flare,14.79
Laplus,Flare,10.23
Lui,Flare,16.17
Luna,Flare,14.23
Marine,Flare,14.77
Matsuri,Flare,18.1
Mel,Flare,16.35
Miko,Flare,14.31
Mio,Flare,18.84
Nene,Flare,13.9
Noel,Flare,16.34
Okayu,Flare,12.53
Pekora,Flare,9.14
Polka,Flare,28.02
Roboco,Flare,23.88
Shion,Flare,9.69
Sora,Flare,16.54
Subaru,Flare,9.11
Suisei,Flare,24.88
Towa,Flare,12.73
Watame,Flare,13.56
Aki,Fubuki,18.88
Aqua,Fubuki,20.05
Ayame,Fubuki,22.35
AZki,Fubuki,21.43
Botan,Fubuki,20.98
Chloe,Fubuki,18.8
Choco,Fubuki,26.53
Flare,Fubuki,29.84
Haato,Fubuki,18.52
Iroha,Fubuki,21.1
Kanata,Fubuki,21.55
Korone,Fubuki,19.57
Koyori,Fubuki,19.78
Lamy,Fubuki,20.25
Laplus,Fubuki,17.79
Lui,Fubuki,20.15
Luna,Fubuki,19.93
Marine,Fubuki,19.54
Matsuri,Fubuki,28.32
Mel,Fubuki,29.1
