from,to,value
Dooby,Dooby,
Nimi,Dooby,9.93
Rica,Dooby,4.82
Sakuna,Dooby,1.34
Dooby,Nimi,29.87
Rica,Nimi,5.67
Sakuna,Nimi,1.76
Dooby,Rica,1.46
Nimi,Rica,0.57
Sakuna,Rica,3.3
Dooby,Sakuna,1.69
Nimi,Sakuna,0.74
Rica,Sakuna,13.83
