from,to,value
Altare,Altare,
Aruran,Altare,10.47
Astel,Altare,17.74
Axel,Altare,57
Dezmond,Altare,47.22
Fuma,Altare,18.16
Gamma,Altare,18.81
Izuru,Altare,6.54
Miyabi,Altare,13.22
Oga,Altare,10.75
Rikka,Altare,14.8
Rio,Altare,18.55
Roberu,Altare,8.47
Shien,Altare,11.36
Temma,Altare,14.11
Uyu,Altare,19.44
Vesper,Altare,39.25
Altare,Aruran,2.89
Astel,Aruran,17.09
Axel,Aruran,4.21
Dezmond,Aruran,2.44
Fuma,Aruran,21.05
Gamma,Aruran,21.48
Izuru,Aruran,37.38
Miyabi,Aruran,48.56
Oga,Aruran,27.79
Rikka,Aruran,36.56
Rio,Aruran,22.83
Roberu,Aruran,17.8
Shien,Aruran,40.99
Temma,Aruran,45.47
Uyu,Aruran,28.47
Vesper,Aruran,2.17
Altare,Astel,6.01
Aruran,Astel,20.94
Axel,Astel,8.15
Dezmond,Astel,5.37
Fuma,Astel,28.06
Gamma,Astel,23.23
Izuru,Astel,40.19
Miyabi,Astel,31.25
Oga,Astel,17.04
Rikka,Astel,25.38
Rio,Astel,23.09
Roberu,Astel,13.42
Shien,Astel,25.43
Temma,Astel,28.42
Uyu,Astel,29.51
Vesper,Astel,4.25
Altare,Axel,38.66
Aruran,Axel,10.34
Astel,Axel,16.32
Dezmond,Axel,36.27
Fuma,Axel,17.06
Gamma,Axel,16.44
Izuru,Axel,7.48
Miyabi,Axel,12.74
Oga,Axel,11.76
Rikka,Axel,14.8
Rio,Axel,17.51
Roberu,Axel,9.6
Shien,Axel,12.84
Temma,Axel,13.05
Uyu,Axel,15.62
Vesper,Axel,28.85
Altare,Dezmond,57.44
Aruran,Dezmond,10.74
Astel,Dezmond,19.28
Axel,Dezmond,65.04
Fuma,Dezmond,18.98
Gamma,Dezmond,19.22
Izuru,Dezmond,7.48
Miyabi,Dezmond,14.18
Oga,Dezmond,11.36
Rikka,Dezmond,14.5
Rio,Dezmond,18.16
Roberu,Dezmond,9.18
Shien,Dezmond,11.36
Temma,Dezmond,13.47
Uyu,Dezmond,18.4
Vesper,Dezmond,44.24
Altare,Fuma,4.9
Aruran,Fuma,20.54
Astel,Fuma,22.34
Axel,Fuma,6.78
Dezmond,Fuma,4.21
Gamma,Fuma,30.11
Izuru,Fuma,38.32
Miyabi,Fuma,29.33
Oga,Fuma,21.1
Rikka,Fuma,34.14
Rio,Fuma,34.89
Roberu,Fuma,12.29
Shien,Fuma,28.64
Temma,Fuma,29.05
Uyu,Fuma,43.4
Vesper,Fuma,3.17
Altare,Gamma,6.79
Aruran,Gamma,28.05
Astel,Gamma,24.75
Axel,Gamma,8.75
Dezmond,Gamma,5.7
Fuma,Gamma,40.3
Izuru,Gamma,38.32
Miyabi,Gamma,37.26
Oga,Gamma,29.01
Rikka,Gamma,33.84
Rio,Gamma,38.39
Roberu,Gamma,19.35
Shien,Gamma,36.3
Temma,Gamma,40
Uyu,Gamma,46.88
Vesper,Gamma,4.4
Altare,Izuru,0.26
Aruran,Izuru,5.37
Astel,Izuru,4.71
Axel,Izuru,0.44
Dezmond,Izuru,0.24
Fuma,Izuru,5.64
Gamma,Izuru,4.21
Miyabi,Izuru,8.65
Oga,Izuru,3.45
Rikka,Izuru,9.67
Rio,Izuru,4.67
Roberu,Izuru,3.18
Shien,Izuru,6.91
Temma,Izuru,8.42
Uyu,Izuru,6.6
Vesper,Izuru,0.25
Altare,Miyabi,2.04
Aruran,Miyabi,27.11
Astel,Miyabi,14.24
Axel,Miyabi,2.9
Dezmond,Miyabi,1.8
Fuma,Miyabi,16.78
Gamma,Miyabi,15.93
Izuru,Miyabi,33.64
Oga,Miyabi,17.65
Rikka,Miyabi,32.33
Rio,Miyabi,17.64
Roberu,Miyabi,9.68
Shien,Miyabi,32.59
Temma,Miyabi,45.26
Uyu,Miyabi,25.69
Vesper,Miyabi,1.37
Altare,Oga,1.97
Aruran,Oga,18.39
Astel,Oga,9.2
Axel,Oga,3.17
Dezmond,Oga,1.71
Fuma,Oga,14.31
Gamma,Oga,14.7
Izuru,Oga,15.89
Miyabi,Oga,20.91
Rikka,Oga,19.94
Rio,Oga,15.56
Roberu,Oga,9.46
Shien,Oga,30.86
Temma,Oga,26.53
Uyu,Oga,16.67
Vesper,Oga,1.77
Altare,Rikka,1.82
Aruran,Rikka,16.24
Astel,Rikka,9.2
Axel,Rikka,2.68
Dezmond,Rikka,1.46
Fuma,Rikka,15.54
Gamma,Rikka,11.51
Izuru,Rikka,29.91
Miyabi,Rikka,25.72
Oga,Rikka,13.39
Rio,Rikka,13.88
Roberu,Rikka,7.2
Shien,Rikka,23.21
Temma,Rikka,22.53
Uyu,Rikka,16.67
Vesper,Rikka,1.17
Altare,Rio,5.31
Aruran,Rio,23.62
Astel,Rio,19.5
Axel,Rio,7.39
Dezmond,Rio,4.27
Fuma,Rio,37
Gamma,Rio,30.42
Izuru,Rio,33.64
Miyabi,Rio,32.69
Oga,Rio,24.34
Rikka,Rio,32.33
Roberu,Rio,12.08
Shien,Rio,28.89
Temma,Rio,32.42
Uyu,Rio,49.65
Vesper,Rio,3.5
Altare,Roberu,4.45
Aruran,Roberu,33.83
Astel,Roberu,20.81
Axel,Roberu,7.44
Dezmond,Roberu,3.97
Fuma,Roberu,23.93
Gamma,Roberu,28.16
Izuru,Roberu,42.06
Miyabi,Roberu,32.93
Oga,Roberu,27.18
Rikka,Roberu,30.82
Rio,Roberu,22.18
Shien,Roberu,35.8
Temma,Roberu,44.84
Uyu,Roberu,25.35
Vesper,Roberu,3.37
Altare,Shien,1.71
Aruran,Shien,22.28
Astel,Shien,11.28
Axel,Shien,2.84
Dezmond,Shien,1.4
Fuma,Shien,15.96
Gamma,Shien,15.11
Izuru,Shien,26.17
Miyabi,Shien,31.73
Oga,Shien,25.35
Rikka,Shien,28.4
Rio,Shien,15.18
Roberu,Shien,10.24
Temma,Shien,30.95
Uyu,Shien,23.61
Vesper,Shien,1.17
Altare,Temma,2.49
Aruran,Temma,28.99
Astel,Temma,14.79
Axel,Temma,3.39
Dezmond,Temma,1.95
Fuma,Temma,18.98
Gamma,Temma,19.53
Izuru,Temma,37.38
Miyabi,Temma,51.68
Oga,Temma,25.56
Rikka,Temma,32.33
Rio,Temma,19.97
Roberu,Temma,15.04
Shien,Temma,36.3
Uyu,Temma,25
Vesper,Temma,1.52
Altare,Uyu,2.08
Aruran,Uyu,11.01
Astel,Uyu,9.31
Axel,Uyu,2.46
Dezmond,Uyu,1.62
Fuma,Uyu,17.19
Gamma,Uyu,13.87
Izuru,Uyu,17.76
Miyabi,Uyu,17.79
