from,to,value
Aki,Aki,
Aqua,Aki,8.4
Ayame,Aki,5.29
AZki,Aki,14.69
Botan,Aki,8.45
Chloe,Aki,6.44
Choco,Aki,20.91
Flare,Aki,10.56
Fubuki,Aki,7.04
Haato,Aki,12.08
Iroha,Aki,7.42
Kanata,Aki,6.6
Korone,Aki,6.58
Koyori,Aki,6.21
Lamy,Aki,8.95
Laplus,Aki,8.1
Lui,Aki,9.48
Luna,Aki,11.13
Marine,Aki,7.74
Matsuri,Aki,10.68
Mel,Aki,16.25
Miko,Aki,5.85
Mio,Aki,9.74
Nene,Aki,9.82
Noel,Aki,9.4
Okayu,Aki,7.46
Pekora,Aki,4.81
Polka,Aki,10.95
Roboco,Aki,17.21
Shion,Aki,10.92
Sora,Aki,13.6
Subaru,Aki,5.9
Suisei,Aki,9.71
Towa,Aki,7.62
Watame,Aki,8.21
Aki,Aqua,13.34
Ayame,Aqua,12.16
AZki,Aqua,9.93
Botan,Aqua,6.5
Chloe,Aqua,9.2
Choco,Aqua,13.5
Flare,Aqua,8.12
Fubuki,Aqua,7.98
Haato,Aqua,10.37
Iroha,Aqua,8.99
Kanata,Aqua,7.76
Korone,Aqua,7.22
Koyori,Aqua,7.7
Lamy,Aqua,9.75
Laplus,Aqua,11.37
Lui,Aqua,8.32
Luna,Aqua,9.72
Marine,Aqua,9.18
Matsuri,Aqua,10.64
Mel,Aqua,10.61
Miko,Aqua,8.12
Mio,Aqua,10.02
Nene,Aqua,9.52
Noel,Aqua,8.02
Okayu,Aqua,7.95
Pekora,Aqua,7.19
Polka,Aqua,9.15
Roboco,Aqua,11.87
Shion,Aqua,30.33
Sora,Aqua,11.29
Subaru,Aqua,7.17
Suisei,Aqua,11.13
Towa,Aqua,11.66
Watame,Aqua,7.82
Aki,Ayame,2.89
Aqua,Ayame,4.18
AZki,Ayame,2.84
Botan,Ayame,2.02
Chloe,Ayame,2.59
Choco,Ayame,3.75
Flare,Ayame,2.6
Fubuki,Ayame,2.71
Haato,Ayame,2.41
Iroha,Ayame,2.91
Kanata,Ayame,1.97
Korone,Ayame,1.47
Koyori,Ayame,1.81
Lamy,Ayame,3.06
Laplus,Ayame,4.52
Lui,Ayame,1.89
Luna,Ayame,2.05
Marine,Ayame,2.19
Matsuri,Ayame,2.78
Mel,Ayame,3.84
Miko,Ayame,1.75
Mio,Ayame,3.03
Nene,Ayame,2.3
Noel,Ayame,2.29
Okayu,Ayame,2.22
Pekora,Ayame,1.52
Polka,Ayame,3.32
Roboco,Ayame,3.16
Shion,Ayame,6.6
Sora,Ayame,2.14
Subaru,Ayame,1.69
Suisei,Ayame,3.76
Towa,Ayame,2.49
Watame,Ayame,1.8
Aki,AZki,24.46
Aqua,AZki,10.42
Ayame,AZki,8.67
Botan,AZki,11.05
Chloe,AZki,10
Choco,AZki,19.88
Flare,AZki,11.76
Fubuki,AZki,11.65
Haato,AZki,12.24
Iroha,AZki,11.19
Kanata,AZki,9.35
Korone,AZki,7.96
Koyori,AZki,8.94
Lamy,AZki,10.95
Laplus,AZki,12.31
Lui,AZki,11.82
Luna,AZki,12.54
Marine,AZki,10.18
Matsuri,AZki,11.46
Mel,AZki,19.01
Miko,AZki,7.92
Mio,AZki,12.05
Nene,AZki,12.29
Noel,AZki,11.3
Okayu,AZki,9.05
Pekora,AZki,6.69
Polka,AZki,15.15
Roboco,AZki,18.19
Shion,AZki,11.79
Sora,AZki,19.92
Subaru,AZki,8.31
Suisei,AZki,18.93
Towa,AZki,9.75
Watame,AZki,10.19
Aki,Botan,20.53
Aqua,Botan,9.95
Ayame,Botan,9.01
AZki,Botan,16.13
Chloe,Botan,11.95
Choco,Botan,23.07
Flare,Botan,17.77
Fubuki,Botan,14.33
Haato,Botan,14.48
Iroha,Botan,13.63
Kanata,Botan,11.81
Korone,Botan,13.18
Koyori,Botan,11.88
Lamy,Botan,16.78
Laplus,Botan,14.17
Lui,Botan,19.48
Luna,Botan,14.71
Marine,Botan,13.12
Matsuri,Botan,15.62
Mel,Botan,14.49
Miko,Botan,10.63
Mio,Botan,17.21
Nene,Botan,18.44
Noel,Botan,13.62
Okayu,Botan,12.31
Pekora,Botan,9.78
Polka,Botan,17.86
Roboco,Botan,18.98
Shion,Botan,12.47
Sora,Botan,13.92
Subaru,Botan,11.72
Suisei,Botan,14.75
Towa,Botan,14.15
Watame,Botan,18.47
Aki,Chloe,23.36
Aqua,Chloe,21.03
Ayame,Chloe,17.23
AZki,Chloe,21.78
Botan,Chloe,17.83
Choco,Chloe,27.75
Flare,Chloe,21.64
Fubuki,Chloe,19.81
Haato,Chloe,24.27
Iroha,Chloe,29.82
Kanata,Chloe,21.26
Korone,Chloe,15.21
Koyori,Chloe,23.31
Lamy,Chloe,25.17
Laplus,Chloe,31.15
Lui,Chloe,25.49
Luna,Chloe,22.11
Marine,Chloe,21.36
Matsuri,Chloe,28.65
Mel,Chloe,28.31
Miko,Chloe,16.62
Mio,Chloe,22.09
Nene,Chloe,27.95
Noel,Chloe,23.35
Okayu,Chloe,18.71
Pekora,Chloe,16.43
Polka,Chloe,21.62
Roboco,Chloe,26.37
Shion,Chloe,25.81
Sora,Chloe,21.2
Subaru,Chloe,14.05
Suisei,Chloe,21.88
Towa,Chloe,16.36
Watame,Chloe,18.47
Aki,Choco,27.41
Aqua,Choco,11.15
Ayame,Choco,9.01
AZki,Choco,15.65
Botan,Choco,12.44
Chloe,Choco,10.03
Flare,Choco,16.1
Fubuki,Choco,9.93
Haato,Choco,14.48
Iroha,Choco,11.68
Kanata,Choco,8.92
Korone,Choco,8.17
Koyori,Choco,8.65
Lamy,Choco,12.21
Laplus,Choco,16.67
Lui,Choco,13.69
Luna,Choco,15.29
Marine,Choco,12.12
Matsuri,Choco,14.59
Mel,Choco,23.25
Miko,Choco,7.93
Mio,Choco,15.13
Nene,Choco,12.58
Noel,Choco,14.47
Okayu,Choco,12.05
Pekora,Choco,7.1
Polka,Choco,16.2
Roboco,Choco,21.36
Shion,Choco,14.6
Sora,Choco,16.37
Subaru,Choco,9.26
Suisei,Choco,13.65
Towa,Choco,10.94
Watame,Choco,10.95
Aki,Flare,29.19
Aqua,Flare,14.14
Ayame,Flare,13.18
AZki,Flare,19.53
Botan,Flare,20.21
Chloe,Flare,16.49
Choco,Flare,33.94
Fubuki,Flare,16.93
Haato,Flare,18.65
Iroha,Flare,19.14
Kanata,Flare,16.21
Korone,Flare,14.28
Koyori,Flare,15.7
Lamy,Flare,20.32
Laplus,Flare,20.87
Lui,Flare,25.49
Luna,Flare,19.57
Marine,Flare,25.11
Matsuri,Flare,23.84
Mel,Flare,31.29
Miko,Flare,13.12
Mio,Flare,20.75
Nene,Flare,19.98
Noel,Flare,25.87
Okayu,Flare,16.61
Pekora,Flare,12.49
Polka,Flare,25.62
Roboco,Flare,23.67
Shion,Flare,18.05
Sora,Flare,19.68
Subaru,Flare,13.18
Suisei,Flare,18.93
Towa,Flare,13.79
Watame,Flare,19.15
Aki,Fubuki,19.36
Aqua,Fubuki,13.83
Ayame,Fubuki,13.63
AZki,Fubuki,19.23
Botan,Fubuki,16.21
Chloe,Fubuki,15.01
Choco,Fubuki,20.82
Flare,Fubuki,16.83
Haato,Fubuki,17.69
Iroha,Fubuki,19.08
Kanata,Fubuki,13.09
Korone,Fubuki,11.89
Koyori,Fubuki,13.09
Lamy,Fubuki,15.08
Laplus,Fubuki,20.25
Lui,Fubuki,15.16
Luna,Fubuki,15.2
Marine,Fubuki,14
Matsuri,Fubuki,22.63
Mel,Fubuki,18.83
Miko,Fubuki,11.78
Mio,Fubuki,18.59
Nene,Fubuki,16.18
Noel,Fubuki,15.39
Okayu,Fubuki,17.63
Pekora,Fubuki,9.91
Polka,Fubuki,23.54
Roboco,Fubuki,21.69
Shion,Fubuki,15.04
Sora,Fubuki,15.33
Subaru,Fubuki,10.18
Suisei,Fubuki,19.93
Towa,Fubuki,12.39
Watame,Fubuki,14.44
Aki,Haato,13.89
Aqua,Haato,7.51
Ayame,Haato,5.07
AZki,Haato,8.45
Botan,Haato,6.85
Chloe,Haato,7.69
Choco,Haato,12.71
Flare,Haato,7.76
Fubuki,Haato,7.4
Iroha,Haato,7.62
Kanata,Haato,6.9
Korone,Haato,6.52
Koyori,Haato,5.91
Lamy,Haato,7.17
Laplus,Haato,9.5
Lui,Haato,8.05
Luna,Haato,11.28
Marine,Haato,7
Matsuri,Haato,12.06
Mel,Haato,14.67
Miko,Haato,6.31
Mio,Haato,7.16
Nene,Haato,12.03
Noel,Haato,8.09
Okayu,Haato,6.11
Pekora,Haato,5.51
Polka,Haato,8.03
Roboco,Haato,13.84
Shion,Haato,9.46
Sora,Haato,10.81
Subaru,Haato,4.61
Suisei,Haato,7.94
Towa,Haato,6.65
Watame,Haato,8.83
Aki,Iroha,24.89
Aqua,Iroha,19.02
Ayame,Iroha,17.91
AZki,Iroha,22.55
Botan,Iroha,18.82
Chloe,Iroha,27.59
Choco,Iroha,29.91
Flare,Iroha,23.24
Fubuki,Iroha,23.3
Haato,Iroha,22.23
Kanata,Iroha,21.51
Korone,Iroha,14.79
Koyori,Iroha,22.37
Lamy,Iroha,22.61
Laplus,Iroha,31.46
Lui,Iroha,24.36
Luna,Iroha,23.61
Marine,Iroha,18.88
Matsuri,Iroha,27.08
Mel,Iroha,25.06
Miko,Iroha,16.66
Mio,Iroha,23.93
Nene,Iroha,26.34
Noel,Iroha,21.97
Okayu,Iroha,19.24
Pekora,Iroha,15.28
Polka,Iroha,25.42
Roboco,Iroha,26.1
Shion,Iroha,21.15
Sora,Iroha,27.66
Subaru,Iroha,14.56
Suisei,Iroha,23.41
Towa,Iroha,16.53
Watame,Iroha,20.3
Aki,Kanata,32.51
Aqua,Kanata,24.09
Ayame,Kanata,17.79
AZki,Kanata,27.65
Botan,Kanata,23.93
Chloe,Kanata,28.86
Choco,Kanata,33.52
Flare,Kanata,28.89
Fubuki,Kanata,23.46
Haato,Kanata,29.56
Iroha,Kanata,31.56
Korone,Kanata,23.12
Koyori,Kanata,26.98
Lamy,Kanata,30.54
Laplus,Kanata,30.69
