from,to,value
Aki,Aki,
AZki,Aki,33.73
Botan,Aki,28.9
Chloe,Aki,25.64
Choco,Aki,45.45
Flare,Aki,32.94
Fubuki,Aki,27.86
Iroha,Aki,35.03
Kanata,Aki,26.5
Korone,Aki,22.97
Koyori,Aki,22.47
Lamy,Aki,27.82
Laplus,Aki,28.76
Lui,Aki,32.45
Luna,Aki,32.81
Marine,Aki,24.12
Matsuri,Aki,29.13
Mel,Aki,47.18
Miko,Aki,20.82
Mio,Aki,33.59
Nene,Aki,30.79
Noel,Aki,26.05
Okayu,Aki,25.54
Pekora,Aki,18.58
Polka,Aki,33.68
Roboco,Aki,47.19
Shion,Aki,29.93
Sora,Aki,33.56
Subaru,Aki,23.83
Suisei,Aki,22.99
Towa,Aki,29.06
Watame,Aki,27.51
Aki,AZki,32.03
Botan,AZki,24.05
Chloe,AZki,24.36
Choco,AZki,35.87
Flare,AZki,27.3
Fubuki,AZki,24.5
Iroha,AZki,34.08
Kanata,AZki,25.56
Korone,AZki,18.07
Koyori,AZki,20.91
Lamy,AZki,26.21
Laplus,AZki,25.07
Lui,AZki,27.22
Luna,AZki,26.58
Marine,AZki,22.9
Matsuri,AZki,27.36
Mel,AZki,37.62
Miko,AZki,18.54
Mio,AZki,31.16
Nene,AZki,25.78
Noel,AZki,23.28
Okayu,AZki,21.83
Pekora,AZki,17.06
Polka,AZki,28.93
Roboco,AZki,37.42
Shion,AZki,30.73
Sora,AZki,30.32
Subaru,AZki,20.22
Suisei,AZki,23.23
Towa,AZki,24.58
Watame,AZki,24.75
Aki,Botan,20.83
AZki,Botan,18.25
Chloe,Botan,14.9
Choco,Botan,32.42
Flare,Botan,21.83
Fubuki,Botan,18.83
Iroha,Botan,21.28
Kanata,Botan,17.61
Korone,Botan,16.84
Koyori,Botan,13.71
Lamy,Botan,20.71
Laplus,Botan,16.33
Lui,Botan,21.94
Luna,Botan,19.96
Marine,Botan,15.83
Matsuri,Botan,17.09
Mel,Botan,21.47
Miko,Botan,13.14
Mio,Botan,21.77
Nene,Botan,20.49
Noel,Botan,17.68
Okayu,Botan,18.1
Pekora,Botan,11.97
Polka,Botan,23.15
Roboco,Botan,22.23
Shion,Botan,19.87
Sora,Botan,17.49
Subaru,Botan,15.99
Suisei,Botan,15.87
Towa,Botan,17.76
Watame,Botan,17.46
Aki,Chloe,31.1
AZki,Chloe,31.12
Botan,Chloe,25.08
Choco,Chloe,37.57
Flare,Chloe,29.2
Fubuki,Chloe,27.68
Iroha,Chloe,41.71
Kanata,Chloe,28.9
Korone,Chloe,21.04
Koyori,Chloe,25.96
Lamy,Chloe,32.07
Laplus,Chloe,35.78
Lui,Chloe,30.31
Luna,Chloe,28.03
Marine,Chloe,27.59
Matsuri,Chloe,31.82
Mel,Chloe,43.01
Miko,Chloe,21.56
Mio,Chloe,31.43
Nene,Chloe,31.73
Noel,Chloe,30.54
Okayu,Chloe,25.72
Pekora,Chloe,20.39
Polka,Chloe,31.92
Roboco,Chloe,40.32
Shion,Chloe,37.98
Sora,Chloe,28.44
Subaru,Chloe,22.85
Suisei,Chloe,25.46
Towa,Chloe,29.37
Watame,Chloe,25.43
Aki,Choco,11.75
AZki,Choco,9.76
Botan,Choco,11.63
Chloe,Choco,8
Flare,Choco,10.61
Fubuki,Choco,8.87
Iroha,Choco,11.6
Kanata,Choco,8.53
Korone,Choco,6.72
Koyori,Choco,6.39
Lamy,Choco,10.19
Laplus,Choco,9.47
Lui,Choco,11.87
Luna,Choco,10.7
Marine,Choco,7.59
Matsuri,Choco,10.92
Mel,Choco,15.44
Miko,Choco,5.82
Mio,Choco,11.55
Nene,Choco,9.58
Noel,Choco,9.74
Okayu,Choco,8.74
Pekora,Choco,5.28
Polka,Choco,11.5
Roboco,Choco,14.72
Shion,Choco,11.02
Sora,Choco,9.09
Subaru,Choco,7.06
Suisei,Choco,7.5
Towa,Choco,9.04
Watame,Choco,9.06
Aki,Flare,27.35
AZki,Flare,23.86
Botan,Flare,25.15
Chloe,Flare,19.99
Choco,Flare,34.09
Fubuki,Flare,23.48
Iroha,Flare,29.22
Kanata,Flare,27.05
Korone,Flare,18.26
Koyori,Flare,17.9
Lamy,Flare,24.8
Laplus,Flare,19.8
Lui,Flare,27.4
Luna,Flare,26.85
Marine,Flare,19.99
Matsuri,Flare,23.14
Mel,Flare,29.23
Miko,Flare,16.61
Mio,Flare,27.62
Nene,Flare,23.47
Noel,Flare,27.3
Okayu,Flare,20.91
Pekora,Flare,15.1
Polka,Flare,28.32
Roboco,Flare,30.09
Shion,Flare,25.68
Sora,Flare,22.22
Subaru,Flare,18.62
Suisei,Flare,19.26
Towa,Flare,21.47
Watame,Flare,22.7
Aki,Fubuki,33.7
AZki,Fubuki,31.21
Botan,Fubuki,31.61
Chloe,Fubuki,27.61
Choco,Fubuki,41.51
Flare,Fubuki,34.21
Iroha,Fubuki,40.36
Kanata,Fubuki,28.74
Korone,Fubuki,24.53
Koyori,Fubuki,24.79
Lamy,Fubuki,30.42
Laplus,Fubuki,29.92
Lui,Fubuki,32.87
Luna,Fubuki,31.09
Marine,Fubuki,26.22
Matsuri,Fubuki,31.88
Mel,Fubuki,37.63
Miko,Fubuki,22.37
Mio,Fubuki,41.6
Nene,Fubuki,29.83
Noel,Fubuki,27.85
Okayu,Fubuki,32.78
Pekora,Fubuki,20.34
Polka,Fubuki,36.27
Roboco,Fubuki,38.34
Shion,Fubuki,31.49
Sora,Fubuki,29.56
Subaru,Fubuki,25.9
Suisei,Fubuki,26.84
Towa,Fubuki,29.98
Watame,Fubuki,30.54
Aki,Iroha,21.5
AZki,Iroha,22.02
Botan,Iroha,18.12
Chloe,Iroha,21.1
Choco,Iroha,27.53
Flare,Iroha,21.6
Fubuki,Iroha,20.47
Kanata,Iroha,20.38
Korone,Iroha,14.29
Koyori,Iroha,16.53
Lamy,Iroha,21.01
Laplus,Iroha,22.96
Lui,Iroha,23.78
Luna,Iroha,19.99
Marine,Iroha,17.84
Matsuri,Iroha,19.7
Mel,Iroha,26.51
Miko,Iroha,13.6
Mio,Iroha,24.53
Nene,Iroha,19.45
Noel,Iroha,19.03
Okayu,Iroha,21.16
Pekora,Iroha,12.58
Polka,Iroha,23.21
Roboco,Iroha,25.13
Shion,Iroha,24.32
Sora,Iroha,19.34
Subaru,Iroha,15.43
Suisei,Iroha,16.74
Towa,Iroha,19.84
Watame,Iroha,18.24
Aki,Kanata,25.43
AZki,Kanata,25.83
Botan,Kanata,23.45
Chloe,Kanata,22.87
Choco,Kanata,31.68
Flare,Kanata,31.27
Fubuki,Kanata,22.8
Iroha,Kanata,31.87
Korone,Kanata,20.13
Koyori,Kanata,19.72
Lamy,Kanata,27.99
Laplus,Kanata,22.86
Lui,Kanata,27.01
Luna,Kanata,33.01
Marine,Kanata,22.31
Matsuri,Kanata,22.88
Mel,Kanata,29.82
Miko,Kanata,19.18
Mio,Kanata,26.51
Nene,Kanata,26.67
Noel,Kanata,26.95
Okayu,Kanata,22.19
Pekora,Kanata,17.21
Polka,Kanata,26.77
Roboco,Kanata,30.79
Shion,Kanata,31.89
Sora,Kanata,23.12
Subaru,Kanata,21.13
Suisei,Kanata,20.58
Towa,Kanata,22.04
Watame,Kanata,23.72
Aki,Korone,34.79
AZki,Korone,28.82
Botan,Korone,35.38
Chloe,Korone,26.27
Choco,Korone,39.37
Flare,Korone,33.3
Fubuki,Korone,30.71
Iroha,Korone,35.28
Kanata,Korone,31.77
Koyori,Korone,26.35
Lamy,Korone,34.34
Laplus,Korone,26.97
Lui,Korone,35.63
Luna,Korone,38.23
