from,to,value
Anya,Anya,
Iofi,Anya,25.59
Kaela,Anya,11.78
Kobo,Anya,7.21
Moona,Anya,23.3
Ollie,Anya,28.58
Reine,Anya,22.51
Risu,Anya,22.21
Zeta,Anya,16.21
Anya,Iofi,21.2
Kaela,Iofi,12.7
Kobo,Iofi,7.88
Moona,Iofi,27.01
Ollie,Iofi,23.69
Reine,Iofi,16.21
Risu,Iofi,32.46
Zeta,Iofi,16.12
Anya,Kaela,23.67
Iofi,Kaela,30.79
Kobo,Kaela,13.69
Moona,Kaela,35.46
Ollie,Kaela,25.98
Reine,Kaela,20.84
Risu,Kaela,35.66
Zeta,Kaela,26.24
Anya,Kobo,15.81
Iofi,Kobo,20.88
Kaela,Kobo,14.95
Moona,Kobo,27.49
Ollie,Kobo,18.47
Reine,Kobo,17.85
Risu,Kobo,20.9
Zeta,Kobo,18.9
Anya,Moona,17.4
Iofi,Moona,24.35
Kaela,Moona,13.18
Kobo,Moona,9.36
Ollie,Moona,18.05
Reine,Moona,16.4
Risu,Moona,21.97
Zeta,Moona,16.83
Anya,Ollie,38.45
Iofi,Ollie,38.48
Kaela,Ollie,17.4
Kobo,Ollie,11.32
Moona,Ollie,32.51
Reine,Ollie,28.65
Risu,Ollie,31.89
Zeta,Ollie,20.67
Anya,Reine,46.36
Iofi,Reine,40.27
Kaela,Reine,21.36
Kobo,Reine,16.75
Moona,Reine,45.22
Ollie,Reine,43.84
Risu,Reine,34.51
Zeta,Reine,28
Anya,Risu,13.91
Iofi,Risu,24.54
Kaela,Risu,11.11
Kobo,Risu,5.97
Moona,Risu,18.42
Ollie,Risu,14.84
Reine,Risu,10.5
Zeta,Risu,12.1
Anya,Zeta,18.84
Iofi,Zeta,22.61
Kaela,Zeta,15.18
Kobo,Zeta,10.01
Moona,Zeta,26.19
Ollie,Zeta,17.86
Reine,Zeta,15.81
Risu,Zeta,22.46
