from,to,value
Altare,Altare,
Aruran,Altare,12.1
Astel,Altare,26.35
Axel,Altare,47.39
Dezmond,Altare,40.3
Fuma,Altare,23.52
Gamma,Altare,18.29
Izuru,Altare,21.72
Miyabi,Altare,22.92
Oga,Altare,10.66
Rikka,Altare,18.71
Rio,Altare,26.77
Roberu,Altare,6.64
Shien,Altare,15.75
Temma,Altare,23.04
Uyu,Altare,24.84
Vesper,Altare,47.24
Altare,Aruran,4.15
Astel,Aruran,29.22
Axel,Aruran,5.55
Dezmond,Aruran,2.99
Fuma,Aruran,30.84
Gamma,Aruran,33.58
Izuru,Aruran,32.04
Miyabi,Aruran,44.41
Oga,Aruran,34.64
Rikka,Aruran,46.06
Rio,Aruran,25.45
Roberu,Aruran,21.13
Shien,Aruran,35.44
Temma,Aruran,49.16
Uyu,Aruran,35.62
Vesper,Aruran,4.21
Altare,Astel,5.86
Aruran,Astel,18.97
Axel,Astel,7.01
Dezmond,Astel,3.63
Fuma,Astel,28.79
Gamma,Astel,24.39
Izuru,Astel,53.44
Miyabi,Astel,43.27
Oga,Astel,17.71
Rikka,Astel,48.91
Rio,Astel,23.14
Roberu,Astel,13.16
Shien,Astel,31.01
Temma,Astel,45.95
Uyu,Astel,32.16
Vesper,Astel,5.1
Altare,Axel,44.13
Aruran,Axel,15.07
Astel,Axel,29.35
Dezmond,Axel,40.45
Fuma,Axel,27.44
Gamma,Axel,22.64
Izuru,Axel,23.23
Miyabi,Axel,25.6
Oga,Axel,14.89
Rikka,Axel,23.74
Rio,Axel,29.78
Roberu,Axel,8.66
Shien,Axel,17.31
Temma,Axel,24.58
Uyu,Axel,29.22
Vesper,Axel,46.24
Altare,Dezmond,47.89
Aruran,Dezmond,10.36
Astel,Dezmond,19.4
Axel,Dezmond,51.62
Fuma,Dezmond,18.37
Gamma,Dezmond,14.92
Izuru,Dezmond,12.47
Miyabi,Dezmond,17.67
Oga,Dezmond,10.19
Rikka,Dezmond,12.14
Rio,Dezmond,22.41
Roberu,Dezmond,5.99
Shien,Dezmond,11.81
Temma,Dezmond,15.36
Uyu,Dezmond,20.46
Vesper,Dezmond,60.83
Altare,Fuma,5.6
Aruran,Fuma,21.41
Astel,Fuma,30.79
Axel,Fuma,7.01
Dezmond,Fuma,3.68
Gamma,Fuma,35.45
Izuru,Fuma,40.75
Miyabi,Fuma,40.21
Oga,Fuma,20.69
Rikka,Fuma,45.73
Rio,Fuma,32.56
Roberu,Fuma,13.09
Shien,Fuma,32.65
Temma,Fuma,42.32
Uyu,Fuma,49.41
Vesper,Fuma,4.78
Altare,Gamma,6.27
Aruran,Gamma,33.55
Astel,Gamma,37.55
Axel,Gamma,8.33
Dezmond,Gamma,4.3
Fuma,Gamma,51.02
Izuru,Gamma,43.66
Miyabi,Gamma,51.86
Oga,Gamma,35.27
Rikka,Gamma,55.14
Rio,Gamma,40.63
Roberu,Gamma,21.91
Shien,Gamma,42.25
Temma,Gamma,52.37
Uyu,Gamma,56.86
Vesper,Gamma,5.47
Altare,Izuru,2.81
Aruran,Izuru,12.1
Astel,Izuru,31.1
Axel,Izuru,3.23
Dezmond,Izuru,1.36
Fuma,Izuru,22.18
Gamma,Izuru,16.5
Miyabi,Izuru,34.29
Oga,Izuru,11.44
Rikka,Izuru,43.11
Rio,Izuru,15.51
Roberu,Izuru,9.06
Shien,Izuru,23.22
Temma,Izuru,38.41
Uyu,Izuru,23.4
Vesper,Izuru,1.7
Altare,Miyabi,3.34
Aruran,Miyabi,18.89
Astel,Miyabi,28.35
Axel,Miyabi,4.01
Dezmond,Miyabi,2.17
Fuma,Miyabi,24.63
Gamma,Miyabi,22.07
Izuru,Miyabi,38.6
Oga,Miyabi,20.22
Rikka,Miyabi,43.65
Rio,Miyabi,20.06
Roberu,Miyabi,12.01
Shien,Miyabi,29.29
Temma,Miyabi,54.47
Uyu,Miyabi,30.85
Vesper,Miyabi,2.99
Altare,Oga,0.95
Aruran,Oga,8.98
Astel,Oga,7.07
Axel,Oga,1.42
Dezmond,Oga,0.76
Fuma,Oga,7.72
Gamma,Oga,9.15
Izuru,Oga,7.85
Miyabi,Oga,12.32
Rikka,Oga,12.36
Rio,Oga,7.22
Roberu,Oga,6.79
Shien,Oga,15.09
Temma,Oga,12.15
Uyu,Oga,9.54
Vesper,Oga,1.14
Altare,Rikka,2.38
Aruran,Rikka,17.1
Astel,Rikka,27.97
Axel,Rikka,3.25
Dezmond,Rikka,1.3
Fuma,Rikka,24.46
Gamma,Rikka,20.49
Izuru,Rikka,42.37
Miyabi,Rikka,38.11
Oga,Rikka,17.71
Rio,Rikka,17.68
Roberu,Rikka,10.92
Shien,Rikka,30.84
Temma,Rikka,44.55
Uyu,Rikka,27.58
Vesper,Rikka,1.81
Altare,Rio,10.17
Aruran,Rio,28.19
Astel,Rio,39.49
Axel,Rio,12.14
Dezmond,Rio,7.16
