from,to,value
Amelia,Amelia,
Baelz,Amelia,14.94
Bijou,Amelia,11.65
Calli,Amelia,11.71
Cecilia,Amelia,8.95
Fauna,Amelia,11.72
FuwaMoco,Amelia,7.88
Gigi,Amelia,11.59
IRyS,Amelia,11.99
Ina,Amelia,14.11
Kiara,Amelia,14.05
Kronii,Amelia,13.41
Mumei,Amelia,15.79
Nerissa,Amelia,10.77
Raora,Amelia,6.47
Shiori,Amelia,12.28
Amelia,Baelz,17.85
Bijou,Baelz,15.66
Calli,Baelz,15.71
Cecilia,Baelz,11.86
Fauna,Baelz,15.23
FuwaMoco,Baelz,10.89
Gigi,Baelz,16.98
IRyS,Baelz,20.57
Ina,Baelz,14.67
Kiara,Baelz,15.2
Kronii,Baelz,21.04
Mumei,Baelz,20.87
Nerissa,Baelz,16.33
Raora,Baelz,11.08
Shiori,Baelz,17.72
Amelia,Bijou,22.86
Baelz,Bijou,25.72
Calli,Bijou,17.42
Cecilia,Bijou,19.42
Fauna,Bijou,21.03
FuwaMoco,Bijou,17.09
Gigi,Bijou,26.52
IRyS,Bijou,20.69
Ina,Bijou,19.13
Kiara,Bijou,15.29
Kronii,Bijou,20.25
Mumei,Bijou,22.82
Nerissa,Bijou,22.15
Raora,Bijou,15.42
Shiori,Bijou,23.81
Amelia,Calli,26.6
Baelz,Calli,29.88
Bijou,Calli,20.17
Cecilia,Calli,13.04
Fauna,Calli,16.18
FuwaMoco,Calli,13.04
Gigi,Calli,15.93
IRyS,Calli,23.36
Ina,Calli,18.89
Kiara,Calli,28.11
Kronii,Calli,28.77
Mumei,Calli,18.31
Nerissa,Calli,24.51
Raora,Calli,16
Shiori,Calli,24.22
Amelia,Cecilia,14.21
Baelz,Cecilia,15.76
Bijou,Cecilia,15.71
Calli,Cecilia,9.11
Fauna,Cecilia,19
FuwaMoco,Cecilia,12.07
Gigi,Cecilia,38.47
IRyS,Cecilia,12.08
Ina,Cecilia,14.07
Kiara,Cecilia,14.29
Kronii,Cecilia,13.1
Mumei,Cecilia,17.21
Nerissa,Cecilia,15.91
Raora,Cecilia,15.14
Shiori,Cecilia,17.95
Amelia,Fauna,22.47
Baelz,Fauna,24.44
Bijou,Fauna,20.54
Calli,Fauna,13.66
Cecilia,Fauna,22.96
FuwaMoco,Fauna,13.34
Gigi,Fauna,23.13
IRyS,Fauna,19.3
Ina,Fauna,19.17
Kiara,Fauna,16.2
Kronii,Fauna,21.72
Mumei,Fauna,27.1
Nerissa,Fauna,20.78
Raora,Fauna,12.12
Shiori,Fauna,20.49
Amelia,FuwaMoco,17.99
Baelz,FuwaMoco,20.82
Bijou,FuwaMoco,19.89
Calli,FuwaMoco,13.12
Cecilia,FuwaMoco,17.38
Fauna,FuwaMoco,15.9
Gigi,FuwaMoco,21.25
IRyS,FuwaMoco,15.54
Ina,FuwaMoco,13.38
Kiara,FuwaMoco,14.08
Kronii,FuwaMoco,14.85
Mumei,FuwaMoco,17.97
Nerissa,FuwaMoco,19.53
Raora,FuwaMoco,17.69
Shiori,FuwaMoco,21.16
Amelia,Gigi,9.73
Baelz,Gigi,11.93
Bijou,Gigi,11.35
Calli,Gigi,5.89
Cecilia,Gigi,20.35
Fauna,Gigi,10.13
FuwaMoco,Gigi,7.81
IRyS,Gigi,6.93
Ina,Gigi,7.52
Kiara,Gigi,8.04
Kronii,Gigi,7.94
Mumei,Gigi,12.17
Nerissa,Gigi,9.82
Raora,Gigi,9.07
Shiori,Gigi,12.46
Amelia,IRyS,19.91
Baelz,IRyS,28.6
Bijou,IRyS,17.51
Calli,IRyS,17.08
Cecilia,IRyS,12.64
Fauna,IRyS,16.72
FuwaMoco,IRyS,11.3
Gigi,IRyS,13.7
Ina,IRyS,15.43
Kiara,IRyS,16.38
Kronii,IRyS,22.75
Mumei,IRyS,20.3
Nerissa,IRyS,16.75
Raora,IRyS,11.83
Shiori,IRyS,18.02
Amelia,Ina,17.26
Baelz,Ina,15.02
Bijou,Ina,11.92
Calli,Ina,10.17
Cecilia,Ina,10.84
Fauna,Ina,12.23
FuwaMoco,Ina,7.17
Gigi,Ina,10.95
IRyS,Ina,11.37
Kiara,Ina,11.21
Kronii,Ina,11.36
Mumei,Ina,13.69
