from,to,value
Anya,Anya,
Iofi,Anya,15.88
Kaela,Anya,4.45
Kobo,Anya,4.71
Moona,Anya,13.54
Ollie,Anya,10.33
Reine,Anya,15.25
Risu,Anya,8.44
Zeta,Anya,9.43
Anya,Iofi,12.64
Kaela,Iofi,4.67
Kobo,Iofi,6.14
Moona,Iofi,18.77
Ollie,Iofi,10.95
Reine,Iofi,10.17
Risu,Iofi,11.69
Zeta,Iofi,7.9
Anya,Kaela,13.3
Iofi,Kaela,17.53
Kobo,Kaela,9.86
Moona,Kaela,24.19
Ollie,Kaela,14.71
Reine,Kaela,15.4
Risu,Kaela,13.25
Zeta,Kaela,13.5
Anya,Kobo,5.42
Iofi,Kobo,8.87
Kaela,Kobo,3.79
Moona,Kobo,9.75
Ollie,Kobo,5.63
Reine,Kobo,5.37
Risu,Kobo,5.71
Zeta,Kobo,6.88
Anya,Moona,12.32
Iofi,Moona,21.44
Kaela,Moona,7.36
Kobo,Moona,7.71
Ollie,Moona,10.33
Reine,Moona,13.7
Risu,Moona,11.82
Zeta,Moona,9.55
Anya,Ollie,10.84
Iofi,Ollie,14.43
Kaela,Ollie,5.16
Kobo,Ollie,5.14
Moona,Ollie,11.91
Reine,Ollie,12.71
Risu,Ollie,8.44
Zeta,Ollie,8.28
Anya,Reine,17.73
Iofi,Reine,14.85
Kaela,Reine,5.99
Kobo,Reine,5.43
Moona,Reine,17.51
Ollie,Reine,14.08
Risu,Reine,8.83
Zeta,Reine,10.19
Anya,Risu,10.67
Iofi,Risu,18.56
Kaela,Risu,5.6
Kobo,Risu,6.29
Moona,Risu,16.43
Ollie,Risu,10.17
Reine,Risu,9.6
Zeta,Risu,9.17
Anya,Zeta,12.15
Iofi,Zeta,12.78
Kaela,Zeta,5.82
Kobo,Zeta,7.71
Moona,Zeta,13.54
Ollie,Zeta,10.17
Reine,Zeta,11.3
Risu,Zeta,9.35
