from,to,value
Amelia,Amelia,
Baelz,Amelia,20.82
Bijou,Amelia,17.99
Calli,Amelia,17.39
Fauna,Amelia,22.87
FuwaMoco,Amelia,16.22
Ina,Amelia,30.16
IRyS,Amelia,23.53
Kiara,Amelia,25.35
Kronii,Amelia,29.34
Mumei,Amelia,24.14
Nerissa,Amelia,20.27
Shiori,Amelia,24.62
Amelia,Baelz,36.81
Bijou,Baelz,30.15
Calli,Baelz,29.52
Fauna,Baelz,35.33
FuwaMoco,Baelz,28.54
Ina,Baelz,41.91
IRyS,Baelz,43.83
Kiara,Baelz,36.69
Kronii,Baelz,44.26
Mumei,Baelz,39.45
Nerissa,Baelz,33.38
Shiori,Baelz,36.5
Amelia,Bijou,42.65
Baelz,Bijou,40.42
Calli,Bijou,32.79
Fauna,Bijou,45.24
FuwaMoco,Bijou,38.18
Ina,Bijou,46.27
IRyS,Bijou,44.29
Kiara,Bijou,40.53
Kronii,Bijou,46.76
Mumei,Bijou,43.91
Nerissa,Bijou,46.27
Shiori,Bijou,49.21
Amelia,Calli,38.77
Baelz,Calli,37.21
Bijou,Calli,30.82
Fauna,Calli,36.49
FuwaMoco,Calli,28.1
Ina,Calli,43.17
IRyS,Calli,40.95
Kiara,Calli,42.77
Kronii,Calli,45.36
Mumei,Calli,37.98
Nerissa,Calli,37.46
Shiori,Calli,40.35
Amelia,Fauna,35.46
Baelz,Fauna,30.98
Bijou,Fauna,29.58
Calli,Fauna,25.38
FuwaMoco,Fauna,25.03
Ina,Fauna,41.37
IRyS,Fauna,36.94
Kiara,Fauna,34.56
Kronii,Fauna,43.18
Mumei,Fauna,36.24
Nerissa,Fauna,35.5
Shiori,Fauna,35.94
Amelia,FuwaMoco,36.36
Baelz,FuwaMoco,36.18
Bijou,FuwaMoco,36.09
Calli,FuwaMoco,28.25
Fauna,FuwaMoco,36.19
Ina,FuwaMoco,39.79
IRyS,FuwaMoco,39.19
Kiara,FuwaMoco,38.15
Kronii,FuwaMoco,36.82
Mumei,FuwaMoco,37.77
Nerissa,FuwaMoco,36.27
Shiori,FuwaMoco,42.76
Amelia,Ina,21.33
Baelz,Ina,16.76
Bijou,Ina,13.8
Calli,Ina,13.7
Fauna,Ina,18.87
FuwaMoco,Ina,12.56
IRyS,Ina,18.44
Kiara,Ina,18.64
Kronii,Ina,21.9
Mumei,Ina,18.03
Nerissa,Ina,15.54
Shiori,Ina,17.47
Amelia,IRyS,31.81
Baelz,IRyS,33.52
Bijou,IRyS,25.26
Calli,IRyS,24.85
Fauna,IRyS,32.22
FuwaMoco,IRyS,23.65
Ina,IRyS,35.25
Kiara,IRyS,33
Kronii,IRyS,39.94
Mumei,IRyS,34.15
Nerissa,IRyS,29.74
Shiori,IRyS,32.55
Amelia,Kiara,36.75
Baelz,Kiara,30.08
Bijou,Kiara,24.79
Calli,Kiara,27.82
Fauna,Kiara,32.32
FuwaMoco,Kiara,24.67
Ina,Kiara,38.22
IRyS,Kiara,35.38
Kronii,Kiara,39.07
Mumei,Kiara,31.78
Nerissa,Kiara,30.32
Shiori,Kiara,32.01
Amelia,Kronii,21.14
Baelz,Kronii,18.03
Bijou,Kronii,14.21
Calli,Kronii,14.67
Fauna,Kronii,20.07
FuwaMoco,Kronii,11.84
Ina,Kronii,22.31
IRyS,Kronii,21.28
Kiara,Kronii,19.42
Mumei,Kronii,19.99
Nerissa,Kronii,18.68
Shiori,Kronii,20.84
Amelia,Mumei,35.85
Baelz,Mumei,33.14
Bijou,Mumei,27.51
Calli,Mumei,25.31
Fauna,Mumei,34.72
FuwaMoco,Mumei,25.03
Ina,Mumei,37.87
IRyS,Mumei,37.51
Kiara,Mumei,32.56
Kronii,Mumei,41.21
Nerissa,Mumei,31.36
Shiori,Mumei,35.42
Amelia,Nerissa,33.98
Baelz,Nerissa,31.65
Bijou,Nerissa,32.72
Calli,Nerissa,28.18
Fauna,Nerissa,38.39
FuwaMoco,Nerissa,27.14
Ina,Nerissa,36.86
IRyS,Nerissa,36.88
Kiara,Nerissa,35.06
Kronii,Nerissa,43.46
Mumei,Nerissa,35.41
Shiori,Nerissa,47.11
Amelia,Shiori,24.12
Baelz,Shiori,20.22
Bijou,Shiori,20.33
Calli,Shiori,17.73
Fauna,Shiori,22.7
FuwaMoco,Shiori,18.69
Ina,Shiori,24.2
IRyS,Shiori,23.58
Kiara,Shiori,21.63
Kronii,Shiori,28.33
Mumei,Shiori,23.36
Nerissa,Shiori,27.52
