from,to,value
Anya,Anya,
Iofi,Anya,16.87
Kaela,Anya,5.11
Kobo,Anya,2.93
Ollie,Anya,10.95
Reine,Anya,11.3
Risu,Anya,9.6
Zeta,Anya,10.09
Anya,Iofi,18.7
Kaela,Iofi,4.76
Kobo,Iofi,4.36
Ollie,Iofi,12.43
Reine,Iofi,9.61
Risu,Iofi,17.0
Zeta,Iofi,8.7
Anya,Kaela,26.18
Iofi,Kaela,22.02
Kobo,Kaela,11.17
Ollie,Kaela,20.27
Reine,Kaela,20.65
Risu,Kaela,21.63
Zeta,Kaela,20.42
Anya,Kobo,7.28
Iofi,Kobo,9.77
Kaela,Kobo,5.41
Ollie,Kobo,8.14
Reine,Kobo,6.1
Risu,Kobo,9.93
Zeta,Kobo,10.21
Anya,Ollie,14.57
Iofi,Ollie,14.92
Kaela,Ollie,5.26
Kobo,Ollie,4.36
Reine,Ollie,11.95
Risu,Ollie,13.25
Zeta,Ollie,8.58
Anya,Reine,17.13
Iofi,Reine,13.14
Kaela,Reine,6.11
Kobo,Reine,3.72
Ollie,Reine,13.61
Risu,Reine,11.81
Zeta,Reine,10.67
Anya,Risu,17.13
Iofi,Risu,27.35
Kaela,Risu,7.53
Kobo,Risu,7.13
Ollie,Risu,17.75
Reine,Risu,13.9
Zeta,Risu,11.83
Anya,Zeta,17.13
Iofi,Zeta,13.32
Kaela,Zeta,6.76
Kobo,Zeta,6.97
Ollie,Zeta,10.95
Reine,Zeta,11.95
Risu,Zeta,11.26
