from,to,value
Aki,Aki,
Ao,Aki,20.98
Ayame,Aki,20.07
AZki,Aki,18.95
Botan,Aki,24.74
Chihaya,Aki,18.41
Choco,Aki,42.05
Flare,Aki,25.4
Fubuki,Aki,15.03
Haato,Aki,20.43
Hajime,Aki,16.47
Iroha,Aki,21.34
Kanade,Aki,14.04
Kanata,Aki,17.23
Korone,Aki,15.27
Koyori,Aki,16.24
Lamy,Aki,19.33
Laplus,Aki,22.24
Lui,Aki,20.36
Luna,Aki,21.16
Marine,Aki,15.55
Matsuri,Aki,23.2
Miko,Aki,12.46
Mio,Aki,18.27
Nene,Aki,19.33
Niko,Aki,17.38
Noel,Aki,17.78
Okayu,Aki,15.69
Pekora,Aki,12.68
Polka,Aki,20.85
Raden,Aki,21.7
Riona,Aki,22.97
Ririka,Aki,21.09
Roboco,Aki,29.62
Shion,Aki,19.85
Sora,Aki,21.12
Su,Aki,17.82
Subaru,Aki,13.76
Suisei,Aki,14.54
Towa,Aki,24.46
Vivi,Aki,13.29
Watame,Aki,19.41
Aki,Ao,28.25
Ayame,Ao,23.01
AZki,Ao,24.96
Botan,Ao,27.64
Chihaya,Ao,28.53
Choco,Ao,37.49
Flare,Ao,28.12
Fubuki,Ao,20.62
Haato,Ao,24.56
Hajime,Ao,34.47
Iroha,Ao,30.37
Kanade,Ao,26.31
Kanata,Ao,25.32
Korone,Ao,22.7
Koyori,Ao,22.54
Lamy,Ao,26.29
Laplus,Ao,23.25
Lui,Ao,30.52
Luna,Ao,24.32
Marine,Ao,24.75
Matsuri,Ao,32.31
Miko,Ao,19.21
Mio,Ao,24.09
Nene,Ao,27.89
Niko,Ao,29.72
Noel,Ao,25.71
Okayu,Ao,22.51
Pekora,Ao,18.69
Polka,Ao,28.78
Raden,Ao,31.36
Riona,Ao,32.25
Ririka,Ao,32.58
Roboco,Ao,33.68
Shion,Ao,27.82
Sora,Ao,25.25
Su,Ao,27.84
Subaru,Ao,21.19
Suisei,Ao,20.05
Towa,Ao,26.35
Vivi,Ao,20.83
Watame,Ao,26.5
Aki,Ayame,8.95
Ao,Ayame,7.63
AZki,Ayame,8.44
Botan,Ayame,9.03
Chihaya,Ayame,8.12
Choco,Ayame,13.66
Flare,Ayame,9.73
Fubuki,Ayame,7.3
Haato,Ayame,7.84
Hajime,Ayame,7.93
Iroha,Ayame,12.03
Kanade,Ayame,6.67
Kanata,Ayame,7.73
Korone,Ayame,7.36
Koyori,Ayame,6.96
Lamy,Ayame,9.71
Laplus,Ayame,9.12
Lui,Ayame,8.49
Luna,Ayame,9.38
Marine,Ayame,6.8
Matsuri,Ayame,10.43
Miko,Ayame,5.53
Mio,Ayame,8.34
Nene,Ayame,8.65
Niko,Ayame,7.27
Noel,Ayame,7.69
Okayu,Ayame,7.02
Pekora,Ayame,5.55
Polka,Ayame,8.15
Raden,Ayame,7.68
Riona,Ayame,8.84
