from,to,value
Aruran,Aruran,
Astel,Aruran,18.31
Fuma,Aruran,26.07
Gamma,Aruran,27.96
Izuru,Aruran,24.92
Miyabi,Aruran,37.89
Oga,Aruran,31.1
Rikka,Aruran,36.94
Rio,Aruran,30.05
Roberu,Aruran,14.38
Shien,Aruran,36.5
Temma,Aruran,40.7
Uyu,Aruran,32.21
Aruran,Astel,22.24
Fuma,Astel,35.24
Gamma,Astel,31.16
Izuru,Astel,47.56
Miyabi,Astel,52.17
Oga,Astel,24.56
Rikka,Astel,45.98
Rio,Astel,36.01
Roberu,Astel,12.43
Shien,Astel,40.72
Temma,Astel,47.37
Uyu,Astel,37.63
Aruran,Fuma,15.83
Astel,Fuma,17.61
Gamma,Fuma,27.96
Izuru,Fuma,24.82
Miyabi,Fuma,31.6
Oga,Fuma,16.72
Rikka,Fuma,31.61
Rio,Fuma,33.45
Roberu,Fuma,7.81
Shien,Fuma,30.85
Temma,Fuma,34.88
Uyu,Fuma,37
Aruran,Gamma,23.46
Astel,Gamma,21.52
Fuma,Gamma,38.64
Izuru,Gamma,30.24
Miyabi,Gamma,43.32
Oga,Gamma,30.78
Rikka,Gamma,40.96
Rio,Gamma,42.35
Roberu,Gamma,12.95
Shien,Gamma,46.64
Temma,Gamma,52
Uyu,Gamma,42.97
Aruran,Izuru,14.56
Astel,Izuru,22.87
Fuma,Izuru,23.88
Gamma,Izuru,21.05
Miyabi,Izuru,38.07
Oga,Izuru,15.35
Rikka,Izuru,40.34
Rio,Izuru,23.95
Roberu,Izuru,7.32
Shien,Izuru,31.39
Temma,Izuru,36
Uyu,Izuru,23.33
Aruran,Miyabi,17.55
Astel,Miyabi,19.89
Fuma,Miyabi,24.12
Gamma,Miyabi,23.91
Izuru,Miyabi,30.19
Oga,Miyabi,21.32
Rikka,Miyabi,45.44
Rio,Miyabi,27.89
Roberu,Miyabi,7.07
Shien,Miyabi,38.12
Temma,Miyabi,47.02
Uyu,Miyabi,29.07
Aruran,Oga,10.88
Astel,Oga,7.07
Fuma,Oga,9.64
Gamma,Oga,12.83
Izuru,Oga,9.19
Miyabi,Oga,16.11
Rikka,Oga,14.45
Rio,Oga,12.2
Roberu,Oga,5.65
Shien,Oga,20.18
Temma,Oga,16.28
Uyu,Oga,14.69
Aruran,Rikka,13.51
Astel,Rikka,13.84
Fuma,Rikka,19.04
Gamma,Rikka,17.85
Izuru,Rikka,25.25
Miyabi,Rikka,35.88
Oga,Rikka,15.11
Rio,Rikka,21.64
Roberu,Rikka,5.57
Shien,Rikka,30.58
Temma,Rikka,33.12
Uyu,Rikka,22.62
Aruran,Rio,17.27
Astel,Rio,17.03
Fuma,Rio,31.66
Gamma,Rio,29
Izuru,Rio,23.56
Miyabi,Rio,34.59
Oga,Rio,20.03
Rikka,Rio,34
Roberu,Rio,7.98
Shien,Rio,33.99
Temma,Rio,37.61
Uyu,Rio,38.41
Aruran,Roberu,33.95
Astel,Roberu,24.15
Fuma,Roberu,30.35
Gamma,Roberu,36.41
Izuru,Roberu,29.56
Miyabi,Roberu,36
Oga,Roberu,38.13
Rikka,Roberu,35.94
Rio,Roberu,32.76
Shien,Roberu,42.6
Temma,Roberu,42.74
Uyu,Roberu,31.74
Aruran,Shien,11.5
Astel,Shien,10.56
Fuma,Shien,16.01
Gamma,Shien,17.51
Izuru,Shien,16.93
Miyabi,Shien,25.93
Oga,Shien,18.17
Rikka,Shien,26.35
Rio,Shien,18.64
Roberu,Shien,5.69
Temma,Shien,28.42
Uyu,Shien,18.62
Aruran,Temma,16.39
Astel,Temma,15.7
Fuma,Temma,23.14
Gamma,Temma,24.96
Izuru,Temma,24.82
Miyabi,Temma,40.88
Oga,Temma,18.74
Rikka,Temma,36.48
Rio,Temma,26.36
Roberu,Temma,7.29
Shien,Temma,36.32
Uyu,Temma,28.75
Aruran,Uyu,11.59
Astel,Uyu,11.14
Fuma,Uyu,21.93
Gamma,Uyu,18.42
Izuru,Uyu,14.37
Miyabi,Uyu,22.57
Oga,Uyu,15.11
Rikka,Uyu,22.26
Rio,Uyu,24.05
Roberu,Uyu,4.84
Shien,Uyu,21.26
Temma,Uyu,25.68
