from,to,value
Amelia,Amelia,
Baelz,Amelia,36.82
Calli,Amelia,38.74
Fauna,Amelia,41.3
Gura,Amelia,33.73
Ina,Amelia,40.78
IRyS,Amelia,43.31
Kiara,Amelia,34.6
Kronii,Amelia,43.07
Mumei,Amelia,40.56
Amelia,Baelz,29.34
Calli,Baelz,33.01
Fauna,Baelz,36.95
Gura,Baelz,25.44
Ina,Baelz,33.55
IRyS,Baelz,43.87
Kiara,Baelz,27.73
Kronii,Baelz,40.87
Mumei,Baelz,37.96
Amelia,Calli,21.99
Baelz,Calli,23.51
Fauna,Calli,22.22
Gura,Calli,18.12
Ina,Calli,24.55
IRyS,Calli,26.46
Kiara,Calli,21.48
Kronii,Calli,26.44
Mumei,Calli,23.17
Amelia,Fauna,27.67
Baelz,Fauna,31.07
Calli,Fauna,26.24
Gura,Fauna,22.66
Ina,Fauna,32.16
IRyS,Fauna,36.82
Kiara,Fauna,24.5
Kronii,Fauna,36.85
Mumei,Fauna,34.12
Amelia,Gura,36.66
Baelz,Gura,34.69
Calli,Gura,34.71
Fauna,Gura,36.75
Ina,Gura,36.52
IRyS,Gura,40.67
Kiara,Gura,29.41
Kronii,Gura,38.49
Mumei,Gura,38.41
Amelia,Ina,24.98
Baelz,Ina,25.8
Calli,Ina,26.51
Fauna,Ina,29.41
Gura,Ina,20.59
IRyS,Ina,30.39
Kiara,Ina,22.22
Kronii,Ina,29.59
Mumei,Ina,26.91
Amelia,IRyS,22.73
Baelz,IRyS,28.9
Calli,IRyS,24.47
Fauna,IRyS,28.84
Gura,IRyS,19.64
Ina,IRyS,26.04
Kiara,IRyS,21.35
Kronii,IRyS,30.56
Mumei,IRyS,27.22
Amelia,Kiara,31.07
Baelz,Kiara,31.26
Calli,Kiara,34
Fauna,Kiara,32.84
Gura,Kiara,24.31
Ina,Kiara,32.58
IRyS,Kiara,36.54
Kronii,Kiara,32.88
Mumei,Kiara,30.83
Amelia,Kronii,18.16
Baelz,Kronii,21.62
Calli,Kronii,19.64
Fauna,Kronii,23.19
Gura,Kronii,14.93
Ina,Kronii,20.36
IRyS,Kronii,24.55
Kiara,Kronii,15.43
Mumei,Kronii,23.4
Amelia,Mumei,26.2
Baelz,Mumei,30.77
Calli,Mumei,26.37
Fauna,Mumei,32.89
Gura,Mumei,22.83
Ina,Mumei,28.37
IRyS,Mumei,33.5
Kiara,Mumei,22.17
Kronii,Mumei,35.84
