from,to,value
Aki,Aki,
Ao,Aki,5.95
Aqua,Aki,3.53
Ayame,Aki,4.04
AZki,Aki,7.6
Botan,Aki,7.67
Chloe,Aki,4.9
Choco,Aki,16.01
Flare,Aki,10.18
Fubuki,Aki,5.08
Haato,Aki,10.33
Hajime,Aki,5.12
Iroha,Aki,5.35
Kanade,Aki,4.3
Kanata,Aki,5.48
Korone,Aki,5.03
Koyori,Aki,5.02
Lamy,Aki,5.37
Laplus,Aki,6.65
Lui,Aki,9.56
Luna,Aki,9.38
Marine,Aki,4.15
Matsuri,Aki,9.21
Miko,Aki,3.87
Mio,Aki,7.65
Nene,Aki,7.79
Noel,Aki,5.95
Okayu,Aki,3.63
Pekora,Aki,4.07
Polka,Aki,7.96
Raden,Aki,4.97
Ririka,Aki,6.51
Roboco,Aki,15.92
Sora,Aki,10.7
Subaru,Aki,5.08
Suisei,Aki,3.46
Towa,Aki,7.66
Watame,Aki,6.08
Aki,Ao,6.75
Aqua,Ao,2.63
Ayame,Ao,2.71
AZki,Ao,5.95
Botan,Ao,6.19
Chloe,Ao,6.25
Choco,Ao,10.73
Flare,Ao,6.93
Fubuki,Ao,4.71
Haato,Ao,9.34
Hajime,Ao,16.79
Iroha,Ao,7.1
Kanade,Ao,11.17
Kanata,Ao,6.23
Korone,Ao,3.57
Koyori,Ao,6.12
Lamy,Ao,4.59
Laplus,Ao,8.43
Lui,Ao,10.57
Luna,Ao,6.84
Marine,Ao,4.87
Matsuri,Ao,5.7
Miko,Ao,4.68
Mio,Ao,5.37
Nene,Ao,7.6
Noel,Ao,6.42
Okayu,Ao,5.08
Pekora,Ao,3.92
Polka,Ao,8.52
Raden,Ao,10.05
Ririka,Ao,14.62
Roboco,Ao,10.12
Sora,Ao,7.04
Subaru,Ao,6.17
Suisei,Ao,3.77
Towa,Ao,3.9
Watame,Ao,5.29
Aki,Aqua,3.56
Ao,Aqua,2.33
Ayame,Aqua,8.94
AZki,Aqua,4.4
Botan,Aqua,2.42
Chloe,Aqua,6.81
Choco,Aqua,4.05
Flare,Aqua,4.27
Fubuki,Aqua,5.21
Haato,Aqua,5.8
Hajime,Aqua,4.21
Iroha,Aqua,5.15
