from,to,value
Anya,Anya,
Iofi,Anya,15.23
Kaela,Anya,4.18
Kobo,Anya,2.86
Moona,Anya,12.89
Ollie,Anya,10.14
Reine,Anya,10.43
Risu,Anya,5.87
Zeta,Anya,9.82
Anya,Iofi,17.53
Kaela,Iofi,7.09
Kobo,Iofi,7.81
Moona,Iofi,28.38
Ollie,Iofi,16.94
Reine,Iofi,14.0
Risu,Iofi,18.01
Zeta,Iofi,14.23
Anya,Kaela,15.55
Iofi,Kaela,22.91
Kobo,Kaela,14.06
Moona,Kaela,26.1
Ollie,Kaela,19.44
Reine,Kaela,19.29
Risu,Kaela,19.56
Zeta,Kaela,17.25
Anya,Kobo,1.68
Iofi,Kobo,3.97
Kaela,Kobo,2.21
Moona,Kobo,4.57
Ollie,Kobo,3.06
Reine,Kobo,3.0
Risu,Kobo,3.26
Zeta,Kobo,4.03
Anya,Moona,12.04
Iofi,Moona,23.05
Kaela,Moona,6.56
Kobo,Moona,7.29
Ollie,Moona,12.78
Reine,Moona,12.43
Risu,Moona,14.1
Zeta,Moona,13.22
Anya,Ollie,11.13
Iofi,Ollie,16.16
Kaela,Ollie,5.74
Kobo,Ollie,5.73
Moona,Ollie,15.01
Reine,Ollie,13.57
Risu,Ollie,10.59
Zeta,Ollie,9.32
Anya,Reine,11.13
Iofi,Reine,12.98
Kaela,Reine,5.53
Kobo,Reine,5.47
Moona,Reine,14.19
Ollie,Reine,13.19
Risu,Reine,8.23
Zeta,Reine,8.94
Anya,Risu,10.98
Iofi,Risu,29.27
Kaela,Risu,9.84
Kobo,Risu,10.42
Moona,Risu,28.22
Ollie,Risu,18.06
Reine,Risu,14.43
Zeta,Risu,13.48
Anya,Zeta,11.89
Iofi,Zeta,14.97
Kaela,Zeta,5.61
Kobo,Zeta,8.33
Moona,Zeta,17.13
Ollie,Zeta,10.28
Reine,Zeta,10.14
Risu,Zeta,8.72
