from,to,value
Aruran,Aruran,
Astel,Aruran,12.74
Fuma,Aruran,21.17
Gamma,Aruran,19.57
Izuru,Aruran,26.59
Miyabi,Aruran,41.74
Oga,Aruran,30.36
Rikka,Aruran,28.24
Rio,Aruran,22.28
Roberu,Aruran,16.47
Shien,Aruran,36.08
Temma,Aruran,38.21
Uyu,Aruran,23.19
Aruran,Astel,26.66
Fuma,Astel,36.9
Gamma,Astel,26.3
Izuru,Astel,43.56
Miyabi,Astel,43.14
Oga,Astel,23.21
Rikka,Astel,36.17
Rio,Astel,34.64
Roberu,Astel,20.91
Shien,Astel,40.21
Temma,Astel,44.74
Uyu,Astel,31.75
Aruran,Fuma,28.94
Astel,Fuma,24.1
Gamma,Fuma,34.23
Izuru,Fuma,41.38
Miyabi,Fuma,48.88
Oga,Fuma,26.13
Rikka,Fuma,36.62
Rio,Fuma,44.44
Roberu,Fuma,17.61
Shien,Fuma,45.87
Temma,Fuma,47.1
Uyu,Fuma,43.44
Aruran,Gamma,35.74
Astel,Gamma,22.95
Fuma,Gamma,45.74
Izuru,Gamma,43.83
Miyabi,Gamma,54.95
Oga,Gamma,38.69
Rikka,Gamma,40.75
Rio,Gamma,48.74
Roberu,Gamma,24.25
Shien,Gamma,53.39
Temma,Gamma,53.4
Uyu,Gamma,49.56
Aruran,Izuru,8.79
Astel,Izuru,6.88
Fuma,Izuru,10
Gamma,Izuru,7.93
Miyabi,Izuru,21.12
Oga,Izuru,8.91
Rikka,Izuru,14.86
Rio,Izuru,13.04
Roberu,Izuru,4.65
Shien,Izuru,17.3
Temma,Izuru,18.46
Uyu,Izuru,10.23
Aruran,Miyabi,19.61
Astel,Miyabi,9.68
Fuma,Miyabi,16.81
Gamma,Miyabi,14.14
Izuru,Miyabi,30.04
Oga,Miyabi,17.81
Rikka,Miyabi,24.81
Rio,Miyabi,19.47
Roberu,Miyabi,8.59
Shien,Miyabi,30.67
Temma,Miyabi,37.08
Uyu,Miyabi,18.3
Aruran,Oga,12.47
Astel,Oga,4.56
Fuma,Oga,7.85
Gamma,Oga,8.7
Izuru,Oga,11.07
Miyabi,Oga,15.57
Rikka,Oga,12.35
Rio,Oga,9.33
Roberu,Oga,7.68
Shien,Oga,18.9
Temma,Oga,13.45
Uyu,Oga,9.82
Aruran,Rikka,20.51
Astel,Rikka,12.55
Fuma,Rikka,19.46
Gamma,Rikka,16.2
Izuru,Rikka,32.67
Miyabi,Rikka,38.35
Oga,Rikka,21.82
Rio,Rikka,23.67
Roberu,Rikka,10.09
Shien,Rikka,37.68
Temma,Rikka,35
Uyu,Rikka,21.17
Aruran,Rio,22.55
Astel,Rio,16.75
Fuma,Rio,32.91
Gamma,Rio,27.01
Izuru,Rio,39.93
Miyabi,Rio,41.93
Oga,Rio,22.99
Rikka,Rio,32.99
Roberu,Rio,12.22
Shien,Rio,37.19
Temma,Rio,37.76
Uyu,Rio,36.47
Aruran,Roberu,28.7
Astel,Roberu,17.41
Fuma,Roberu,22.44
Gamma,Roberu,23.13
Izuru,Roberu,24.5
Miyabi,Roberu,31.84
Oga,Roberu,32.55
Rikka,Roberu,24.19
Rio,Roberu,21.04
Shien,Roberu,36.58
Temma,Roberu,33.93
Uyu,Roberu,23.09
Aruran,Shien,17.57
Astel,Shien,9.36
Fuma,Shien,16.34
Gamma,Shien,14.23
Izuru,Shien,25.5
Miyabi,Shien,31.78
Oga,Shien,22.41
Rikka,Shien,25.27
Rio,Shien,17.9
Roberu,Shien,10.22
Temma,Shien,28.02
Uyu,Shien,16.84
Aruran,Temma,20.36
Astel,Temma,11.39
Fuma,Temma,18.36
Gamma,Temma,15.58
Izuru,Temma,29.76
Miyabi,Temma,42.05
Oga,Temma,17.45
Rikka,Temma,25.68
Rio,Temma,19.88
Roberu,Temma,10.38
Shien,Temma,30.67
Uyu,Temma,19.78
Aruran,Uyu,27.14
Astel,Uyu,17.75
Fuma,Uyu,37.19
Gamma,Uyu,31.75
Izuru,Uyu,36.21
Miyabi,Uyu,45.56
Oga,Uyu,27.96
Rikka,Uyu,34.1
Rio,Uyu,42.16
Roberu,Uyu,15.51
Shien,Uyu,40.46
Temma,Uyu,43.44
