from,to,value
Aki,Aki,
Amelia,Aki,3.12
Anya,Aki,9.4
Aqua,Aki,6.83
Aruran,Aki,6.99
Astel,Aki,4.97
Ayame,Aki,4.21
AZki,Aki,15.61
Baelz,Aki,3.89
Botan,Aki,7.78
Calli,Aki,2.38
Chloe,Aki,5.19
Choco,Aki,12.95
Fauna,Aki,3.66
Flare,Aki,9.95
Fubuki,Aki,5.38
Gura,Aki,1.53
Haato,Aki,6.95
Ina,Aki,2.85
Iofi,Aki,5.48
Iroha,Aki,5.84
IRyS,Aki,3.88
Izuru,Aki,4.37
Kanata,Aki,7.1
Kiara,Aki,3.88
Korone,Aki,9.01
Koyori,Aki,5.35
Kronii,Aki,3.09
Lamy,Aki,7.49
Laplus,Aki,4.81
Lui,Aki,6.05
Luna,Aki,10.9
Marine,Aki,5.06
Matsuri,Aki,9.7
Mel,Aki,14.06
Miko,Aki,5.38
Mio,Aki,9.72
Miyabi,Aki,4.76
Moona,Aki,2.73
Mumei,Aki,2.89
Nene,Aki,9.87
Noel,Aki,6.82
Oga,Aki,7.41
Okayu,Aki,6.27
Ollie,Aki,3.03
Pekora,Aki,3.83
Polka,Aki,8.87
Reine,Aki,4.09
Rikka,Aki,4.48
Risu,Aki,3.93
Roberu,Aki,6.67
Roboco,Aki,12.8
Rushia,Aki,5.09
Sana,Aki,5.17
Shien,Aki,3.7
Shion,Aki,6.91
Sora,Aki,13.45
Subaru,Aki,5.44
Suisei,Aki,6.87
Temma,Aki,4.21
Towa,Aki,8.58
Watame,Aki,7.71
Aki,Amelia,17.68
Anya,Amelia,22.16
Aqua,Amelia,10.21
Aruran,Amelia,11.91
Astel,Amelia,13.72
Ayame,Amelia,7.17
AZki,Amelia,21.13
Baelz,Amelia,30.92
Botan,Amelia,13.1
Calli,Amelia,23.62
Chloe,Amelia,10
Choco,Amelia,13.82
Fauna,Amelia,35.32
Flare,Amelia,10.25
Fubuki,Amelia,8.44
Gura,Amelia,21.14
Haato,Amelia,21.65
Ina,Amelia,29.52
Iofi,Amelia,13.76
Iroha,Amelia,11.24
IRyS,Amelia,28.19
Izuru,Amelia,9.07
Kanata,Amelia,8.57
Kiara,Amelia,28.48
Korone,Amelia,14.65
Koyori,Amelia,10.07
Kronii,Amelia,30.92
Lamy,Amelia,8.13
Laplus,Amelia,9.46
Lui,Amelia,12.47
Luna,Amelia,14.86
Marine,Amelia,8.05
Matsuri,Amelia,11.02
Mel,Amelia,15.64
Miko,Amelia,11.37
Mio,Amelia,10.62
Miyabi,Amelia,9.35
Moona,Amelia,11.3
Mumei,Amelia,30.08
Nene,Amelia,13.39
Noel,Amelia,7.88
Oga,Amelia,8.24
Okayu,Amelia,8.66
Ollie,Amelia,17.81
Pekora,Amelia,7.78
Polka,Amelia,13.08
Reine,Amelia,23.48
Rikka,Amelia,9.41
Risu,Amelia,17.69
Roberu,Amelia,12.38
Roboco,Amelia,22.45
Rushia,Amelia,8.98
Sana,Amelia,36.18
Shien,Amelia,7.84
Shion,Amelia,10.47
Sora,Amelia,17.49
Subaru,Amelia,8.13
Suisei,Amelia,11.33
Temma,Amelia,9.81
Towa,Amelia,14.02
Watame,Amelia,13.6
Aki,Anya,7.6
Amelia,Anya,3.16
Aqua,Anya,3.28
Aruran,Anya,4.88
Astel,Anya,4.74
Ayame,Anya,3.31
AZki,Anya,8.26
Baelz,Anya,3.82
Botan,Anya,3.64
Calli,Anya,2.43
Chloe,Anya,2.45
Choco,Anya,4.99
Fauna,Anya,3.61
Flare,Anya,3.77
Fubuki,Anya,2.31
Gura,Anya,1.57
Haato,Anya,4.09
Ina,Anya,2.79
Iofi,Anya,19.19
Iroha,Anya,2.99
IRyS,Anya,4.24
Izuru,Anya,3.46
Kanata,Anya,2.71
Kiara,Anya,3.2
Korone,Anya,3.87
Koyori,Anya,2.79
Kronii,Anya,2.88
Lamy,Anya,3.24
Laplus,Anya,2.45
Lui,Anya,3.39
Luna,Anya,4.95
Marine,Anya,2.25
Matsuri,Anya,4.14
Mel,Anya,5.37
Miko,Anya,2.63
Mio,Anya,3.7
Miyabi,Anya,6.25
Moona,Anya,9.08
Mumei,Anya,2.87
Nene,Anya,4.27
Noel,Anya,2.47
Oga,Anya,4.56
Okayu,Anya,2.82
Ollie,Anya,6.3
Pekora,Anya,1.86
Polka,Anya,3.74
Reine,Anya,9.77
Rikka,Anya,3.84
Risu,Anya,10.73
Roberu,Anya,4.45
Roboco,Anya,6.12
Rushia,Anya,2.25
Sana,Anya,4.85
Shien,Anya,3.29
Shion,Anya,3.01
Sora,Anya,6.37
Subaru,Anya,2.53
Suisei,Anya,3.28
Temma,Anya,4.04
Towa,Anya,4.04
Watame,Anya,3.64
Aki,Aqua,19.92
Amelia,Aqua,5.25
Anya,Aqua,11.82
Aruran,Aqua,8.3
Astel,Aqua,8.45
Ayame,Aqua,24.9
AZki,Aqua,24.18
Baelz,Aqua,8.1
Botan,Aqua,15.32
Calli,Aqua,3.66
Chloe,Aqua,15.65
Choco,Aqua,20.15
Fauna,Aqua,5.16
Flare,Aqua,22.42
Fubuki,Aqua,14.43
Gura,Aqua,2.97
Haato,Aqua,13.73
Ina,Aqua,4.3
