from,to,value
Anya,Anya,
Iofi,Anya,18.43
Kaela,Anya,8.57
Kobo,Anya,5.4
Moona,Anya,16.14
Ollie,Anya,16.67
Reine,Anya,18.31
Risu,Anya,16.56
Zeta,Anya,11.22
Anya,Iofi,28.55
Kaela,Iofi,14.62
Kobo,Iofi,11.1
Moona,Iofi,30.05
Ollie,Iofi,26.87
Reine,Iofi,28.69
Risu,Iofi,31
Zeta,Iofi,19.25
Anya,Kaela,49.33
Iofi,Kaela,54.29
Kobo,Kaela,25.92
Moona,Kaela,56.32
Ollie,Kaela,53.05
Reine,Kaela,56.29
Risu,Kaela,53.6
Zeta,Kaela,46.24
Anya,Kobo,33.18
Iofi,Kobo,43.99
Kaela,Kobo,27.68
Moona,Kobo,44.49
Ollie,Kobo,35.78
Reine,Kobo,37.5
Risu,Kobo,39.18
Zeta,Kobo,38.34
Anya,Moona,31.38
Iofi,Moona,37.69
Kaela,Moona,19.03
Kobo,Moona,14.07
Ollie,Moona,32.28
Reine,Moona,33.23
Risu,Moona,35.31
Zeta,Moona,23.3
Anya,Ollie,32.42
Iofi,Ollie,33.71
Kaela,Ollie,17.93
Kobo,Ollie,11.32
Moona,Ollie,32.28
Reine,Ollie,32.7
Risu,Ollie,30.15
Zeta,Ollie,20.27
Anya,Reine,24.83
Iofi,Reine,25.11
Kaela,Reine,13.27
Kobo,Reine,8.28
Moona,Reine,23.18
Ollie,Reine,22.8
Risu,Reine,22.28
Zeta,Reine,15.92
Anya,Risu,27.28
Iofi,Risu,32.95
Kaela,Risu,15.34
Kobo,Risu,10.5
Moona,Risu,29.92
Ollie,Risu,25.54
Reine,Risu,27.07
Zeta,Risu,18.41
Anya,Zeta,38.19
Iofi,Zeta,42.29
Kaela,Zeta,27.36
Kobo,Zeta,21.24
Moona,Zeta,40.81
Ollie,Zeta,35.49
Reine,Zeta,39.97
Risu,Zeta,38.04
