from,to,value
Altare,Altare,
Aruran,Altare,25.86
Astel,Altare,33.22
Axel,Altare,53.19
Dezmond,Altare,48.07
Fuma,Altare,31.49
Gamma,Altare,34.09
Izuru,Altare,25.04
Miyabi,Altare,35.63
Oga,Altare,27.35
Rikka,Altare,37.03
Rio,Altare,35.85
Roberu,Altare,18.73
Shien,Altare,30.32
Temma,Altare,31.35
Uyu,Altare,41.59
Vesper,Altare,46.42
Altare,Aruran,3.92
Astel,Aruran,18.24
Axel,Aruran,5.08
Dezmond,Aruran,3.57
Fuma,Aruran,21.03
Gamma,Aruran,20.29
Izuru,Aruran,34.75
Miyabi,Aruran,44.84
Oga,Aruran,31.75
Rikka,Aruran,35.2
Rio,Aruran,19.4
Roberu,Aruran,17.29
Shien,Aruran,37.92
Temma,Aruran,41.94
Uyu,Aruran,32.04
Vesper,Aruran,3.63
Altare,Astel,7.13
Aruran,Astel,25.78
Axel,Astel,8.45
Dezmond,Astel,6.35
Fuma,Astel,29.24
Gamma,Astel,24.4
Izuru,Astel,38.33
Miyabi,Astel,37.38
Oga,Astel,25.18
Rikka,Astel,35.28
Rio,Astel,23.33
Roberu,Astel,15.61
Shien,Astel,30.04
Temma,Astel,32.94
Uyu,Astel,37.9
Vesper,Astel,6.22
Altare,Axel,40.77
Aruran,Axel,25.67
Astel,Axel,30.21
Dezmond,Axel,39.4
Fuma,Axel,28.65
Gamma,Axel,33.59
Izuru,Axel,23
Miyabi,Axel,31.97
Oga,Axel,28.41
Rikka,Axel,33.46
Rio,Axel,32.47
Roberu,Axel,18.85
Shien,Axel,28.96
Temma,Axel,28.93
Uyu,Axel,39.6
Vesper,Axel,40.31
Altare,Dezmond,55.45
Aruran,Dezmond,27.14
Astel,Dezmond,34.16
Axel,Dezmond,59.29
Fuma,Dezmond,30.78
Gamma,Dezmond,36.75
Izuru,Dezmond,24.7
Miyabi,Dezmond,34.67
Oga,Dezmond,29.14
Rikka,Dezmond,36.57
Rio,Dezmond,35.04
Roberu,Dezmond,19.98
Shien,Dezmond,28.75
Temma,Dezmond,31.83
Uyu,Dezmond,42.16
Vesper,Dezmond,51.9
Altare,Fuma,5.99
Aruran,Fuma,26.36
Astel,Fuma,25.94
Axel,Fuma,7.11
Dezmond,Fuma,5.08
Gamma,Fuma,30.28
Izuru,Fuma,41.23
Miyabi,Fuma,43.31
Oga,Fuma,27.47
Rikka,Fuma,41.05
Rio,Fuma,31.35
Roberu,Fuma,14.93
Shien,Fuma,37.42
Temma,Fuma,39.45
Uyu,Fuma,50.76
Vesper,Fuma,4.75
Altare,Gamma,8.04
Aruran,Gamma,31.55
Astel,Gamma,26.84
Axel,Gamma,10.34
Dezmond,Gamma,7.52
Fuma,Gamma,37.54
Izuru,Gamma,37.65
Miyabi,Gamma,44.04
Oga,Gamma,35.1
Rikka,Gamma,41.2
Rio,Gamma,32.39
Roberu,Gamma,20.91
Shien,Gamma,41.72
Temma,Gamma,43.39
Uyu,Gamma,50.95
Vesper,Gamma,7.05
Altare,Izuru,0.86
Aruran,Izuru,7.9
Astel,Izuru,6.16
Axel,Izuru,1.03
Dezmond,Izuru,0.74
Fuma,Izuru,7.47
Gamma,Izuru,5.5
Miyabi,Izuru,14.34
Oga,Izuru,6.46
Rikka,Izuru,12.97
Rio,Izuru,6.39
Roberu,Izuru,3.82
Shien,Izuru,11.11
Temma,Izuru,12.53
Uyu,Izuru,10.78
Vesper,Izuru,0.63
Altare,Miyabi,2.86
Aruran,Miyabi,23.73
Astel,Miyabi,14
Axel,Miyabi,3.35
Dezmond,Miyabi,2.41
Fuma,Miyabi,18.28
Gamma,Miyabi,14.99
Izuru,Miyabi,33.39
Oga,Miyabi,20.56
Rikka,Miyabi,31.34
Rio,Miyabi,16.09
Roberu,Miyabi,10.42
Shien,Miyabi,31.33
Temma,Miyabi,40.55
Uyu,Miyabi,28.73
Vesper,Miyabi,2.29
Altare,Oga,2.88
Aruran,Oga,22.07
Astel,Oga,12.38
Axel,Oga,3.91
Dezmond,Oga,2.66
Fuma,Oga,15.22
Gamma,Oga,15.69
Izuru,Oga,19.76
Miyabi,Oga,26.99
Rikka,Oga,25.49
Rio,Oga,14.18
Roberu,Oga,12.66
Shien,Oga,31.61
Temma,Oga,29.83
Uyu,Oga,27.6
Vesper,Oga,2.65
Altare,Rikka,2.87
Aruran,Rikka,17.96
Astel,Rikka,12.74
Axel,Rikka,3.38
Dezmond,Rikka,2.45
Fuma,Rikka,16.7
Gamma,Rikka,13.52
Izuru,Rikka,29.13
Miyabi,Rikka,30.21
Oga,Rikka,18.72
Rio,Rikka,14.03
Roberu,Rikka,8.69
Shien,Rikka,28.1
Temma,Rikka,27.13
Uyu,Rikka,28.26
Vesper,Rikka,2.31
Altare,Rio,8.27
Aruran,Rio,29.5
Astel,Rio,25.09
Axel,Rio,9.77
Dezmond,Rio,7.01
Fuma,Rio,38.01
Gamma,Rio,31.67
Izuru,Rio,42.76
Miyabi,Rio,46.23
Oga,Rio,31.03
Rikka,Rio,41.81
Roberu,Rio,16.13
Shien,Rio,39.78
Temma,Rio,41.18
Uyu,Rio,51.89
Vesper,Rio,6.95
Altare,Roberu,5.93
Aruran,Roberu,36.04
Astel,Roberu,23.03
Axel,Roberu,7.78
Dezmond,Roberu,5.48
Fuma,Roberu,24.82
Gamma,Roberu,28.04
Izuru,Roberu,35.09
Miyabi,Roberu,41.04
Oga,Roberu,37.99
Rikka,Roberu,35.51
Rio,Roberu,22.13
Shien,Roberu,40.43
Temma,Roberu,48.51
Uyu,Roberu,35.54
Vesper,Roberu,5.21
Altare,Shien,2.48
Aruran,Shien,20.48
Astel,Shien,11.48
Axel,Shien,3.1
Dezmond,Shien,2.04
Fuma,Shien,16.12
Gamma,Shien,14.49
Izuru,Shien,26.41
Miyabi,Shien,31.97
Oga,Shien,24.57
Rikka,Shien,29.74
Rio,Shien,14.13
Roberu,Shien,10.47
Temma,Shien,31.97
Uyu,Shien,26.75
Vesper,Shien,1.94
Altare,Temma,2.66
Aruran,Temma,23.46
Astel,Temma,13.04
Axel,Temma,3.2
Dezmond,Temma,2.34
Fuma,Temma,17.6
Gamma,Temma,15.61
Izuru,Temma,30.83
Miyabi,Temma,42.87
Oga,Temma,24.01
Rikka,Temma,29.74
Rio,Temma,15.15
Roberu,Temma,13.02
Shien,Temma,33.12
Uyu,Temma,29.87
Vesper,Temma,2.04
Altare,Uyu,2.58
Aruran,Uyu,13.12
Astel,Uyu,10.98
Axel,Uyu,3.21
Dezmond,Uyu,2.27
Fuma,Uyu,16.58
Gamma,Uyu,13.42
Izuru,Uyu,19.42
Miyabi,Uyu,22.24
Oga,Uyu,16.27
Rikka,Uyu,22.69
Rio,Uyu,13.98
Roberu,Uyu,6.98
Shien,Uyu,20.29
Temma,Uyu,21.87
Vesper,Uyu,2.17
Altare,Vesper,51.4
Aruran,Vesper,26.52
Astel,Vesper,32.1
Axel,Vesper,58.22
Dezmond,Vesper,49.82
Fuma,Vesper,27.63
Gamma,Vesper,33.07
Izuru,Vesper,20.27
Miyabi,Vesper,31.53
Oga,Vesper,27.8
Rikka,Vesper,33.08
Rio,Vesper,33.36
Roberu,Vesper,18.21
Shien,Vesper,26.16
Temma,Vesper,26.64
Uyu,Vesper,38.66
