from,to,value
Aki,Aki,
Aqua,Aki,9.34
AZki,Aki,23.24
Botan,Aki,12.62
Chloe,Aki,11.77
Choco,Aki,22.47
Flare,Aki,15.88
Fubuki,Aki,12.48
Haato,Aki,14.35
Iroha,Aki,11.32
Kanata,Aki,14.74
Korone,Aki,8.51
Koyori,Aki,11.46
Lamy,Aki,13.01
Laplus,Aki,9.4
Lui,Aki,11.38
Luna,Aki,18.2
Marine,Aki,9.59
Matsuri,Aki,14.66
Mel,Aki,31.52
Miko,Aki,9.84
Mio,Aki,13.06
Nene,Aki,16.84
Noel,Aki,12.3
Okayu,Aki,9.47
Pekora,Aki,9.1
Polka,Aki,16.99
Roboco,Aki,22.75
Shion,Aki,13.56
Sora,Aki,17.73
Subaru,Aki,9.32
Suisei,Aki,11.67
Towa,Aki,9.9
Watame,Aki,11.24
Aki,Aqua,13.66
AZki,Aqua,18.11
Botan,Aqua,12.56
Chloe,Aqua,15.59
Choco,Aqua,13.36
Flare,Aqua,13.35
Fubuki,Aqua,12.29
Haato,Aqua,14.44
Iroha,Aqua,13.88
Kanata,Aqua,15.16
Korone,Aqua,10.09
Koyori,Aqua,11.96
Lamy,Aqua,13.93
Laplus,Aqua,16.66
Lui,Aqua,10.44
Luna,Aqua,13.02
Marine,Aqua,13.99
Matsuri,Aqua,13.12
Mel,Aqua,17.8
Miko,Aqua,10.61
Mio,Aqua,13.48
Nene,Aqua,13.19
Noel,Aqua,12.58
Okayu,Aqua,11.37
Pekora,Aqua,9.93
Polka,Aqua,12.72
Roboco,Aqua,13.65
Shion,Aqua,29.14
Sora,Aqua,14.83
Subaru,Aqua,8.81
Suisei,Aqua,15.22
Towa,Aqua,12.62
Watame,Aqua,9.71
Aki,AZki,14.57
Aqua,AZki,7.77
Botan,AZki,7.68
Chloe,AZki,8.05
Choco,AZki,9.14
Flare,AZki,7.43
Fubuki,AZki,5.99
Haato,AZki,8.34
Iroha,AZki,7.91
Kanata,AZki,7.1
Korone,AZki,4.33
Koyori,AZki,5.63
Lamy,AZki,6.52
Laplus,AZki,7.5
Lui,AZki,6.45
Luna,AZki,7.63
Marine,AZki,5.51
Matsuri,AZki,6.59
Mel,AZki,14.41
Miko,AZki,4.81
Mio,AZki,7.51
Nene,AZki,7.67
Noel,AZki,5.99
Okayu,AZki,5.7
Pekora,AZki,4.17
Polka,AZki,7.85
Roboco,AZki,10.19
Shion,AZki,10.97
Sora,AZki,16.05
Subaru,AZki,3.96
Suisei,AZki,8.04
Towa,AZki,6.74
Watame,AZki,6.64
Aki,Botan,33.04
Aqua,Botan,22.48
AZki,Botan,32.07
Chloe,Botan,30.28
Choco,Botan,32.13
Flare,Botan,31.23
Fubuki,Botan,24.03
Haato,Botan,26.78
Iroha,Botan,27.79
Kanata,Botan,27.15
Korone,Botan,18.58
Koyori,Botan,23.84
Lamy,Botan,27.9
Laplus,Botan,24.13
Lui,Botan,26.43
Luna,Botan,29.91
Marine,Botan,22.52
Matsuri,Botan,24.61
Mel,Botan,34
Miko,Botan,20.3
Mio,Botan,31.1
Nene,Botan,29.34
Noel,Botan,24.6
Okayu,Botan,23.47
Pekora,Botan,20.34
Polka,Botan,33.11
Roboco,Botan,29.94
Shion,Botan,32.84
Sora,Botan,28.07
Subaru,Botan,19.01
Suisei,Botan,24.88
Towa,Botan,25.18
Watame,Botan,24.35
Aki,Chloe,15.41
Aqua,Chloe,13.95
AZki,Chloe,16.81
Botan,Chloe,15.14
Choco,Chloe,16.4
Flare,Chloe,13.5
Fubuki,Chloe,12.33
Haato,Chloe,16.86
Iroha,Chloe,20.35
Kanata,Chloe,14.64
Korone,Chloe,9.99
Koyori,Chloe,13.82
Lamy,Chloe,14.46
Laplus,Chloe,18.07
Lui,Chloe,14.31
Luna,Chloe,14.74
Marine,Chloe,12.75
Matsuri,Chloe,13.12
Mel,Chloe,20.13
Miko,Chloe,10.14
Mio,Chloe,14.17
Nene,Chloe,14.33
Noel,Chloe,13.14
Okayu,Chloe,12.17
Pekora,Chloe,10.05
Polka,Chloe,15
Roboco,Chloe,16
Shion,Chloe,18.03
Sora,Chloe,15.2
Subaru,Chloe,8.7
Suisei,Chloe,13.35
Towa,Chloe,12.05
Watame,Chloe,12.04
Aki,Choco,36.72
Aqua,Choco,14.93
AZki,Choco,23.83
Botan,Choco,20.07
Chloe,Choco,20.48
Flare,Choco,23.48
Fubuki,Choco,18.99
Haato,Choco,21.49
Iroha,Choco,20.03
Kanata,Choco,24.08
Korone,Choco,13.17
Koyori,Choco,18.55
Lamy,Choco,22.17
Laplus,Choco,16.55
Lui,Choco,19.01
Luna,Choco,28.16
Marine,Choco,15.6
Matsuri,Choco,22.99
Mel,Choco,40.68
Miko,Choco,15.3
Mio,Choco,21.81
Nene,Choco,23.95
Noel,Choco,21.42
Okayu,Choco,17.1
Pekora,Choco,14.59
Polka,Choco,24.9
Roboco,Choco,34.83
Shion,Choco,20.43
Sora,Choco,24.46
Subaru,Choco,14.94
Suisei,Choco,19.58
Towa,Choco,16.5
Watame,Choco,16.72
Aki,Flare,46.76
Aqua,Flare,26.89
AZki,Flare,34.9
Botan,Flare,35.13
Chloe,Flare,30.36
Choco,Flare,42.3
Fubuki,Flare,31.97
Haato,Flare,30.7
Iroha,Flare,31.41
Kanata,Flare,38.39
Korone,Flare,21.58
Koyori,Flare,31.12
Lamy,Flare,34.36
Laplus,Flare,25.37
Lui,Flare,29.63
Luna,Flare,36.42
Marine,Flare,32.52
Matsuri,Flare,32.33
Mel,Flare,44.73
Miko,Flare,26.41
Mio,Flare,34.62
Nene,Flare,34.55
Noel,Flare,35.1
Okayu,Flare,26.02
Pekora,Flare,25.74
Polka,Flare,41.02
Roboco,Flare,40.72
Shion,Flare,36.79
Sora,Flare,33.6
Subaru,Flare,23.71
Suisei,Flare,31.51
Towa,Flare,25.85
Watame,Flare,26.34
Aki,Fubuki,35.65
Aqua,Fubuki,24
AZki,Fubuki,27.3
Botan,Fubuki,26.23
Chloe,Fubuki,26.9
Choco,Fubuki,33.19
Flare,Fubuki,31.02
Haato,Fubuki,25.51
Iroha,Fubuki,27.85
Kanata,Fubuki,30.53
Korone,Fubuki,21.01
Koyori,Fubuki,24.52
Lamy,Fubuki,25.64
