from,to,value
Aki,Aki,
Aqua,Aki,5.72
Ayame,Aki,5.02
AZki,Aki,18.32
Botan,Aki,13.83
Chloe,Aki,10
Choco,Aki,17.65
Flare,Aki,18.42
Fubuki,Aki,9.91
Haato,Aki,13.54
Iroha,Aki,12.95
Kanata,Aki,12.52
Korone,Aki,9.34
Koyori,Aki,12.71
Lamy,Aki,14.19
Laplus,Aki,7.65
Lui,Aki,12.76
Luna,Aki,17.41
Marine,Aki,8.78
Matsuri,Aki,11.28
Mel,Aki,21.25
Miko,Aki,10.91
Mio,Aki,13.37
Nene,Aki,13.63
Noel,Aki,11.76
Okayu,Aki,10.98
Pekora,Aki,8.63
Polka,Aki,15.06
Roboco,Aki,23.32
Shion,Aki,11.34
Sora,Aki,17.56
Subaru,Aki,9.9
Suisei,Aki,8.22
Towa,Aki,9.68
Watame,Aki,11.21
Aki,Aqua,18.82
Ayame,Aqua,26.61
AZki,Aqua,29.98
Botan,Aqua,19.49
Chloe,Aqua,20.36
Choco,Aqua,27.44
Flare,Aqua,20.22
Fubuki,Aqua,19.47
Haato,Aqua,22.68
Iroha,Aqua,24.56
Kanata,Aqua,26.41
Korone,Aqua,19.59
Koyori,Aqua,20.26
Lamy,Aqua,21.14
Laplus,Aqua,23.88
Lui,Aqua,18.13
Luna,Aqua,24.18
Marine,Aqua,23.5
Matsuri,Aqua,30.06
Mel,Aqua,25.33
Miko,Aqua,20.69
Mio,Aqua,25.58
Nene,Aqua,24.24
Noel,Aqua,15.9
Okayu,Aqua,20.4
Pekora,Aqua,18.61
Polka,Aqua,23.32
Roboco,Aqua,27.96
Shion,Aqua,37.38
Sora,Aqua,21.27
Subaru,Aqua,19.44
Suisei,Aqua,31.68
Towa,Aqua,31.49
Watame,Aqua,18.3
Aki,Ayame,0.53
Aqua,Ayame,0.86
AZki,Ayame,1.11
Botan,Ayame,0.63
Chloe,Ayame,0.73
Choco,Ayame,0.75
Flare,Ayame,0.82
Fubuki,Ayame,0.9
Haato,Ayame,0.65
Iroha,Ayame,1.18
Kanata,Ayame,0.91
Korone,Ayame,0.6
Koyori,Ayame,0.7
Lamy,Ayame,0.74
Laplus,Ayame,0.74
Lui,Ayame,0.58
Luna,Ayame,0.66
Marine,Ayame,0.75
Matsuri,Ayame,0.74
Mel,Ayame,0.88
Miko,Ayame,0.63
Mio,Ayame,1.17
Nene,Ayame,0.83
Noel,Ayame,0.46
Okayu,Ayame,0.68
Pekora,Ayame,0.45
Polka,Ayame,0.77
Roboco,Ayame,0.99
Shion,Ayame,1.77
Sora,Ayame,0.85
Subaru,Ayame,0.59
Suisei,Ayame,0.86
Towa,Ayame,1.41
Watame,Ayame,0.65
Aki,AZki,16.04
Aqua,AZki,7.97
Ayame,AZki,9.11
Botan,AZki,10.43
Chloe,AZki,9.59
Choco,AZki,17.36
Flare,AZki,15.26
Fubuki,AZki,9.45
Haato,AZki,15.53
Iroha,AZki,15.7
Kanata,AZki,15.57
Korone,AZki,9.71
Koyori,AZki,11.9
Lamy,AZki,12.11
Laplus,AZki,9.49
Lui,AZki,12.02
Luna,AZki,16.02
Marine,AZki,12.82
Matsuri,AZki,12.87
Mel,AZki,20.76
Miko,AZki,10.19
Mio,AZki,18.36
Nene,AZki,16.45
Noel,AZki,8.43
Okayu,AZki,10.82
Pekora,AZki,8.01
Polka,AZki,17.15
Roboco,AZki,20.39
Shion,AZki,14.94
Sora,AZki,22.11
Subaru,AZki,10.69
Suisei,AZki,11.31
Towa,AZki,10.34
Watame,AZki,12.22
Aki,Botan,25.5
Aqua,Botan,10.91
Ayame,Botan,10.85
AZki,Botan,21.97
Chloe,Botan,16.79
Choco,Botan,23.66
Flare,Botan,27.9
Fubuki,Botan,14.71
Haato,Botan,14.92
Iroha,Botan,19.76
Kanata,Botan,17.16
Korone,Botan,14.08
Koyori,Botan,19.62
Lamy,Botan,25.71
Laplus,Botan,13.41
Lui,Botan,18.55
Luna,Botan,17.51
Marine,Botan,14.78
Matsuri,Botan,14.02
Mel,Botan,19.28
Miko,Botan,17.85
Mio,Botan,20.44
Nene,Botan,18.1
Noel,Botan,22.3
Okayu,Botan,18.82
Pekora,Botan,16.53
Polka,Botan,22.45
Roboco,Botan,24.98
Shion,Botan,15.51
Sora,Botan,16.96
Subaru,Botan,16.06
Suisei,Botan,14.5
Towa,Botan,15.34
Watame,Botan,14.87
Aki,Chloe,28.5
Aqua,Chloe,17.62
Ayame,Chloe,19.45
AZki,Chloe,31.22
Botan,Chloe,25.96
Choco,Chloe,28.67
Flare,Chloe,29.81
Fubuki,Chloe,20.63
Haato,Chloe,24.99
Iroha,Chloe,33
Kanata,Chloe,27.61
Korone,Chloe,20.53
Koyori,Chloe,30.72
Lamy,Chloe,31.07
Laplus,Chloe,27.15
Lui,Chloe,28.42
Luna,Chloe,26.74
Marine,Chloe,24.31
Matsuri,Chloe,24.08
Mel,Chloe,33.67
Miko,Chloe,22.92
Mio,Chloe,28.12
Nene,Chloe,26.69
Noel,Chloe,24.8
Okayu,Chloe,23.51
Pekora,Chloe,19.51
Polka,Chloe,28.8
Roboco,Chloe,29.43
Shion,Chloe,29.58
Sora,Chloe,24.44
Subaru,Chloe,20.53
Suisei,Chloe,20.43
Towa,Chloe,19.65
Watame,Chloe,21.92
Aki,Choco,24.62
Aqua,Choco,11.62
Ayame,Choco,9.83
AZki,Choco,27.67
Botan,Choco,17.89
Chloe,Choco,14.03
Flare,Choco,20.22
Fubuki,Choco,15.12
Haato,Choco,19.19
Iroha,Choco,23.54
Kanata,Choco,20.61
Korone,Choco,15.07
Koyori,Choco,16.83
Lamy,Choco,18.21
Laplus,Choco,14.36
Lui,Choco,17.66
Luna,Choco,28.24
Marine,Choco,16.12
Matsuri,Choco,18.6
Mel,Choco,29.92
Miko,Choco,15.1
Mio,Choco,23.81
Nene,Choco,20.94
Noel,Choco,13.6
Okayu,Choco,17.32
Pekora,Choco,11.97
Polka,Choco,24.67
Roboco,Choco,36.23
Shion,Choco,20.58
Sora,Choco,22.54
Subaru,Choco,18.59
Suisei,Choco,15.38
Towa,Choco,15.4
Watame,Choco,16.97
Aki,Flare,33.58
Aqua,Flare,11.2
Ayame,Flare,14.02
AZki,Flare,31.79
Botan,Flare,27.6
Chloe,Flare,19.07
Choco,Flare,26.44
Fubuki,Flare,17.27
Haato,Flare,19.59
Iroha,Flare,24.57
Kanata,Flare,23.1
Korone,Flare,15.97
Koyori,Flare,23.15
Lamy,Flare,27.34
Laplus,Flare,14.47
Lui,Flare,21.7
Luna,Flare,26.26
Marine,Flare,19.44
Matsuri,Flare,17.91
Mel,Flare,27.88
Miko,Flare,21.38
Mio,Flare,26.13
Nene,Flare,21.25
Noel,Flare,23.88
Okayu,Flare,21.35
Pekora,Flare,16.82
Polka,Flare,30.49
Roboco,Flare,27.58
Shion,Flare,20.52
Sora,Flare,23.92
Subaru,Flare,17.58
Suisei,Flare,16.51
Towa,Flare,15.35
Watame,Flare,19.86
Aki,Fubuki,20.72
Aqua,Fubuki,12.36
Ayame,Fubuki,17.71
AZki,Fubuki,22.58
Botan,Fubuki,16.68
Chloe,Fubuki,15.14
Choco,Fubuki,22.67
Flare,Fubuki,19.81
Haato,Fubuki,17.55
Iroha,Fubuki,22.65
Kanata,Fubuki,19.89
Korone,Fubuki,16
Koyori,Fubuki,17.51
Lamy,Fubuki,17.26
Laplus,Fubuki,14.43
Lui,Fubuki,16.34
Luna,Fubuki,21.6
Marine,Fubuki,15.07
Matsuri,Fubuki,19.57
Mel,Fubuki,24
Miko,Fubuki,14.4
Mio,Fubuki,23.33
Nene,Fubuki,18.7
Noel,Fubuki,13.46
Okayu,Fubuki,17.19
Pekora,Fubuki,12.35
Polka,Fubuki,21.33
Roboco,Fubuki,28.71
Shion,Fubuki,18.99
