from,to,value
Anya,Anya,
Iofi,Anya,12.9
Kaela,Anya,8.13
Kobo,Anya,6.72
Moona,Anya,8.55
Ollie,Anya,10.06
Reine,Anya,16.88
Risu,Anya,12.76
Zeta,Anya,11.63
Anya,Iofi,19.91
Kaela,Iofi,16.08
Kobo,Iofi,14.88
Moona,Iofi,26.39
Ollie,Iofi,24.59
Reine,Iofi,29.42
Risu,Iofi,38.92
Zeta,Iofi,19.25
Anya,Kaela,28.45
Iofi,Kaela,36.49
Kobo,Kaela,21.34
Moona,Kaela,33.2
Ollie,Kaela,32.7
Reine,Kaela,43.14
Risu,Kaela,42.45
Zeta,Kaela,32.8
Anya,Kobo,20.5
Iofi,Kobo,29.43
Kaela,Kobo,18.61
Moona,Kobo,31.16
Ollie,Kobo,28.03
Reine,Kobo,27.42
Risu,Kobo,31.41
Zeta,Kobo,25.9
Anya,Moona,18.88
Iofi,Moona,37.76
Kaela,Moona,20.93
Kobo,Moona,22.53
Ollie,Moona,33.97
Reine,Moona,30.5
Risu,Moona,41.01
Zeta,Moona,23.07
Anya,Ollie,19.85
Iofi,Ollie,31.46
Kaela,Ollie,18.43
Kobo,Ollie,18.13
Moona,Ollie,30.37
Reine,Ollie,32.45
Risu,Ollie,32.67
Zeta,Ollie,20.36
Anya,Reine,13.22
Iofi,Reine,14.93
Kaela,Reine,9.65
Kobo,Reine,7.03
Moona,Reine,10.82
Ollie,Reine,12.87
Risu,Reine,17.01
Zeta,Reine,11.99
Anya,Risu,12.78
Iofi,Risu,25.27
Kaela,Risu,12.15
Kobo,Risu,10.31
Moona,Risu,18.61
Ollie,Risu,16.58
Reine,Risu,21.76
Zeta,Risu,14.2
Anya,Zeta,26.69
Iofi,Zeta,28.64
Kaela,Zeta,21.5
Kobo,Zeta,19.47
Moona,Zeta,23.99
Ollie,Zeta,23.67
Reine,Zeta,35.15
Risu,Zeta,32.54
