from,to,value
Aki,Aki,
Amelia,Aki,1.26
Anya,Aki,4.53
Aqua,Aki,2.93
Aruran,Aki,4.2
Astel,Aki,1.48
Ayame,Aki,2.66
AZki,Aki,10.42
Baelz,Aki,1.67
Botan,Aki,5.05
Calli,Aki,1.44
Choco,Aki,13.84
Fauna,Aki,1.75
Flare,Aki,5.27
Fubuki,Aki,4.16
Gura,Aki,1.08
Haato,Aki,5.85
Ina,Aki,1.43
Iofi,Aki,2.81
IRyS,Aki,1.69
Izuru,Aki,1.1
Kanata,Aki,4.39
Kiara,Aki,2
Korone,Aki,3.36
Kronii,Aki,1.31
Lamy,Aki,4.43
Luna,Aki,6.9
Marine,Aki,3.41
Matsuri,Aki,5.98
Mel,Aki,15.48
Miko,Aki,3.03
Mio,Aki,5.94
Miyabi,Aki,2.47
Moona,Aki,2.21
Mumei,Aki,1.27
Nene,Aki,5.42
Noel,Aki,4.16
Oga,Aki,1.6
Okayu,Aki,3.27
Ollie,Aki,2
Pekora,Aki,2.2
Polka,Aki,7.06
Reine,Aki,2.42
Rikka,Aki,1.2
Risu,Aki,1.31
Roberu,Aki,2.53
Roboco,Aki,9.65
Rushia,Aki,3.14
Sana,Aki,2.41
Shien,Aki,1.05
Shion,Aki,5.34
Sora,Aki,8.61
Subaru,Aki,3.81
Suisei,Aki,3.25
Temma,Aki,2.05
Towa,Aki,5.26
Watame,Aki,4.76
Aki,Amelia,6.67
Anya,Amelia,11.48
Aqua,Amelia,3.12
Aruran,Amelia,4.27
Astel,Amelia,3.35
Ayame,Amelia,2.84
AZki,Amelia,7.81
Baelz,Amelia,25.66
Botan,Amelia,5.34
Calli,Amelia,33.13
Choco,Amelia,6.2
Fauna,Amelia,27.56
Flare,Amelia,3.18
Fubuki,Amelia,5.3
Gura,Amelia,31.74
Haato,Amelia,10.93
Ina,Amelia,31.6
Iofi,Amelia,6.17
IRyS,Amelia,25.66
Izuru,Amelia,0.88
Kanata,Amelia,3.12
Kiara,Amelia,27.25
Korone,Amelia,5.18
Kronii,Amelia,24.18
Lamy,Amelia,2.9
Luna,Amelia,4.91
Marine,Amelia,3.19
Matsuri,Amelia,5.29
Mel,Amelia,5.36
Miko,Amelia,3.15
Mio,Amelia,2.55
Miyabi,Amelia,2.29
Moona,Amelia,9.3
Mumei,Amelia,26.51
Nene,Amelia,5.4
Noel,Amelia,2.48
Oga,Amelia,2.14
Okayu,Amelia,1.91
Ollie,Amelia,16.94
Pekora,Amelia,4.76
Polka,Amelia,4.65
Reine,Amelia,16.83
Rikka,Amelia,1.6
Risu,Amelia,4.58
Roberu,Amelia,1.94
Roboco,Amelia,5.98
Rushia,Amelia,2.8
Sana,Amelia,29.6
Shien,Amelia,2.1
Shion,Amelia,3.26
Sora,Amelia,5.08
Subaru,Amelia,1.73
Suisei,Amelia,3.78
Temma,Amelia,2.99
Towa,Amelia,7.27
Watame,Amelia,4.15
Aki,Anya,5.44
Amelia,Anya,2.6
Aqua,Anya,2.14
Aruran,Anya,3.24
Astel,Anya,2.96
Ayame,Anya,2.05
AZki,Anya,6.22
Baelz,Anya,3.26
Botan,Anya,5.05
Calli,Anya,2.53
Choco,Anya,5.81
Fauna,Anya,2.81
Flare,Anya,2.91
Fubuki,Anya,2.35
Gura,Anya,2.08
Haato,Anya,4.65
Ina,Anya,2.85
Iofi,Anya,19.51
IRyS,Anya,3.54
Izuru,Anya,0.66
Kanata,Anya,2.15
Kiara,Anya,3.12
Korone,Anya,1.85
Kronii,Anya,2.27
Lamy,Anya,4.9
Luna,Anya,3.22
Marine,Anya,2.26
Matsuri,Anya,3.59
Mel,Anya,4.76
Miko,Anya,1.71
Mio,Anya,2.52
Miyabi,Anya,2.29
Moona,Anya,17.12
Mumei,Anya,2.63
Nene,Anya,4.06
Noel,Anya,1.95
Oga,Anya,3.74
Okayu,Anya,1.62
Ollie,Anya,9.85
Pekora,Anya,1.65
Polka,Anya,4.56
Reine,Anya,14.07
Rikka,Anya,1.6
Risu,Anya,20.94
Roberu,Anya,1.66
